question,answer,relation,subject,object,q_index,prompt_id,q_id
What instrument does Johann Strauss I play?,violin,instrument,Johann Strauss I,violin,4778,0,4778_0
What musical tool is Leonard Cohen skilled at?,guitar,instrument,Leonard Cohen,guitar,4779,4,4779_4
What does George Gershwin use to create music?,piano,instrument,George Gershwin,piano,4780,2,4780_2
What does Ernest Chausson use to create music?,piano,instrument,Ernest Chausson,piano,4781,2,4781_2
Which musical instrument is played by Céline Dion?,piano,instrument,Céline Dion,piano,4782,1,4782_1
Which musical instrument is played by Bruce Springsteen?,harmonica,instrument,Bruce Springsteen,harmonica,4783,1,4783_1
Which instrument is Carl Czerny known for playing?,piano,instrument,Carl Czerny,piano,4784,3,4784_3
Which musical instrument is played by Antonio Vivaldi?,violin,instrument,Antonio Vivaldi,violin,4785,1,4785_1
Which musical instrument is played by Jimi Hendrix?,guitar,instrument,Jimi Hendrix,guitar,4786,1,4786_1
Which instrument is Paul Hindemith known for playing?,viola,instrument,Paul Hindemith,viola,4787,3,4787_3
What musical tool is John Coltrane skilled at?,clarinet,instrument,John Coltrane,clarinet,4788,4,4788_4
What does George Enescu use to create music?,violin,instrument,George Enescu,violin,4789,2,4789_2
Which instrument is Paul McCartney known for playing?,piano,instrument,Paul McCartney,piano,4790,3,4790_3
Which musical instrument is played by Tomaso Albinoni?,violin,instrument,Tomaso Albinoni,violin,4791,1,4791_1
What musical tool is Robert Schumann skilled at?,piano,instrument,Robert Schumann,piano,4792,4,4792_4
Which musical instrument is played by Arthur Rubinstein?,piano,instrument,Arthur Rubinstein,piano,4793,1,4793_1
Which instrument is Thelonious Monk known for playing?,piano,instrument,Thelonious Monk,piano,4794,3,4794_3
What does Mike Shinoda use to create music?,piano,instrument,Mike Shinoda,piano,4795,2,4795_2
What musical tool is Eric Clapton skilled at?,guitar,instrument,Eric Clapton,guitar,4796,4,4796_4
Which musical instrument is played by Franz Liszt?,piano,instrument,Franz Liszt,piano,4797,1,4797_1
Which musical instrument is played by Stevie Wonder?,harmonica,instrument,Stevie Wonder,harmonica,4798,1,4798_1
What instrument does Jared Leto play?,violin,instrument,Jared Leto,violin,4799,0,4799_0
Which instrument is Johannes Brahms known for playing?,piano,instrument,Johannes Brahms,piano,4800,3,4800_3
What instrument does Ray Charles play?,piano,instrument,Ray Charles,piano,4801,0,4801_0
What musical tool is Brian May skilled at?,guitar,instrument,Brian May,guitar,4802,4,4802_4
In which religion is Gautama Buddha involved?,Buddhism,religion,Gautama Buddha,Buddhism,4632,4,4632_4
What is the religious belief of Augustine of Hippo?,Christianity,religion,Augustine of Hippo,Christianity,4633,1,4633_1
What is the religious belief of Albanians?,Muslim,religion,Albanians,Muslim,4634,1,4634_1
Which religion is Bede affiliated with?,Christianity,religion,Bede,Christianity,4635,0,4635_0
In which religion is Constantine the Great involved?,Christianity,religion,Constantine the Great,Christianity,4636,4,4636_4
In which religion is Jacob involved?,Judaism,religion,Jacob,Judaism,4637,4,4637_4
In which religion is bishop involved?,Christianity,religion,bishop,Christianity,4638,4,4638_4
Which faith does Honorius III follow?,Christianity,religion,Honorius III,Christianity,4639,2,4639_2
Which faith does Gregory IX follow?,Christianity,religion,Gregory IX,Christianity,4640,2,4640_2
In which religion is Afghanistan involved?,Islam,religion,Afghanistan,Islam,4641,4,4641_4
What is the religious belief of Jesus Christ?,Judaism,religion,Jesus Christ,Judaism,4642,1,4642_1
In which religion is Iraqi involved?,Islam,religion,Iraqi,Islam,4643,4,4643_4
What is the religious belief of Ibn Battuta?,Islam,religion,Ibn Battuta,Islam,4644,1,4644_1
In which religion is Muhammad involved?,Islam,religion,Muhammad,Islam,4645,4,4645_4
Which religion is Muslim affiliated with?,Islam,religion,Muslim,Islam,4646,0,4646_0
Which religion is Moshe ben Maimon affiliated with?,Judaism,religion,Moshe ben Maimon,Judaism,4647,0,4647_0
What religion is practiced by Malcolm X?,Islam,religion,Malcolm X,Islam,4648,3,4648_3
Which religion is Uzbeks affiliated with?,Islam,religion,Uzbeks,Islam,4649,0,4649_0
What is the religious belief of synagogue?,Judaism,religion,synagogue,Judaism,4650,1,4650_1
Which religion is Mehmed IV affiliated with?,Islam,religion,Mehmed IV,Islam,4651,0,4651_0
Which religion is Abraham affiliated with?,Judaism,religion,Abraham,Judaism,4652,0,4652_0
What religion is practiced by Averroes?,Islam,religion,Averroes,Islam,4653,3,4653_3
Which religion is Ibn Khaldun affiliated with?,Islam,religion,Ibn Khaldun,Islam,4654,0,4654_0
What religion is practiced by David?,Judaism,religion,David,Judaism,4655,3,4655_3
What is the religious belief of Suleiman the Magnificent?,Islam,religion,Suleiman the Magnificent,Islam,4656,1,4656_1
Which religion is Iraqi affiliated with?,Christianity,religion,Iraqi,Christianity,4657,0,4657_0
Which religion is Rumi affiliated with?,Islam,religion,Rumi,Islam,4658,0,4658_0
Which faith does Al-Ghazali follow?,Islam,religion,Al-Ghazali,Islam,4659,2,4659_2
Which faith does Umayyad Caliphate follow?,Islam,religion,Umayyad Caliphate,Islam,4660,2,4660_2
Which faith does Stephen I of Hungary follow?,Christianity,religion,Stephen I of Hungary,Christianity,4661,2,4661_2
What is the religious belief of Charlemagne?,Christianity,religion,Charlemagne,Christianity,4662,1,4662_1
Which religion is Seventh-day Adventist Church affiliated with?,Christianity,religion,Seventh-day Adventist Church,Christianity,4663,0,4663_0
What is the religious belief of Vladimir the Great?,Christianity,religion,Vladimir the Great,Christianity,4664,1,4664_1
Which faith does Church of the Holy Sepulchre follow?,Christianity,religion,Church of the Holy Sepulchre,Christianity,4665,2,4665_2
What is the religious belief of Muawiyah I?,Islam,religion,Muawiyah I,Islam,4666,1,4666_1
Which religion is Clovis I affiliated with?,Christianity,religion,Clovis I,Christianity,4667,0,4667_0
Which religion is Tang Empire affiliated with?,Buddhism,religion,Tang Empire,Buddhism,4668,0,4668_0
Which faith does Umar ibn Al-Khattāb follow?,Islam,religion,Umar ibn Al-Khattāb,Islam,4669,2,4669_2
Which faith does Muhammad Iqbal follow?,Islam,religion,Muhammad Iqbal,Islam,4670,2,4670_2
What is the religious belief of Omar Bongo?,Islam,religion,Omar Bongo,Islam,4671,1,4671_1
Which faith does Nicholas V follow?,Christianity,religion,Nicholas V,Christianity,4672,2,4672_2
Which religion is Ruhollah Khomeini affiliated with?,Islam,religion,Ruhollah Khomeini,Islam,4673,0,4673_0
Which religion is Boniface VIII affiliated with?,Christianity,religion,Boniface VIII,Christianity,4674,0,4674_0
What religion is practiced by Aisha?,Islam,religion,Aisha,Islam,4675,3,4675_3
In which religion is Nagarjuna involved?,Buddhism,religion,Nagarjuna,Buddhism,4676,4,4676_4
Which faith does Husayn ibn Ali follow?,Islam,religion,Husayn ibn Ali,Islam,4677,2,4677_2
Which religion is Brahman affiliated with?,Hinduism,religion,Brahman,Hinduism,4678,0,4678_0
Which faith does Saladin follow?,Islam,religion,Saladin,Islam,4679,2,4679_2
Which faith does Catholic Church follow?,Catholicism,religion,Catholic Church,Catholicism,4680,2,4680_2
Which religion is Theodor Herzl affiliated with?,Judaism,religion,Theodor Herzl,Judaism,4681,0,4681_0
What is the religious belief of Khmer Empire?,Hinduism,religion,Khmer Empire,Hinduism,4682,1,4682_1
Which religion is Ibn Saud affiliated with?,Islam,religion,Ibn Saud,Islam,4683,0,4683_0
What is the religious belief of Hosni Mubarak?,Islam,religion,Hosni Mubarak,Islam,4684,1,4684_1
What is the religious belief of Sylvester I?,Christianity,religion,Sylvester I,Christianity,4685,1,4685_1
In which religion is Michael Bloomberg involved?,Judaism,religion,Michael Bloomberg,Judaism,4686,4,4686_4
Which religion is Alī ibn Abī Ṭālib affiliated with?,Islam,religion,Alī ibn Abī Ṭālib,Islam,4687,0,4687_0
Which religion is Dokka Umarov affiliated with?,Islam,religion,Dokka Umarov,Islam,4688,0,4688_0
Which religion is Muhammad Ali Pasha affiliated with?,Islam,religion,Muhammad Ali Pasha,Islam,4689,0,4689_0
Which religion is Richard I of England affiliated with?,Christianity,religion,Richard I of England,Christianity,4690,0,4690_0
Which faith does Uthman ibn Affan follow?,Islam,religion,Uthman ibn Affan,Islam,4691,2,4691_2
What religion is practiced by Ali Khamenei?,Islam,religion,Ali Khamenei,Islam,4692,3,4692_3
Which religion is Tom Cruise affiliated with?,Ciencias,religion,Tom Cruise,Ciencias,4693,0,4693_0
In which religion is Mohandas Karamchand Gandhi involved?,Hinduism,religion,Mohandas Karamchand Gandhi,Hinduism,4694,4,4694_4
Which faith does Hamid Karzai follow?,Islam,religion,Hamid Karzai,Islam,4695,2,4695_2
Which faith does Albert Schweitzer follow?,Christianity,religion,Albert Schweitzer,Christianity,4696,2,4696_2
In which religion is Sukarno involved?,Islam,religion,Sukarno,Islam,4697,4,4697_4
What is the religious belief of Suharto?,Islam,religion,Suharto,Islam,4698,1,4698_1
Which religion is Ice Cube affiliated with?,Islam,religion,Ice Cube,Islam,4699,0,4699_0
In which religion is Carlos the Jackal involved?,Islam,religion,Carlos the Jackal,Islam,4700,4,4700_4
Which religion is al-Maʾmun affiliated with?,Islam,religion,al-Maʾmun,Islam,4701,0,4701_0
In which religion is Fatimah involved?,Islam,religion,Fatimah,Islam,4702,4,4702_4
What is the religious belief of Mohammad Ali Jinnah?,Islam,religion,Mohammad Ali Jinnah,Islam,4703,1,4703_1
What is the religious belief of South Vietnam?,Buddhism,religion,South Vietnam,Buddhism,4704,1,4704_1
Which faith does Abdul Hamid II follow?,Islam,religion,Abdul Hamid II,Islam,4705,2,4705_2
In which religion is Alevism involved?,Islam,religion,Alevism,Islam,4706,4,4706_4
Which faith does Aung San Suu Kyi follow?,Buddhism,religion,Aung San Suu Kyi,Buddhism,4707,2,4707_2
Which faith does Harun al-Rashid follow?,Islam,religion,Harun al-Rashid,Islam,4708,2,4708_2
What is the religious belief of Isaiah?,Judaism,religion,Isaiah,Judaism,4709,1,4709_1
Which religion is Abu Bakr affiliated with?,Islam,religion,Abu Bakr,Islam,4710,0,4710_0
Which faith does Gupta Empire follow?,Hinduism,religion,Gupta Empire,Hinduism,4711,2,4711_2
What is the religious belief of Akbar?,Islam,religion,Akbar,Islam,4712,1,4712_1
What religion is practiced by Imam?,Islam,religion,Imam,Islam,4713,3,4713_3
Which religion is Louis XIV of France affiliated with?,Catholicism,religion,Louis XIV of France,Catholicism,4714,0,4714_0
What is the religious belief of Pentecost?,Christianity,religion,Pentecost,Christianity,4715,1,4715_1
What is the religious belief of Lord's Prayer?,Christianity,religion,Lord's Prayer,Christianity,4716,1,4716_1
What religion is practiced by Skanderbeg?,Christianity,religion,Skanderbeg,Christianity,4717,3,4717_3
Which religion is Tokugawa Shogunate affiliated with?,Buddhism,religion,Tokugawa Shogunate,Buddhism,4718,0,4718_0
In which religion is Henry III of France involved?,Catholicism,religion,Henry III of France,Catholicism,4719,4,4719_4
What religion is practiced by Mohammed Omar?,Islam,religion,Mohammed Omar,Islam,4720,3,4720_3
In which religion is Charles V of France involved?,Christianity,religion,Charles V of France,Christianity,4721,4,4721_4
In which religion is Maurya Empire involved?,Hinduism,religion,Maurya Empire,Hinduism,4722,4,4722_4
What religion is practiced by Ramakrishna?,Hinduism,religion,Ramakrishna,Hinduism,4723,3,4723_3
Which religion is Xuanzang affiliated with?,Buddhism,religion,Xuanzang,Buddhism,4724,0,4724_0
Which religion is Osman I affiliated with?,Islam,religion,Osman I,Islam,4725,0,4725_0
Which religion is Matthew the Apostle affiliated with?,Christianity,religion,Matthew the Apostle,Christianity,4726,0,4726_0
What is the religious belief of Mehmed the Conqueror?,Islam,religion,Mehmed the Conqueror,Islam,4727,1,4727_1
Which religion is Hannah Arendt affiliated with?,Judaism,religion,Hannah Arendt,Judaism,4728,0,4728_0
In which religion is John Travolta involved?,Ciencias,religion,John Travolta,Ciencias,4729,4,4729_4
Which religion is Romulus Augustus affiliated with?,Christianity,religion,Romulus Augustus,Christianity,4730,0,4730_0
What is the religious belief of Joseph Priestley?,Christianity,religion,Joseph Priestley,Christianity,4731,1,4731_1
What is the religious belief of Skanderbeg?,Islam,religion,Skanderbeg,Islam,4732,1,4732_1
Which faith does Hafez follow?,Islam,religion,Hafez,Islam,4733,2,4733_2
Which faith does Jean-Jacques Rousseau follow?,Christianity,religion,Jean-Jacques Rousseau,Christianity,4734,2,4734_2
What religion is practiced by Alfred the Great?,Christianity,religion,Alfred the Great,Christianity,4735,3,4735_3
What religion is practiced by Zheng He?,Islam,religion,Zheng He,Islam,4736,3,4736_3
Which religion is Eid al-Fitr affiliated with?,Islam,religion,Eid al-Fitr,Islam,4737,0,4737_0
In which religion is Jawaharlal Nehru involved?,Hinduism,religion,Jawaharlal Nehru,Hinduism,4738,4,4738_4
Which faith does Shah Jahan follow?,Islam,religion,Shah Jahan,Islam,4739,2,4739_2
What religion is practiced by Almoravid dynasty?,Islam,religion,Almoravid dynasty,Islam,4740,3,4740_3
What is the religious belief of Mongolian People's Republic?,Buddhism,religion,Mongolian People's Republic,Buddhism,4741,1,4741_1
Which faith does Sweyn I of Denmark follow?,Christianity,religion,Sweyn I of Denmark,Christianity,4742,2,4742_2
What is the religious belief of Sarvepalli Radhakrishnan?,Hinduism,religion,Sarvepalli Radhakrishnan,Hinduism,4743,1,4743_1
In which religion is Taj Mahal involved?,Islam,religion,Taj Mahal,Islam,4744,4,4744_4
What is the religious belief of Mohamed Morsi?,Islam,religion,Mohamed Morsi,Islam,4745,1,4745_1
What is the religious belief of Ahmed I?,Islam,religion,Ahmed I,Islam,4746,1,4746_1
What religion is practiced by Franz Kafka?,Judaism,religion,Franz Kafka,Judaism,4747,3,4747_3
Which faith does Khalifa bin Zayed Al Nahyan follow?,Islam,religion,Khalifa bin Zayed Al Nahyan,Islam,4748,2,4748_2
What is the religious belief of Edward I of England?,Christianity,religion,Edward I of England,Christianity,4749,1,4749_1
What is the religious belief of Marilyn Monroe?,Judaism,religion,Marilyn Monroe,Judaism,4750,1,4750_1
What is the religious belief of Babur?,Islam,religion,Babur,Islam,4751,1,4751_1
Which religion is Selim I affiliated with?,Islam,religion,Selim I,Islam,4752,0,4752_0
In which religion is Fahd bin Abdulaziz Al Saud involved?,Islam,religion,Fahd bin Abdulaziz Al Saud,Islam,4753,4,4753_4
What religion is practiced by Pervez Musharraf?,Islam,religion,Pervez Musharraf,Islam,4754,3,4754_3
What is the religious belief of Anwar Sadat?,Islam,religion,Anwar Sadat,Islam,4755,1,4755_1
In which religion is Leo IX involved?,Christianity,religion,Leo IX,Christianity,4756,4,4756_4
In which city is Paris Saint-Germain F.C.'s headquarter located?,Paris,headquarters_location,Paris Saint-Germain F.C.,Paris,6101,1,6101_1
Where is the headquarters of University of Florence?,Florence,headquarters_location,University of Florence,Florence,6102,0,6102_0
Which place hosts the headquarters of Nazi Party?,Munich,headquarters_location,Nazi Party,Munich,6103,4,6103_4
Where is the headquarters of Union for the Mediterranean?,Barcelona,headquarters_location,Union for the Mediterranean,Barcelona,6104,0,6104_0
Which place hosts the headquarters of Interpol?,Lyon,headquarters_location,Interpol,Lyon,6105,4,6105_4
What is the location of the headquarters of Democratic Progressive Party?,Taipei,headquarters_location,Democratic Progressive Party,Taipei,6106,2,6106_2
What is the location of the headquarters of EMI?,London,headquarters_location,EMI,London,6107,2,6107_2
Where is the headquarters of A.S. Nancy-Lorraine?,Nancy,headquarters_location,A.S. Nancy-Lorraine,Nancy,6108,0,6108_0
What is the location of the headquarters of SoundCloud?,Berlin,headquarters_location,SoundCloud,Berlin,6109,2,6109_2
In which city is Cadillac's headquarter located?,Detroit,headquarters_location,Cadillac,Detroit,6110,1,6110_1
In which city is Polydor Records's headquarter located?,London,headquarters_location,Polydor Records,London,6111,1,6111_1
Where can the headquarter of Nintendo be found?,Kyoto,headquarters_location,Nintendo,Kyoto,6112,3,6112_3
Which place hosts the headquarters of University of Cambridge?,Cambridge,headquarters_location,University of Cambridge,Cambridge,6113,4,6113_4
Which place hosts the headquarters of Germanwings?,Cologne,headquarters_location,Germanwings,Cologne,6114,4,6114_4
Which place hosts the headquarters of University of Washington?,Seattle,headquarters_location,University of Washington,Seattle,6115,4,6115_4
Where is the headquarters of Ericsson?,Stockholm,headquarters_location,Ericsson,Stockholm,6116,0,6116_0
In which city is Brentford F.C.'s headquarter located?,London,headquarters_location,Brentford F.C.,London,6117,1,6117_1
In which city is People's Democratic Party of Afghanistan's headquarter located?,Kabul,headquarters_location,People's Democratic Party of Afghanistan,Kabul,6118,1,6118_1
What is the location of the headquarters of Samsung?,Seoul,headquarters_location,Samsung,Seoul,6119,2,6119_2
What is the location of the headquarters of Beijing Guoan F.C.?,Beijing,headquarters_location,Beijing Guoan F.C.,Beijing,6120,2,6120_2
What is the location of the headquarters of Comintern?,Moscow,headquarters_location,Comintern,Moscow,6121,2,6121_2
What is the location of the headquarters of Guinness World Records?,London,headquarters_location,Guinness World Records,London,6122,2,6122_2
In which city is FIDE's headquarter located?,Athens,headquarters_location,FIDE,Athens,6123,1,6123_1
Where can the headquarter of Rolex be found?,Geneva,headquarters_location,Rolex,Geneva,6124,3,6124_3
Where can the headquarter of Assyrian Church of the East be found?,Chicago,headquarters_location,Assyrian Church of the East,Chicago,6125,3,6125_3
What is the location of the headquarters of University of Paris?,Paris,headquarters_location,University of Paris,Paris,6126,2,6126_2
Where can the headquarter of International Tennis Federation be found?,London,headquarters_location,International Tennis Federation,London,6127,3,6127_3
In which city is Deutsche Welle's headquarter located?,Bonn,headquarters_location,Deutsche Welle,Bonn,6128,1,6128_1
Where is the headquarters of Sheffield Wednesday F.C.?,Sheffield,headquarters_location,Sheffield Wednesday F.C.,Sheffield,6129,0,6129_0
What is the location of the headquarters of World Trade Organization?,Geneva,headquarters_location,World Trade Organization,Geneva,6130,2,6130_2
Where is the headquarters of RB Leipzig?,Leipzig,headquarters_location,RB Leipzig,Leipzig,6131,0,6131_0
Where is the headquarters of United States Soccer Federation?,Chicago,headquarters_location,United States Soccer Federation,Chicago,6132,0,6132_0
What is the location of the headquarters of BP?,London,headquarters_location,BP,London,6133,2,6133_2
Where can the headquarter of Lenovo be found?,Beijing,headquarters_location,Lenovo,Beijing,6134,3,6134_3
What is the location of the headquarters of Toyota?,Toyota,headquarters_location,Toyota,Toyota,6135,2,6135_2
In which city is French Academy of Sciences's headquarter located?,Paris,headquarters_location,French Academy of Sciences,Paris,6136,1,6136_1
Where can the headquarter of German Football Association be found?,Frankfurt am Main,headquarters_location,German Football Association,Frankfurt am Main,6137,3,6137_3
In which city is Karolinska Institute's headquarter located?,Stockholm,headquarters_location,Karolinska Institute,Stockholm,6138,1,6138_1
Which place hosts the headquarters of Army of the Guardians of the Islamic Revolution?,Tehran,headquarters_location,Army of the Guardians of the Islamic Revolution,Tehran,6139,4,6139_4
Which place hosts the headquarters of Sciences Po?,Paris,headquarters_location,Sciences Po,Paris,6140,4,6140_4
What is the location of the headquarters of FC Dynamo Kyiv?,Kiev,headquarters_location,FC Dynamo Kyiv,Kiev,6141,2,6141_2
Where can the headquarter of F.K. Sarajevo be found?,Sarajevo,headquarters_location,F.K. Sarajevo,Sarajevo,6142,3,6142_3
Where can the headquarter of European Space Agency be found?,Paris,headquarters_location,European Space Agency,Paris,6143,3,6143_3
What is the location of the headquarters of Brown University?,Providence,headquarters_location,Brown University,Providence,6144,2,6144_2
In which city is University of Geneva's headquarter located?,Geneva,headquarters_location,University of Geneva,Geneva,6145,1,6145_1
Where is the headquarters of Dominican Order?,Rome,headquarters_location,Dominican Order,Rome,6146,0,6146_0
In which city is WWE's headquarter located?,Stamford,headquarters_location,WWE,Stamford,6147,1,6147_1
Where can the headquarter of McGill University be found?,Montreal,headquarters_location,McGill University,Montreal,6148,3,6148_3
What is the location of the headquarters of Caribbean Community Secretariat?,Georgetown,headquarters_location,Caribbean Community Secretariat,Georgetown,6149,2,6149_2
Which place hosts the headquarters of Lexus?,Nagoya,headquarters_location,Lexus,Nagoya,6150,4,6150_4
Where can the headquarter of Sheffield United F.C. be found?,Sheffield,headquarters_location,Sheffield United F.C.,Sheffield,6151,3,6151_3
What company is responsible for developing macOS?,Apple Inc.,developer,macOS,Apple Inc.,3674,2,3674_2
Which organization is credited with the development of iOS?,Apple Inc.,developer,iOS,Apple Inc.,3675,4,3675_4
Which company is the developer of Safari?,Apple Inc.,developer,Safari,Apple Inc.,3676,0,3676_0
Which company is the developer of PostScript?,Adobe,developer,PostScript,Adobe,3677,0,3677_0
What company is responsible for developing Windows Vista?,Microsoft,developer,Windows Vista,Microsoft,3678,2,3678_2
Which organization is credited with the development of Internet Explorer?,Microsoft,developer,Internet Explorer,Microsoft,3679,4,3679_4
By whom was B-17 Flying Fortress developed?,Boeing,developer,B-17 Flying Fortress,Boeing,3680,3,3680_3
Which company is the developer of DirectX?,Microsoft,developer,DirectX,Microsoft,3681,0,3681_0
Which company is the developer of Microsoft Windows?,Microsoft,developer,Microsoft Windows,Microsoft,3682,0,3682_0
What company is responsible for developing Xbox 360?,Microsoft,developer,Xbox 360,Microsoft,3683,2,3683_2
Which company is the developer of Xbox One?,Microsoft,developer,Xbox One,Microsoft,3684,0,3684_0
What company is responsible for developing MS-DOS?,Microsoft,developer,MS-DOS,Microsoft,3685,2,3685_2
Which company is the developer of Fortran?,IBM,developer,Fortran,IBM,3686,0,3686_0
Who developed Windows 1.0?,Microsoft,developer,Windows 1.0,Microsoft,3687,1,3687_1
What company is responsible for developing Nintendo 3DS?,Nintendo,developer,Nintendo 3DS,Nintendo,3688,2,3688_2
What company is responsible for developing Intel 80386?,Intel,developer,Intel 80386,Intel,3689,2,3689_2
What company is responsible for developing Windows 10?,Microsoft,developer,Windows 10,Microsoft,3690,2,3690_2
Who developed Microsoft Excel?,Microsoft,developer,Microsoft Excel,Microsoft,3691,1,3691_1
Which organization is credited with the development of Microsoft Office?,Microsoft,developer,Microsoft Office,Microsoft,3692,4,3692_4
By whom was Microsoft Word developed?,Microsoft,developer,Microsoft Word,Microsoft,3693,3,3693_3
By whom was Mac OS developed?,Apple Inc.,developer,Mac OS,Apple Inc.,3694,3,3694_3
What company is responsible for developing Windows 95?,Microsoft,developer,Windows 95,Microsoft,3695,2,3695_2
Which organization is credited with the development of Microsoft Visual Studio?,Microsoft,developer,Microsoft Visual Studio,Microsoft,3696,4,3696_4
What company is responsible for developing Windows 98?,Microsoft,developer,Windows 98,Microsoft,3697,2,3697_2
By whom was Adobe Acrobat developed?,Adobe,developer,Adobe Acrobat,Adobe,3698,3,3698_3
Which organization is credited with the development of Portable Document Format?,Adobe,developer,Portable Document Format,Adobe,3699,4,3699_4
By whom was Core 2 developed?,Intel,developer,Core 2,Intel,3700,3,3700_3
By whom was Adobe Flash developed?,Adobe,developer,Adobe Flash,Adobe,3701,3,3701_3
By whom was Symbian developed?,Nokia,developer,Symbian,Nokia,3702,3,3702_3
Who developed Windows Phone?,Microsoft,developer,Windows Phone,Microsoft,3703,1,3703_1
What company is responsible for developing Pentium?,Intel,developer,Pentium,Intel,3704,2,3704_2
By whom was Adobe Photoshop developed?,Adobe,developer,Adobe Photoshop,Adobe,3705,3,3705_3
Which company is the developer of QuickTime?,Apple Inc.,developer,QuickTime,Apple Inc.,3706,0,3706_0
By whom was Wii U developed?,Nintendo,developer,Wii U,Nintendo,3707,3,3707_3
Who developed Windows XP?,Microsoft,developer,Windows XP,Microsoft,3708,1,3708_1
Which company is the developer of Windows 2000?,Microsoft,developer,Windows 2000,Microsoft,3709,0,3709_0
By whom was NTFS developed?,Microsoft,developer,NTFS,Microsoft,3710,3,3710_3
By whom was Windows 8 developed?,Microsoft,developer,Windows 8,Microsoft,3711,3,3711_3
By whom was iPod developed?,Apple Inc.,developer,iPod,Apple Inc.,3712,3,3712_3
Which organization is credited with the development of Gmail?,Google,developer,Gmail,Google,3713,4,3713_4
By whom was Google Maps developed?,Google,developer,Google Maps,Google,3714,3,3714_3
What company is responsible for developing Windows Live Messenger?,Microsoft,developer,Windows Live Messenger,Microsoft,3715,2,3715_2
Which organization is credited with the development of Google Street View?,Google,developer,Google Street View,Google,3716,4,3716_4
Which company is the developer of Windows Media Player?,Microsoft,developer,Windows Media Player,Microsoft,3717,0,3717_0
By whom was .NET Framework developed?,Microsoft,developer,.NET Framework,Microsoft,3718,3,3718_3
By whom was Windows Update developed?,Microsoft,developer,Windows Update,Microsoft,3719,3,3719_3
What company is responsible for developing B-52 Stratofortress?,Boeing,developer,B-52 Stratofortress,Boeing,3720,2,3720_2
Which organization is credited with the development of iTunes?,Apple Inc.,developer,iTunes,Apple Inc.,3721,4,3721_4
What company is responsible for developing Windows 2.0?,Microsoft,developer,Windows 2.0,Microsoft,3722,2,3722_2
What company is responsible for developing Google AdSense?,Google,developer,Google AdSense,Google,3723,2,3723_2
Which company is the developer of Windows 7?,Microsoft,developer,Windows 7,Microsoft,3724,0,3724_0
Who developed Airbus A350?,Airbus basic,developer,Airbus A350,Airbus basic,3725,1,3725_1
Which company is the developer of Picasa?,Google,developer,Picasa,Google,3726,0,3726_0
Which company is the developer of Google Earth?,Google,developer,Google Earth,Google,3727,0,3727_0
What company is responsible for developing Google Play?,Google,developer,Google Play,Google,3728,2,3728_2
By whom was iCloud developed?,Apple Inc.,developer,iCloud,Apple Inc.,3729,3,3729_3
By whom was Siri developed?,Apple Inc.,developer,Siri,Apple Inc.,3730,3,3730_3
Which company is the developer of App Store?,Apple Inc.,developer,App Store,Apple Inc.,3731,0,3731_0
Which organization is credited with the development of Microsoft Access?,Microsoft,developer,Microsoft Access,Microsoft,3732,4,3732_4
Who developed Apple Watch?,Apple Inc.,developer,Apple Watch,Apple Inc.,3733,1,3733_1
What company is responsible for developing Apple Books?,Apple Inc.,developer,Apple Books,Apple Inc.,3734,2,3734_2
Who developed Google Drive?,Google,developer,Google Drive,Google,3735,1,3735_1
