question,answer,relation,subject,object,q_index,prompt_id,q_id
Quelle est la croyance religieuse de Soliman le Magnifique?,islam,religion,Soliman le Magnifique,islam,4656,1,4656_1
Quelle religion est affiliée à Arabes?,christianisme,religion,Arabes,christianisme,4657,0,4657_0
Quelle religion est affiliée à Djalâl ad-Dîn Rûmî?,islam,religion,Djalâl ad-Dîn Rûmî,islam,4658,0,4658_0
Quelle foi Al-Ghazâlî suit-elle?,islam,religion,Al-Ghazâlî,islam,4659,2,4659_2
Quelle foi Califat omeyyade suit-elle?,islam,religion,Califat omeyyade,islam,4660,2,4660_2
Quelle foi Étienne Ier de Hongrie suit-elle?,christianisme,religion,Étienne Ier de Hongrie,christianisme,4661,2,4661_2
Quelle est la croyance religieuse de Charlemagne?,christianisme,religion,Charlemagne,christianisme,4662,1,4662_1
Quelle religion est affiliée à Église adventiste du septième jour?,christianisme,religion,Église adventiste du septième jour,christianisme,4663,0,4663_0
Quelle est la croyance religieuse de Vladimir Ier?,christianisme,religion,Vladimir Ier,christianisme,4664,1,4664_1
Quelle foi église du Saint-Sépulcre suit-elle?,christianisme,religion,église du Saint-Sépulcre,christianisme,4665,2,4665_2
Quelle est la croyance religieuse de Muʿāwiya Ier?,islam,religion,Muʿāwiya Ier,islam,4666,1,4666_1
Quelle religion est affiliée à Clovis Ier?,christianisme,religion,Clovis Ier,christianisme,4667,0,4667_0
Quelle religion est affiliée à dynastie Tang?,bouddhisme,religion,dynastie Tang,bouddhisme,4668,0,4668_0
Quelle foi Omar ibn al-Khattâb suit-elle?,islam,religion,Omar ibn al-Khattâb,islam,4669,2,4669_2
Quelle foi Mohamed Iqbal suit-elle?,islam,religion,Mohamed Iqbal,islam,4670,2,4670_2
Quelle est la croyance religieuse de Omar Bongo?,islam,religion,Omar Bongo,islam,4671,1,4671_1
Quelle foi Nicolas V suit-elle?,christianisme,religion,Nicolas V,christianisme,4672,2,4672_2
Quelle religion est affiliée à Rouhollah Khomeini?,islam,religion,Rouhollah Khomeini,islam,4673,0,4673_0
Quelle religion est affiliée à Boniface VIII?,christianisme,religion,Boniface VIII,christianisme,4674,0,4674_0
Quelle religion pratique Aïcha?,islam,religion,Aïcha,islam,4675,3,4675_3
Dans quelle religion Nāgārjuna est-il impliqué?,bouddhisme,religion,Nāgārjuna,bouddhisme,4676,4,4676_4
Quelle foi Al-Hussein ibn Ali suit-elle?,islam,religion,Al-Hussein ibn Ali,islam,4677,2,4677_2
Quelle religion est affiliée à Brahman?,hindouisme,religion,Brahman,hindouisme,4678,0,4678_0
Quelle foi Salah Ed-dien suit-elle?,islam,religion,Salah Ed-dien,islam,4679,2,4679_2
Quelle foi Église catholique suit-elle?,catholicisme,religion,Église catholique,catholicisme,4680,2,4680_2
Quelle religion est affiliée à Theodor Herzl?,judaïsme,religion,Theodor Herzl,judaïsme,4681,0,4681_0
Quelle est la croyance religieuse de Empire khmer?,hindouisme,religion,Empire khmer,hindouisme,4682,1,4682_1
Quelle religion est affiliée à Abdelaziz ben Abderrahmane Al Saoud?,islam,religion,Abdelaziz ben Abderrahmane Al Saoud,islam,4683,0,4683_0
Quelle est la croyance religieuse de Hosni Moubarak?,islam,religion,Hosni Moubarak,islam,4684,1,4684_1
Quelle est la croyance religieuse de Sylvestre Ier?,christianisme,religion,Sylvestre Ier,christianisme,4685,1,4685_1
Dans quelle religion Michael Bloomberg est-il impliqué?,judaïsme,religion,Michael Bloomberg,judaïsme,4686,4,4686_4
Quelle religion est affiliée à Ali ibn Abi Talib?,islam,religion,Ali ibn Abi Talib,islam,4687,0,4687_0
Quelle religion est affiliée à Dokou Oumarov?,islam,religion,Dokou Oumarov,islam,4688,0,4688_0
Quelle religion est affiliée à Méhémet Ali?,islam,religion,Méhémet Ali,islam,4689,0,4689_0
Quelle religion est affiliée à Richard Cœur de Lion?,christianisme,religion,Richard Cœur de Lion,christianisme,4690,0,4690_0
Quelle foi Othmân ibn Affân suit-elle?,islam,religion,Othmân ibn Affân,islam,4691,2,4691_2
Quelle religion pratique Ali Khamenei?,islam,religion,Ali Khamenei,islam,4692,3,4692_3
Quelle religion est affiliée à Tom Cruise?,Scientologie,religion,Tom Cruise,Scientologie,4693,0,4693_0
Dans quelle religion Mahatma Gandhi est-il impliqué?,hindouisme,religion,Mahatma Gandhi,hindouisme,4694,4,4694_4
Quelle foi Hamid Karzai suit-elle?,islam,religion,Hamid Karzai,islam,4695,2,4695_2
Quelle foi Albert Schweitzer suit-elle?,christianisme,religion,Albert Schweitzer,christianisme,4696,2,4696_2
Dans quelle religion Soekarno est-il impliqué?,islam,religion,Soekarno,islam,4697,4,4697_4
Quelle est la croyance religieuse de Soeharto?,islam,religion,Soeharto,islam,4698,1,4698_1
Quelle religion est affiliée à Ice Cube?,islam,religion,Ice Cube,islam,4699,0,4699_0
Dans quelle religion Ilich Ramírez Sánchez est-il impliqué?,islam,religion,Ilich Ramírez Sánchez,islam,4700,4,4700_4
Quelle religion est affiliée à Al-Ma’mūn?,islam,religion,Al-Ma’mūn,islam,4701,0,4701_0
Dans quelle religion Fatima est-il impliqué?,islam,religion,Fatima,islam,4702,4,4702_4
Quelle est la croyance religieuse de Muhammad Ali Jinnah?,islam,religion,Muhammad Ali Jinnah,islam,4703,1,4703_1
Quelle est la croyance religieuse de République du Viêt Nam?,bouddhisme,religion,République du Viêt Nam,bouddhisme,4704,1,4704_1
Quelle foi Abdülhamid II suit-elle?,islam,religion,Abdülhamid II,islam,4705,2,4705_2
Dans quelle religion Alévisme est-il impliqué?,islam,religion,Alévisme,islam,4706,4,4706_4
Quelle foi Aung San Suu Kyi suit-elle?,bouddhisme,religion,Aung San Suu Kyi,bouddhisme,4707,2,4707_2
Quelle foi Hâroun ar-Rachîd suit-elle?,islam,religion,Hâroun ar-Rachîd,islam,4708,2,4708_2
Quelle est la croyance religieuse de Isaïe?,judaïsme,religion,Isaïe,judaïsme,4709,1,4709_1
Quelle religion est affiliée à Abou Bakr As-Siddiq?,islam,religion,Abou Bakr As-Siddiq,islam,4710,0,4710_0
Quelle foi Empire Gupta suit-elle?,hindouisme,religion,Empire Gupta,hindouisme,4711,2,4711_2
Quelle est la croyance religieuse de Akbar?,islam,religion,Akbar,islam,4712,1,4712_1
Quelle religion pratique imam?,islam,religion,imam,islam,4713,3,4713_3
Quelle religion est affiliée à Louis XIV?,catholicisme,religion,Louis XIV,catholicisme,4714,0,4714_0
Quelle est la croyance religieuse de Pentecôte?,christianisme,religion,Pentecôte,christianisme,4715,1,4715_1
Quelle est la croyance religieuse de Notre Père?,christianisme,religion,Notre Père,christianisme,4716,1,4716_1
Quelle religion pratique Gjergj Kastriot Skanderbeg?,christianisme,religion,Gjergj Kastriot Skanderbeg,christianisme,4717,3,4717_3
Quelle religion est affiliée à shogunat Tokugawa?,bouddhisme,religion,shogunat Tokugawa,bouddhisme,4718,0,4718_0
Dans quelle religion Henri III est-il impliqué?,catholicisme,religion,Henri III,catholicisme,4719,4,4719_4
Quelle religion pratique Mohammad Omar?,islam,religion,Mohammad Omar,islam,4720,3,4720_3
Dans quelle religion Charles V de France est-il impliqué?,christianisme,religion,Charles V de France,christianisme,4721,4,4721_4
Dans quelle religion Empire Maurya est-il impliqué?,hindouisme,religion,Empire Maurya,hindouisme,4722,4,4722_4
Quelle religion pratique Râmakrishna?,hindouisme,religion,Râmakrishna,hindouisme,4723,3,4723_3
Quelle religion est affiliée à Xuanzang?,bouddhisme,religion,Xuanzang,bouddhisme,4724,0,4724_0
Quelle religion est affiliée à Osman Ier?,islam,religion,Osman Ier,islam,4725,0,4725_0
Quelle religion est affiliée à Matthieu?,christianisme,religion,Matthieu,christianisme,4726,0,4726_0
Quelle est la croyance religieuse de Mehmed II?,islam,religion,Mehmed II,islam,4727,1,4727_1
Quelle religion est affiliée à Hannah Arendt?,judaïsme,religion,Hannah Arendt,judaïsme,4728,0,4728_0
Dans quelle religion John Travolta est-il impliqué?,Scientologie,religion,John Travolta,Scientologie,4729,4,4729_4
Quelle religion est affiliée à Romulus Augustule?,christianisme,religion,Romulus Augustule,christianisme,4730,0,4730_0
Quelle est la croyance religieuse de Joseph Priestley?,christianisme,religion,Joseph Priestley,christianisme,4731,1,4731_1
Quelle est la croyance religieuse de Gjergj Kastriot Skanderbeg?,islam,religion,Gjergj Kastriot Skanderbeg,islam,4732,1,4732_1
Quelle foi Hafez suit-elle?,islam,religion,Hafez,islam,4733,2,4733_2
Quelle foi Jean-Jacques Rousseau suit-elle?,christianisme,religion,Jean-Jacques Rousseau,christianisme,4734,2,4734_2
Quelle religion pratique Alfred le Grand?,christianisme,religion,Alfred le Grand,christianisme,4735,3,4735_3
Quelle religion pratique Zheng He?,islam,religion,Zheng He,islam,4736,3,4736_3
Quelle religion est affiliée à Aïd el-Fitr?,islam,religion,Aïd el-Fitr,islam,4737,0,4737_0
Dans quelle religion Jawaharlal Nehru est-il impliqué?,hindouisme,religion,Jawaharlal Nehru,hindouisme,4738,4,4738_4
Quelle foi Shâh Jahân suit-elle?,islam,religion,Shâh Jahân,islam,4739,2,4739_2
Quelle religion pratique Almoravides?,islam,religion,Almoravides,islam,4740,3,4740_3
Quelle est la croyance religieuse de République populaire mongole?,bouddhisme,religion,République populaire mongole,bouddhisme,4741,1,4741_1
Quelle foi Sven à la Barbe Fourchue suit-elle?,christianisme,religion,Sven à la Barbe Fourchue,christianisme,4742,2,4742_2
Quelle est la croyance religieuse de Sarvepalli Radhakrishnan?,hindouisme,religion,Sarvepalli Radhakrishnan,hindouisme,4743,1,4743_1
Dans quelle religion Taj Mahal est-il impliqué?,islam,religion,Taj Mahal,islam,4744,4,4744_4
Quelle est la croyance religieuse de Mohamed Morsi?,islam,religion,Mohamed Morsi,islam,4745,1,4745_1
Quelle est la croyance religieuse de Ahmet Ier?,islam,religion,Ahmet Ier,islam,4746,1,4746_1
Quelle religion pratique Franz Kafka?,judaïsme,religion,Franz Kafka,judaïsme,4747,3,4747_3
Quelle foi Khalifa ben Zayed al-Nahyane suit-elle?,islam,religion,Khalifa ben Zayed al-Nahyane,islam,4748,2,4748_2
Quelle est la croyance religieuse de Édouard Ier?,christianisme,religion,Édouard Ier,christianisme,4749,1,4749_1
Quelle est la croyance religieuse de Marilyn Monroe?,judaïsme,religion,Marilyn Monroe,judaïsme,4750,1,4750_1
Quelle est la croyance religieuse de Bâbur?,islam,religion,Bâbur,islam,4751,1,4751_1
Quelle religion est affiliée à Selim Ier?,islam,religion,Selim Ier,islam,4752,0,4752_0
Dans quelle religion Fahd ben Abdelaziz Al Saoud est-il impliqué?,islam,religion,Fahd ben Abdelaziz Al Saoud,islam,4753,4,4753_4
Quelle religion pratique Pervez Musharraf?,islam,religion,Pervez Musharraf,islam,4754,3,4754_3
Quelle est la croyance religieuse de Anouar el-Sadate?,islam,religion,Anouar el-Sadate,islam,4755,1,4755_1
Dans quelle religion Léon IX est-il impliqué?,christianisme,religion,Léon IX,christianisme,4756,4,4756_4
Dans quelle ville est situé le siège de Paris Saint-Germain F.C.?,Paris,headquarters_location,Paris Saint-Germain F.C.,Paris,6101,1,6101_1
Où se trouve le siège de université de Florence?,Florence,headquarters_location,université de Florence,Florence,6102,0,6102_0
Quel endroit héberge le siège de Parti nazi?,Munich,headquarters_location,Parti nazi,Munich,6103,4,6103_4
Où se trouve le siège de Union pour la Méditerranée?,Barcelone,headquarters_location,Union pour la Méditerranée,Barcelone,6104,0,6104_0
Quel endroit héberge le siège de Interpol?,Lyon,headquarters_location,Interpol,Lyon,6105,4,6105_4
Quelle est la localisation du siège de Parti démocrate progressiste?,Taipei,headquarters_location,Parti démocrate progressiste,Taipei,6106,2,6106_2
Quelle est la localisation du siège de EMI?,Londres,headquarters_location,EMI,Londres,6107,2,6107_2
Où se trouve le siège de AS Nancy-Lorraine?,Nancy,headquarters_location,AS Nancy-Lorraine,Nancy,6108,0,6108_0
Quelle est la localisation du siège de SoundCloud?,Berlin,headquarters_location,SoundCloud,Berlin,6109,2,6109_2
Dans quelle ville est situé le siège de Cadillac?,Détroit,headquarters_location,Cadillac,Détroit,6110,1,6110_1
Dans quelle ville est situé le siège de Polydor?,Londres,headquarters_location,Polydor,Londres,6111,1,6111_1
Où peut-on trouver le siège de Nintendo?,Kyoto,headquarters_location,Nintendo,Kyoto,6112,3,6112_3
Quel endroit héberge le siège de université de Cambridge?,Cambridge,headquarters_location,université de Cambridge,Cambridge,6113,4,6113_4
Quel endroit héberge le siège de Germanwings?,Cologne,headquarters_location,Germanwings,Cologne,6114,4,6114_4
Quel endroit héberge le siège de université de Washington?,Seattle,headquarters_location,université de Washington,Seattle,6115,4,6115_4
Où se trouve le siège de Ericsson?,Stockholm,headquarters_location,Ericsson,Stockholm,6116,0,6116_0
Dans quelle ville est situé le siège de Brentford FC?,Londres,headquarters_location,Brentford FC,Londres,6117,1,6117_1
Dans quelle ville est situé le siège de Parti démocratique populaire d'Afghanistan?,Kaboul,headquarters_location,Parti démocratique populaire d'Afghanistan,Kaboul,6118,1,6118_1
Quelle est la localisation du siège de Groupe Samsung?,Séoul,headquarters_location,Groupe Samsung,Séoul,6119,2,6119_2
Quelle est la localisation du siège de Beijing Guoan?,Pékin,headquarters_location,Beijing Guoan,Pékin,6120,2,6120_2
Quelle est la localisation du siège de Internationale communiste?,Moscou,headquarters_location,Internationale communiste,Moscou,6121,2,6121_2
Quelle est la localisation du siège de Livre Guinness des records?,Londres,headquarters_location,Livre Guinness des records,Londres,6122,2,6122_2
Dans quelle ville est situé le siège de Fédération internationale des échecs?,Athènes,headquarters_location,Fédération internationale des échecs,Athènes,6123,1,6123_1
Où peut-on trouver le siège de Rolex?,Genève,headquarters_location,Rolex,Genève,6124,3,6124_3
Où peut-on trouver le siège de Église apostolique assyrienne de l'Orient?,Chicago,headquarters_location,Église apostolique assyrienne de l'Orient,Chicago,6125,3,6125_3
Quelle est la localisation du siège de université de Paris?,Paris,headquarters_location,université de Paris,Paris,6126,2,6126_2
Où peut-on trouver le siège de Fédération internationale de tennis?,Londres,headquarters_location,Fédération internationale de tennis,Londres,6127,3,6127_3
Dans quelle ville est situé le siège de Deutsche Welle?,Bonn,headquarters_location,Deutsche Welle,Bonn,6128,1,6128_1
Où se trouve le siège de Sheffield Wednesday FC?,Sheffield,headquarters_location,Sheffield Wednesday FC,Sheffield,6129,0,6129_0
Quelle est la localisation du siège de Organisation mondiale du commerce?,Genève,headquarters_location,Organisation mondiale du commerce,Genève,6130,2,6130_2
Où se trouve le siège de RB Leipzig?,Leipzig,headquarters_location,RB Leipzig,Leipzig,6131,0,6131_0
Où se trouve le siège de Fédération des États-Unis de soccer?,Chicago,headquarters_location,Fédération des États-Unis de soccer,Chicago,6132,0,6132_0
Quelle est la localisation du siège de BP?,Londres,headquarters_location,BP,Londres,6133,2,6133_2
Où peut-on trouver le siège de Lenovo?,Pékin,headquarters_location,Lenovo,Pékin,6134,3,6134_3
Quelle est la localisation du siège de Toyota?,Toyota,headquarters_location,Toyota,Toyota,6135,2,6135_2
Dans quelle ville est situé le siège de Académie des sciences?,Paris,headquarters_location,Académie des sciences,Paris,6136,1,6136_1
Où peut-on trouver le siège de Fédération allemande de football?,Francfort-sur-le-Main,headquarters_location,Fédération allemande de football,Francfort-sur-le-Main,6137,3,6137_3
Dans quelle ville est situé le siège de Institut Karolinska?,Stockholm,headquarters_location,Institut Karolinska,Stockholm,6138,1,6138_1
Quel endroit héberge le siège de Corps des Gardiens de la révolution islamique?,Téhéran,headquarters_location,Corps des Gardiens de la révolution islamique,Téhéran,6139,4,6139_4
Quel endroit héberge le siège de Institut d'études politiques de Paris?,Paris,headquarters_location,Institut d'études politiques de Paris,Paris,6140,4,6140_4
Quelle est la localisation du siège de Dynamo Kiev?,Kiev,headquarters_location,Dynamo Kiev,Kiev,6141,2,6141_2
Où peut-on trouver le siège de FK Sarajevo?,Sarajevo,headquarters_location,FK Sarajevo,Sarajevo,6142,3,6142_3
Où peut-on trouver le siège de Agence spatiale européenne?,Paris,headquarters_location,Agence spatiale européenne,Paris,6143,3,6143_3
Quelle est la localisation du siège de université Brown?,Providence,headquarters_location,université Brown,Providence,6144,2,6144_2
Dans quelle ville est situé le siège de Université de Genève?,Genève,headquarters_location,Université de Genève,Genève,6145,1,6145_1
Où se trouve le siège de ordre des Prêcheurs?,Rome,headquarters_location,ordre des Prêcheurs,Rome,6146,0,6146_0
Dans quelle ville est situé le siège de WWE?,Stamford,headquarters_location,WWE,Stamford,6147,1,6147_1
Où peut-on trouver le siège de Université McGill?,Montréal,headquarters_location,Université McGill,Montréal,6148,3,6148_3
Quelle est la localisation du siège de Communauté caribéenne?,Georgetown,headquarters_location,Communauté caribéenne,Georgetown,6149,2,6149_2
Quel endroit héberge le siège de Lexus?,Nagoya,headquarters_location,Lexus,Nagoya,6150,4,6150_4
Où peut-on trouver le siège de Sheffield United FC?,Sheffield,headquarters_location,Sheffield United FC,Sheffield,6151,3,6151_3
Quelle entreprise est responsable du développement de macOS?,Apple,developer,macOS,Apple,3674,2,3674_2
Quelle organisation est créditée du développement de iOS?,Apple,developer,iOS,Apple,3675,4,3675_4
Quelle entreprise est le développeur d’Safari?,Apple,developer,Safari,Apple,3676,0,3676_0
Quelle entreprise est le développeur d’PostScript?,Adobe,developer,PostScript,Adobe,3677,0,3677_0
Quelle entreprise est responsable du développement de Windows Vista?,Microsoft,developer,Windows Vista,Microsoft,3678,2,3678_2
Quelle organisation est créditée du développement de Internet Explorer?,Microsoft,developer,Internet Explorer,Microsoft,3679,4,3679_4
Par qui Boeing B-17 Flying Fortress a-t-il été développé?,Boeing,developer,Boeing B-17 Flying Fortress,Boeing,3680,3,3680_3
Quelle entreprise est le développeur d’DirectX?,Microsoft,developer,DirectX,Microsoft,3681,0,3681_0
Quelle entreprise est le développeur d’Microsoft Windows?,Microsoft,developer,Microsoft Windows,Microsoft,3682,0,3682_0
Quelle entreprise est responsable du développement de Xbox 360?,Microsoft,developer,Xbox 360,Microsoft,3683,2,3683_2
Quelle entreprise est le développeur d’Xbox One?,Microsoft,developer,Xbox One,Microsoft,3684,0,3684_0
Quelle entreprise est responsable du développement de MS-DOS?,Microsoft,developer,MS-DOS,Microsoft,3685,2,3685_2
Quelle entreprise est le développeur d’Fortran?,IBM,developer,Fortran,IBM,3686,0,3686_0
Qui a développé Windows 1.0?,Microsoft,developer,Windows 1.0,Microsoft,3687,1,3687_1
Quelle entreprise est responsable du développement de Nintendo 3DS?,Nintendo,developer,Nintendo 3DS,Nintendo,3688,2,3688_2
Quelle entreprise est responsable du développement de Intel 80386?,Intel,developer,Intel 80386,Intel,3689,2,3689_2
Quelle entreprise est responsable du développement de Windows 10?,Microsoft,developer,Windows 10,Microsoft,3690,2,3690_2
Qui a développé Microsoft Excel?,Microsoft,developer,Microsoft Excel,Microsoft,3691,1,3691_1
Quelle organisation est créditée du développement de Microsoft Office?,Microsoft,developer,Microsoft Office,Microsoft,3692,4,3692_4
Par qui Microsoft Word a-t-il été développé?,Microsoft,developer,Microsoft Word,Microsoft,3693,3,3693_3
Par qui Mac OS a-t-il été développé?,Apple,developer,Mac OS,Apple,3694,3,3694_3
Quelle entreprise est responsable du développement de Windows 95?,Microsoft,developer,Windows 95,Microsoft,3695,2,3695_2
Quelle organisation est créditée du développement de Microsoft Visual Studio?,Microsoft,developer,Microsoft Visual Studio,Microsoft,3696,4,3696_4
Quelle entreprise est responsable du développement de Windows 98?,Microsoft,developer,Windows 98,Microsoft,3697,2,3697_2
Par qui Adobe Acrobat a-t-il été développé?,Adobe,developer,Adobe Acrobat,Adobe,3698,3,3698_3
Quelle organisation est créditée du développement de Portable Document Format?,Adobe,developer,Portable Document Format,Adobe,3699,4,3699_4
Par qui Intel Core 2 a-t-il été développé?,Intel,developer,Intel Core 2,Intel,3700,3,3700_3
Par qui Adobe Flash a-t-il été développé?,Adobe,developer,Adobe Flash,Adobe,3701,3,3701_3
Par qui Symbian OS a-t-il été développé?,Nokia,developer,Symbian OS,Nokia,3702,3,3702_3
Qui a développé Windows Phone?,Microsoft,developer,Windows Phone,Microsoft,3703,1,3703_1
Quelle entreprise est responsable du développement de Pentium?,Intel,developer,Pentium,Intel,3704,2,3704_2
Par qui Adobe Photoshop a-t-il été développé?,Adobe,developer,Adobe Photoshop,Adobe,3705,3,3705_3
Quelle entreprise est le développeur d’QuickTime?,Apple,developer,QuickTime,Apple,3706,0,3706_0
Par qui Wii U a-t-il été développé?,Nintendo,developer,Wii U,Nintendo,3707,3,3707_3
Qui a développé Windows XP?,Microsoft,developer,Windows XP,Microsoft,3708,1,3708_1
