question,answer,relation,subject,object,q_index,prompt_id,q_id
史提夫·汪达 演奏哪种乐器？,口琴,instrument,史提夫·汪达,口琴,4798,1,4798_1
杰瑞德·莱托 演奏什么乐器？,小提琴,instrument,杰瑞德·莱托,小提琴,4799,0,4799_0
约翰内斯·勃拉姆斯 以演奏哪种乐器而闻名？,钢琴,instrument,约翰内斯·勃拉姆斯,钢琴,4800,3,4800_3
雷·查尔斯 演奏什么乐器？,钢琴,instrument,雷·查尔斯,钢琴,4801,0,4801_0
布赖恩·梅 擅长使用哪种乐器？,吉他,instrument,布赖恩·梅,吉他,4802,4,4802_4
释迦牟尼 参与的宗教是什么？,佛教,religion,释迦牟尼,佛教,4632,4,4632_4
奥古斯丁 的宗教信仰是什么？,基督教,religion,奥古斯丁,基督教,4633,1,4633_1
阿尔巴尼亚人 的宗教信仰是什么？,穆斯林,religion,阿尔巴尼亚人,穆斯林,4634,1,4634_1
比德 信仰的是哪种宗教？,基督教,religion,比德,基督教,4635,0,4635_0
君士坦丁大帝 参与的宗教是什么？,基督教,religion,君士坦丁大帝,基督教,4636,4,4636_4
雅各 参与的宗教是什么？,犹太教,religion,雅各,犹太教,4637,4,4637_4
主教 参与的宗教是什么？,基督教,religion,主教,基督教,4638,4,4638_4
何诺三世 信奉的是哪个信仰？,基督教,religion,何诺三世,基督教,4639,2,4639_2
额我略九世 信奉的是哪个信仰？,基督教,religion,额我略九世,基督教,4640,2,4640_2
阿富汗 参与的宗教是什么？,伊斯兰教,religion,阿富汗,伊斯兰教,4641,4,4641_4
耶稣 的宗教信仰是什么？,犹太教,religion,耶稣,犹太教,4642,1,4642_1
阿拉伯人 参与的宗教是什么？,伊斯兰教,religion,阿拉伯人,伊斯兰教,4643,4,4643_4
伊本·白图泰 的宗教信仰是什么？,伊斯兰教,religion,伊本·白图泰,伊斯兰教,4644,1,4644_1
穆罕默德 参与的宗教是什么？,伊斯兰教,religion,穆罕默德,伊斯兰教,4645,4,4645_4
穆斯林 信仰的是哪种宗教？,伊斯兰教,religion,穆斯林,伊斯兰教,4646,0,4646_0
迈蒙尼德 信仰的是哪种宗教？,犹太教,religion,迈蒙尼德,犹太教,4647,0,4647_0
麦尔坎·X 实践的是哪种宗教？,伊斯兰教,religion,麦尔坎·X,伊斯兰教,4648,3,4648_3
乌兹别克族 信仰的是哪种宗教？,伊斯兰教,religion,乌兹别克族,伊斯兰教,4649,0,4649_0
犹太会堂 的宗教信仰是什么？,犹太教,religion,犹太会堂,犹太教,4650,1,4650_1
穆罕默德四世 信仰的是哪种宗教？,伊斯兰教,religion,穆罕默德四世,伊斯兰教,4651,0,4651_0
亚伯拉罕 信仰的是哪种宗教？,犹太教,religion,亚伯拉罕,犹太教,4652,0,4652_0
伊本·鲁世德 实践的是哪种宗教？,伊斯兰教,religion,伊本·鲁世德,伊斯兰教,4653,3,4653_3
伊本·赫勒敦 信仰的是哪种宗教？,伊斯兰教,religion,伊本·赫勒敦,伊斯兰教,4654,0,4654_0
大卫 实践的是哪种宗教？,犹太教,religion,大卫,犹太教,4655,3,4655_3
苏莱曼一世 的宗教信仰是什么？,伊斯兰教,religion,苏莱曼一世,伊斯兰教,4656,1,4656_1
阿拉伯人 信仰的是哪种宗教？,基督教,religion,阿拉伯人,基督教,4657,0,4657_0
鲁米 信仰的是哪种宗教？,伊斯兰教,religion,鲁米,伊斯兰教,4658,0,4658_0
安萨里 信奉的是哪个信仰？,伊斯兰教,religion,安萨里,伊斯兰教,4659,2,4659_2
倭马亚王朝 信奉的是哪个信仰？,伊斯兰教,religion,倭马亚王朝,伊斯兰教,4660,2,4660_2
伊什特万一世 信奉的是哪个信仰？,基督教,religion,伊什特万一世,基督教,4661,2,4661_2
查理大帝 的宗教信仰是什么？,基督教,religion,查理大帝,基督教,4662,1,4662_1
基督复临安息日会 信仰的是哪种宗教？,基督教,religion,基督复临安息日会,基督教,4663,0,4663_0
弗拉基米尔一世·斯维亚托斯拉维奇 的宗教信仰是什么？,基督教,religion,弗拉基米尔一世·斯维亚托斯拉维奇,基督教,4664,1,4664_1
圣墓教堂 信奉的是哪个信仰？,基督教,religion,圣墓教堂,基督教,4665,2,4665_2
穆阿威叶一世 的宗教信仰是什么？,伊斯兰教,religion,穆阿威叶一世,伊斯兰教,4666,1,4666_1
克洛维一世 信仰的是哪种宗教？,基督教,religion,克洛维一世,基督教,4667,0,4667_0
唐朝 信仰的是哪种宗教？,佛教,religion,唐朝,佛教,4668,0,4668_0
欧麦尔·本·赫塔卜 信奉的是哪个信仰？,伊斯兰教,religion,欧麦尔·本·赫塔卜,伊斯兰教,4669,2,4669_2
穆罕默德·伊克巴勒 信奉的是哪个信仰？,伊斯兰教,religion,穆罕默德·伊克巴勒,伊斯兰教,4670,2,4670_2
哈吉·奥马尔·邦戈 的宗教信仰是什么？,伊斯兰教,religion,哈吉·奥马尔·邦戈,伊斯兰教,4671,1,4671_1
尼各老五世 信奉的是哪个信仰？,基督教,religion,尼各老五世,基督教,4672,2,4672_2
鲁霍拉·穆萨维·霍梅尼 信仰的是哪种宗教？,伊斯兰教,religion,鲁霍拉·穆萨维·霍梅尼,伊斯兰教,4673,0,4673_0
博义八世 信仰的是哪种宗教？,基督教,religion,博义八世,基督教,4674,0,4674_0
阿伊莎 实践的是哪种宗教？,伊斯兰教,religion,阿伊莎,伊斯兰教,4675,3,4675_3
龙树菩萨 参与的宗教是什么？,佛教,religion,龙树菩萨,佛教,4676,4,4676_4
侯赛因·本·阿里·本·阿比·塔利卜 信奉的是哪个信仰？,伊斯兰教,religion,侯赛因·本·阿里·本·阿比·塔利卜,伊斯兰教,4677,2,4677_2
梵 信仰的是哪种宗教？,印度教,religion,梵,印度教,4678,0,4678_0
萨拉丁 信奉的是哪个信仰？,伊斯兰教,religion,萨拉丁,伊斯兰教,4679,2,4679_2
天主教会 信奉的是哪个信仰？,天主教,religion,天主教会,天主教,4680,2,4680_2
西奥多·赫茨尔 信仰的是哪种宗教？,犹太教,religion,西奥多·赫茨尔,犹太教,4681,0,4681_0
高棉帝国 的宗教信仰是什么？,印度教,religion,高棉帝国,印度教,4682,1,4682_1
阿卜杜勒－阿齐兹·本·阿卜杜勒－拉赫曼·本·费萨尔·阿勒沙特 信仰的是哪种宗教？,伊斯兰教,religion,阿卜杜勒－阿齐兹·本·阿卜杜勒－拉赫曼·本·费萨尔·阿勒沙特,伊斯兰教,4683,0,4683_0
穆罕默德·胡斯尼·穆巴拉克 的宗教信仰是什么？,伊斯兰教,religion,穆罕默德·胡斯尼·穆巴拉克,伊斯兰教,4684,1,4684_1
教宗西尔维斯特一世 的宗教信仰是什么？,基督教,religion,教宗西尔维斯特一世,基督教,4685,1,4685_1
迈克尔·布隆伯格 参与的宗教是什么？,犹太教,religion,迈克尔·布隆伯格,犹太教,4686,4,4686_4
阿里·本·阿比·塔利卜 信仰的是哪种宗教？,伊斯兰教,religion,阿里·本·阿比·塔利卜,伊斯兰教,4687,0,4687_0
杜克·乌马罗夫 信仰的是哪种宗教？,伊斯兰教,religion,杜克·乌马罗夫,伊斯兰教,4688,0,4688_0
穆罕默德·阿里帕夏 信仰的是哪种宗教？,伊斯兰教,religion,穆罕默德·阿里帕夏,伊斯兰教,4689,0,4689_0
理查一世 信仰的是哪种宗教？,基督教,religion,理查一世,基督教,4690,0,4690_0
奥斯曼·本·阿凡 信奉的是哪个信仰？,伊斯兰教,religion,奥斯曼·本·阿凡,伊斯兰教,4691,2,4691_2
阿里·哈梅内伊 实践的是哪种宗教？,伊斯兰教,religion,阿里·哈梅内伊,伊斯兰教,4692,3,4692_3
汤姆·克鲁斯 信仰的是哪种宗教？,山达基,religion,汤姆·克鲁斯,山达基,4693,0,4693_0
圣雄甘地 参与的宗教是什么？,印度教,religion,圣雄甘地,印度教,4694,4,4694_4
哈米德·卡尔扎伊 信奉的是哪个信仰？,伊斯兰教,religion,哈米德·卡尔扎伊,伊斯兰教,4695,2,4695_2
艾伯特·史怀哲 信奉的是哪个信仰？,基督教,religion,艾伯特·史怀哲,基督教,4696,2,4696_2
苏卡诺 参与的宗教是什么？,伊斯兰教,religion,苏卡诺,伊斯兰教,4697,4,4697_4
苏哈托 的宗教信仰是什么？,伊斯兰教,religion,苏哈托,伊斯兰教,4698,1,4698_1
艾斯·库伯 信仰的是哪种宗教？,伊斯兰教,religion,艾斯·库伯,伊斯兰教,4699,0,4699_0
豺狼卡洛斯 参与的宗教是什么？,伊斯兰教,religion,豺狼卡洛斯,伊斯兰教,4700,4,4700_4
阿布·阿拔斯·阿卜杜拉·马蒙·本·哈伦 信仰的是哪种宗教？,伊斯兰教,religion,阿布·阿拔斯·阿卜杜拉·马蒙·本·哈伦,伊斯兰教,4701,0,4701_0
法蒂玛 参与的宗教是什么？,伊斯兰教,religion,法蒂玛,伊斯兰教,4702,4,4702_4
穆罕默德·阿里·真纳 的宗教信仰是什么？,伊斯兰教,religion,穆罕默德·阿里·真纳,伊斯兰教,4703,1,4703_1
越南共和国 的宗教信仰是什么？,佛教,religion,越南共和国,佛教,4704,1,4704_1
阿卜杜勒-哈米德二世 信奉的是哪个信仰？,伊斯兰教,religion,阿卜杜勒-哈米德二世,伊斯兰教,4705,2,4705_2
阿列维派 参与的宗教是什么？,伊斯兰教,religion,阿列维派,伊斯兰教,4706,4,4706_4
翁山苏姬 信奉的是哪个信仰？,佛教,religion,翁山苏姬,佛教,4707,2,4707_2
哈伦·拉希德 信奉的是哪个信仰？,伊斯兰教,religion,哈伦·拉希德,伊斯兰教,4708,2,4708_2
以赛亚 的宗教信仰是什么？,犹太教,religion,以赛亚,犹太教,4709,1,4709_1
阿布·伯克尔 信仰的是哪种宗教？,伊斯兰教,religion,阿布·伯克尔,伊斯兰教,4710,0,4710_0
笈多王朝 信奉的是哪个信仰？,印度教,religion,笈多王朝,印度教,4711,2,4711_2
阿克巴 的宗教信仰是什么？,伊斯兰教,religion,阿克巴,伊斯兰教,4712,1,4712_1
伊玛目 实践的是哪种宗教？,伊斯兰教,religion,伊玛目,伊斯兰教,4713,3,4713_3
路易十四 信仰的是哪种宗教？,天主教,religion,路易十四,天主教,4714,0,4714_0
五旬节 的宗教信仰是什么？,基督教,religion,五旬节,基督教,4715,1,4715_1
主祷文 的宗教信仰是什么？,基督教,religion,主祷文,基督教,4716,1,4716_1
斯坎德培 实践的是哪种宗教？,基督教,religion,斯坎德培,基督教,4717,3,4717_3
江户幕府 信仰的是哪种宗教？,佛教,religion,江户幕府,佛教,4718,0,4718_0
亨利三世 参与的宗教是什么？,天主教,religion,亨利三世,天主教,4719,4,4719_4
穆罕默德·奥马尔 实践的是哪种宗教？,伊斯兰教,religion,穆罕默德·奥马尔,伊斯兰教,4720,3,4720_3
查理五世 参与的宗教是什么？,基督教,religion,查理五世,基督教,4721,4,4721_4
孔雀王朝 参与的宗教是什么？,印度教,religion,孔雀王朝,印度教,4722,4,4722_4
拉玛克里斯纳 实践的是哪种宗教？,印度教,religion,拉玛克里斯纳,印度教,4723,3,4723_3
玄奘 信仰的是哪种宗教？,佛教,religion,玄奘,佛教,4724,0,4724_0
奥斯曼一世 信仰的是哪种宗教？,伊斯兰教,religion,奥斯曼一世,伊斯兰教,4725,0,4725_0
马太 信仰的是哪种宗教？,基督教,religion,马太,基督教,4726,0,4726_0
穆罕默德二世 的宗教信仰是什么？,伊斯兰教,religion,穆罕默德二世,伊斯兰教,4727,1,4727_1
汉娜·阿伦特 信仰的是哪种宗教？,犹太教,religion,汉娜·阿伦特,犹太教,4728,0,4728_0
约翰·特拉沃尔塔 参与的宗教是什么？,山达基,religion,约翰·特拉沃尔塔,山达基,4729,4,4729_4
罗慕路斯·奥古斯都 信仰的是哪种宗教？,基督教,religion,罗慕路斯·奥古斯都,基督教,4730,0,4730_0
约瑟夫·普利斯特里 的宗教信仰是什么？,基督教,religion,约瑟夫·普利斯特里,基督教,4731,1,4731_1
斯坎德培 的宗教信仰是什么？,伊斯兰教,religion,斯坎德培,伊斯兰教,4732,1,4732_1
哈菲兹 信奉的是哪个信仰？,伊斯兰教,religion,哈菲兹,伊斯兰教,4733,2,4733_2
让-雅克·卢梭 信奉的是哪个信仰？,基督教,religion,让-雅克·卢梭,基督教,4734,2,4734_2
阿佛列大帝 实践的是哪种宗教？,基督教,religion,阿佛列大帝,基督教,4735,3,4735_3
郑和 实践的是哪种宗教？,伊斯兰教,religion,郑和,伊斯兰教,4736,3,4736_3
开斋节 信仰的是哪种宗教？,伊斯兰教,religion,开斋节,伊斯兰教,4737,0,4737_0
贾瓦哈拉尔·尼赫鲁 参与的宗教是什么？,印度教,religion,贾瓦哈拉尔·尼赫鲁,印度教,4738,4,4738_4
沙贾汗 信奉的是哪个信仰？,伊斯兰教,religion,沙贾汗,伊斯兰教,4739,2,4739_2
穆拉比特王朝 实践的是哪种宗教？,伊斯兰教,religion,穆拉比特王朝,伊斯兰教,4740,3,4740_3
蒙古人民共和国 的宗教信仰是什么？,佛教,religion,蒙古人民共和国,佛教,4741,1,4741_1
斯温 信奉的是哪个信仰？,基督教,religion,斯温,基督教,4742,2,4742_2
萨瓦帕利·拉达克里希南 的宗教信仰是什么？,印度教,religion,萨瓦帕利·拉达克里希南,印度教,4743,1,4743_1
泰姬陵 参与的宗教是什么？,伊斯兰教,religion,泰姬陵,伊斯兰教,4744,4,4744_4
穆罕默德·穆尔西 的宗教信仰是什么？,伊斯兰教,religion,穆罕默德·穆尔西,伊斯兰教,4745,1,4745_1
艾哈迈德一世 的宗教信仰是什么？,伊斯兰教,religion,艾哈迈德一世,伊斯兰教,4746,1,4746_1
弗朗茨·卡夫卡 实践的是哪种宗教？,犹太教,religion,弗朗茨·卡夫卡,犹太教,4747,3,4747_3
哈利法·本·扎耶德·阿勒纳哈扬 信奉的是哪个信仰？,伊斯兰教,religion,哈利法·本·扎耶德·阿勒纳哈扬,伊斯兰教,4748,2,4748_2
爱德华一世 的宗教信仰是什么？,基督教,religion,爱德华一世,基督教,4749,1,4749_1
玛丽莲·梦露 的宗教信仰是什么？,犹太教,religion,玛丽莲·梦露,犹太教,4750,1,4750_1
巴布尔 的宗教信仰是什么？,伊斯兰教,religion,巴布尔,伊斯兰教,4751,1,4751_1
塞利姆一世 信仰的是哪种宗教？,伊斯兰教,religion,塞利姆一世,伊斯兰教,4752,0,4752_0
法赫德·本·阿卜杜勒－阿齐兹·阿勒沙特 参与的宗教是什么？,伊斯兰教,religion,法赫德·本·阿卜杜勒－阿齐兹·阿勒沙特,伊斯兰教,4753,4,4753_4
佩尔韦兹·穆沙拉夫 实践的是哪种宗教？,伊斯兰教,religion,佩尔韦兹·穆沙拉夫,伊斯兰教,4754,3,4754_3
穆罕默德·安瓦尔·萨达特 的宗教信仰是什么？,伊斯兰教,religion,穆罕默德·安瓦尔·萨达特,伊斯兰教,4755,1,4755_1
良九世 参与的宗教是什么？,基督教,religion,良九世,基督教,4756,4,4756_4
巴黎圣日耳曼足球俱乐部 的总部位于哪个城市？,巴黎,headquarters_location,巴黎圣日耳曼足球俱乐部,巴黎,6101,1,6101_1
佛罗伦萨大学 的总部在哪里？,佛罗伦萨,headquarters_location,佛罗伦萨大学,佛罗伦萨,6102,0,6102_0
哪个地方是 纳粹党 的总部所在地？,慕尼黑,headquarters_location,纳粹党,慕尼黑,6103,4,6103_4
地中海联盟 的总部在哪里？,巴塞罗那,headquarters_location,地中海联盟,巴塞罗那,6104,0,6104_0
哪个地方是 国际刑警组织 的总部所在地？,里昂,headquarters_location,国际刑警组织,里昂,6105,4,6105_4
民主进步党 的总部位置是哪里？,台北市,headquarters_location,民主进步党,台北市,6106,2,6106_2
EMI 的总部位置是哪里？,伦敦,headquarters_location,EMI,伦敦,6107,2,6107_2
南锡足球俱乐部 的总部在哪里？,南锡,headquarters_location,南锡足球俱乐部,南锡,6108,0,6108_0
SoundCloud 的总部位置是哪里？,柏林,headquarters_location,SoundCloud,柏林,6109,2,6109_2
凯迪拉克 的总部位于哪个城市？,底特律,headquarters_location,凯迪拉克,底特律,6110,1,6110_1
宝丽多唱片 的总部位于哪个城市？,伦敦,headquarters_location,宝丽多唱片,伦敦,6111,1,6111_1
可以在哪里找到 任天堂 的总部？,京都市,headquarters_location,任天堂,京都市,6112,3,6112_3
哪个地方是 剑桥大学 的总部所在地？,剑桥,headquarters_location,剑桥大学,剑桥,6113,4,6113_4
哪个地方是 德国之翼 的总部所在地？,科隆,headquarters_location,德国之翼,科隆,6114,4,6114_4
哪个地方是 华盛顿大学 的总部所在地？,西雅图,headquarters_location,华盛顿大学,西雅图,6115,4,6115_4
爱立信 的总部在哪里？,斯德哥尔摩,headquarters_location,爱立信,斯德哥尔摩,6116,0,6116_0
布伦特福德足球俱乐部 的总部位于哪个城市？,伦敦,headquarters_location,布伦特福德足球俱乐部,伦敦,6117,1,6117_1
阿富汗人民民主党 的总部位于哪个城市？,喀布尔,headquarters_location,阿富汗人民民主党,喀布尔,6118,1,6118_1
三星集团 的总部位置是哪里？,首尔,headquarters_location,三星集团,首尔,6119,2,6119_2
北京国安足球俱乐部 的总部位置是哪里？,北京市,headquarters_location,北京国安足球俱乐部,北京市,6120,2,6120_2
第三国际 的总部位置是哪里？,莫斯科,headquarters_location,第三国际,莫斯科,6121,2,6121_2
吉尼斯世界纪录大全 的总部位置是哪里？,伦敦,headquarters_location,吉尼斯世界纪录大全,伦敦,6122,2,6122_2
世界国际象棋联合会 的总部位于哪个城市？,雅典,headquarters_location,世界国际象棋联合会,雅典,6123,1,6123_1
可以在哪里找到 劳力士 的总部？,日内瓦,headquarters_location,劳力士,日内瓦,6124,3,6124_3
可以在哪里找到 东方亚述教会 的总部？,芝加哥,headquarters_location,东方亚述教会,芝加哥,6125,3,6125_3
巴黎大学 的总部位置是哪里？,巴黎,headquarters_location,巴黎大学,巴黎,6126,2,6126_2
可以在哪里找到 国际网球总会 的总部？,伦敦,headquarters_location,国际网球总会,伦敦,6127,3,6127_3
德国之声 的总部位于哪个城市？,波恩,headquarters_location,德国之声,波恩,6128,1,6128_1
谢周三足球俱乐部 的总部在哪里？,谢菲尔德,headquarters_location,谢周三足球俱乐部,谢菲尔德,6129,0,6129_0
世界贸易组织 的总部位置是哪里？,日内瓦,headquarters_location,世界贸易组织,日内瓦,6130,2,6130_2
莱比锡RB 的总部在哪里？,莱比锡,headquarters_location,莱比锡RB,莱比锡,6131,0,6131_0
美国足球协会 的总部在哪里？,芝加哥,headquarters_location,美国足球协会,芝加哥,6132,0,6132_0
BP 的总部位置是哪里？,伦敦,headquarters_location,BP,伦敦,6133,2,6133_2
可以在哪里找到 联想集团 的总部？,北京市,headquarters_location,联想集团,北京市,6134,3,6134_3
丰田汽车 的总部位置是哪里？,丰田市,headquarters_location,丰田汽车,丰田市,6135,2,6135_2
法国科学院 的总部位于哪个城市？,巴黎,headquarters_location,法国科学院,巴黎,6136,1,6136_1
可以在哪里找到 德国足球总会 的总部？,美茵河畔法兰克福,headquarters_location,德国足球总会,美茵河畔法兰克福,6137,3,6137_3
卡罗琳学院 的总部位于哪个城市？,斯德哥尔摩,headquarters_location,卡罗琳学院,斯德哥尔摩,6138,1,6138_1
哪个地方是 伊朗伊斯兰革命卫队 的总部所在地？,德黑兰,headquarters_location,伊朗伊斯兰革命卫队,德黑兰,6139,4,6139_4
哪个地方是 巴黎政治大学 的总部所在地？,巴黎,headquarters_location,巴黎政治大学,巴黎,6140,4,6140_4
基辅迪纳摩足球俱乐部 的总部位置是哪里？,基辅,headquarters_location,基辅迪纳摩足球俱乐部,基辅,6141,2,6141_2
可以在哪里找到 萨拉热窝足球俱乐部 的总部？,塞拉耶佛,headquarters_location,萨拉热窝足球俱乐部,塞拉耶佛,6142,3,6142_3
可以在哪里找到 欧洲空间局 的总部？,巴黎,headquarters_location,欧洲空间局,巴黎,6143,3,6143_3
布朗大学 的总部位置是哪里？,普罗维登斯,headquarters_location,布朗大学,普罗维登斯,6144,2,6144_2
日内瓦大学 的总部位于哪个城市？,日内瓦,headquarters_location,日内瓦大学,日内瓦,6145,1,6145_1
道明会 的总部在哪里？,罗马,headquarters_location,道明会,罗马,6146,0,6146_0
世界摔角娱乐 的总部位于哪个城市？,斯坦福,headquarters_location,世界摔角娱乐,斯坦福,6147,1,6147_1
可以在哪里找到 麦吉尔大学 的总部？,蒙特利尔,headquarters_location,麦吉尔大学,蒙特利尔,6148,3,6148_3
加勒比共同体 的总部位置是哪里？,乔治敦,headquarters_location,加勒比共同体,乔治敦,6149,2,6149_2
哪个地方是 凌志 的总部所在地？,名古屋市,headquarters_location,凌志,名古屋市,6150,4,6150_4
可以在哪里找到 谢菲尔德联足球俱乐部 的总部？,谢菲尔德,headquarters_location,谢菲尔德联足球俱乐部,谢菲尔德,6151,3,6151_3
负责开发macOS的公司是哪家？,苹果公司,developer,macOS,苹果公司,3674,2,3674_2
哪个组织因iOS的开发而受到称赞？,苹果公司,developer,iOS,苹果公司,3675,4,3675_4
Safari的开发公司是哪家？,苹果公司,developer,Safari,苹果公司,3676,0,3676_0
后记语言的开发公司是哪家？,Adobe,developer,后记语言,Adobe,3677,0,3677_0
负责开发Windows Vista的公司是哪家？,微软,developer,Windows Vista,微软,3678,2,3678_2
哪个组织因IE浏览器的开发而受到称赞？,微软,developer,IE浏览器,微软,3679,4,3679_4
B-17轰炸机是由谁开发的？,波音,developer,B-17轰炸机,波音,3680,3,3680_3
DirectX的开发公司是哪家？,微软,developer,DirectX,微软,3681,0,3681_0
Microsoft Windows的开发公司是哪家？,微软,developer,Microsoft Windows,微软,3682,0,3682_0
负责开发Xbox 360的公司是哪家？,微软,developer,Xbox 360,微软,3683,2,3683_2
Xbox One的开发公司是哪家？,微软,developer,Xbox One,微软,3684,0,3684_0
负责开发微软磁碟作业系统的公司是哪家？,微软,developer,微软磁碟作业系统,微软,3685,2,3685_2
Fortran的开发公司是哪家？,国际商业机器股份有限公司,developer,Fortran,国际商业机器股份有限公司,3686,0,3686_0
Windows 1.0是由谁开发的？,微软,developer,Windows 1.0,微软,3687,1,3687_1
负责开发任天堂3DS的公司是哪家？,任天堂,developer,任天堂3DS,任天堂,3688,2,3688_2
负责开发英特尔80386的公司是哪家？,英特尔,developer,英特尔80386,英特尔,3689,2,3689_2
负责开发视窗10的公司是哪家？,微软,developer,视窗10,微软,3690,2,3690_2
Microsoft Excel是由谁开发的？,微软,developer,Microsoft Excel,微软,3691,1,3691_1
哪个组织因Microsoft Office的开发而受到称赞？,微软,developer,Microsoft Office,微软,3692,4,3692_4
Microsoft Word是由谁开发的？,微软,developer,Microsoft Word,微软,3693,3,3693_3
麦金塔操作系统是由谁开发的？,苹果公司,developer,麦金塔操作系统,苹果公司,3694,3,3694_3
负责开发视窗95的公司是哪家？,微软,developer,视窗95,微软,3695,2,3695_2
哪个组织因微软视觉工作室的开发而受到称赞？,微软,developer,微软视觉工作室,微软,3696,4,3696_4
