question,answer,relation,subject,object,q_index,prompt_id,q_id
¿En qué instrumento musical es John Coltrane hábil?,clarinete,instrument,John Coltrane,clarinete,4788,4,4788_4
¿Qué usa George Enescu para crear música?,violín,instrument,George Enescu,violín,4789,2,4789_2
¿Por qué instrumento es conocido Paul McCartney por tocar?,piano,instrument,Paul McCartney,piano,4790,3,4790_3
¿Qué instrumento musical toca Tomaso Albinoni?,violín,instrument,Tomaso Albinoni,violín,4791,1,4791_1
¿En qué instrumento musical es Robert Schumann hábil?,piano,instrument,Robert Schumann,piano,4792,4,4792_4
¿Qué instrumento musical toca Arthur Rubinstein?,piano,instrument,Arthur Rubinstein,piano,4793,1,4793_1
¿Por qué instrumento es conocido Thelonious Monk por tocar?,piano,instrument,Thelonious Monk,piano,4794,3,4794_3
¿Qué usa Mike Shinoda para crear música?,piano,instrument,Mike Shinoda,piano,4795,2,4795_2
¿En qué instrumento musical es Eric Clapton hábil?,guitarra,instrument,Eric Clapton,guitarra,4796,4,4796_4
¿Qué instrumento musical toca Franz Liszt?,piano,instrument,Franz Liszt,piano,4797,1,4797_1
¿Qué instrumento musical toca Stevie Wonder?,armónica,instrument,Stevie Wonder,armónica,4798,1,4798_1
¿Qué instrumento toca Jared Leto?,violín,instrument,Jared Leto,violín,4799,0,4799_0
¿Por qué instrumento es conocido Johannes Brahms por tocar?,piano,instrument,Johannes Brahms,piano,4800,3,4800_3
¿Qué instrumento toca Ray Charles?,piano,instrument,Ray Charles,piano,4801,0,4801_0
¿En qué instrumento musical es Brian May hábil?,guitarra,instrument,Brian May,guitarra,4802,4,4802_4
¿En qué religión está involucrado Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,4,4632_4
¿Cuál es la creencia religiosa de Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,1,4633_1
¿Cuál es la creencia religiosa de albaneses?,musulmán,religion,albaneses,musulmán,4634,1,4634_1
¿Con qué religión está afiliado Beda?,cristianismo,religion,Beda,cristianismo,4635,0,4635_0
¿En qué religión está involucrado Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,4,4636_4
¿En qué religión está involucrado Jacob?,judaísmo,religion,Jacob,judaísmo,4637,4,4637_4
¿En qué religión está involucrado obispo?,cristianismo,religion,obispo,cristianismo,4638,4,4638_4
¿Qué fe sigue Honorio III?,cristianismo,religion,Honorio III,cristianismo,4639,2,4639_2
¿Qué fe sigue Gregorio IX?,cristianismo,religion,Gregorio IX,cristianismo,4640,2,4640_2
¿En qué religión está involucrado Afganistán?,islam,religion,Afganistán,islam,4641,4,4641_4
¿Cuál es la creencia religiosa de Jesús de Nazaret?,judaísmo,religion,Jesús de Nazaret,judaísmo,4642,1,4642_1
¿En qué religión está involucrado árabes?,islam,religion,árabes,islam,4643,4,4643_4
¿Cuál es la creencia religiosa de Ibn Battuta?,islam,religion,Ibn Battuta,islam,4644,1,4644_1
¿En qué religión está involucrado Mahoma?,islam,religion,Mahoma,islam,4645,4,4645_4
¿Con qué religión está afiliado musulmán?,islam,religion,musulmán,islam,4646,0,4646_0
¿Con qué religión está afiliado Maimónides?,judaísmo,religion,Maimónides,judaísmo,4647,0,4647_0
¿Qué religión practica Malcolm X?,islam,religion,Malcolm X,islam,4648,3,4648_3
¿Con qué religión está afiliado uzbekos?,islam,religion,uzbekos,islam,4649,0,4649_0
¿Cuál es la creencia religiosa de sinagoga?,judaísmo,religion,sinagoga,judaísmo,4650,1,4650_1
¿Con qué religión está afiliado Mehmed IV?,islam,religion,Mehmed IV,islam,4651,0,4651_0
¿Con qué religión está afiliado Abraham?,judaísmo,religion,Abraham,judaísmo,4652,0,4652_0
¿Qué religión practica Averroes?,islam,religion,Averroes,islam,4653,3,4653_3
¿Con qué religión está afiliado Ibn Jaldún?,islam,religion,Ibn Jaldún,islam,4654,0,4654_0
¿Qué religión practica David?,judaísmo,religion,David,judaísmo,4655,3,4655_3
¿Cuál es la creencia religiosa de Suleiman Kanuni?,islam,religion,Suleiman Kanuni,islam,4656,1,4656_1
¿Con qué religión está afiliado árabes?,cristianismo,religion,árabes,cristianismo,4657,0,4657_0
¿Con qué religión está afiliado Yalal ad-Din Muhammad Rumi?,islam,religion,Yalal ad-Din Muhammad Rumi,islam,4658,0,4658_0
¿Qué fe sigue Al-Ghazali?,islam,religion,Al-Ghazali,islam,4659,2,4659_2
¿Qué fe sigue califato Omeya?,islam,religion,califato Omeya,islam,4660,2,4660_2
¿Qué fe sigue Esteban I de Hungría?,cristianismo,religion,Esteban I de Hungría,cristianismo,4661,2,4661_2
¿Cuál es la creencia religiosa de Carlomagno?,cristianismo,religion,Carlomagno,cristianismo,4662,1,4662_1
¿Con qué religión está afiliado Iglesia Adventista del Séptimo Día?,cristianismo,religion,Iglesia Adventista del Séptimo Día,cristianismo,4663,0,4663_0
¿Cuál es la creencia religiosa de Vladimiro I de Kiev?,cristianismo,religion,Vladimiro I de Kiev,cristianismo,4664,1,4664_1
¿Qué fe sigue Basílica del Santo Sepulcro?,cristianismo,religion,Basílica del Santo Sepulcro,cristianismo,4665,2,4665_2
¿Cuál es la creencia religiosa de Muawiya ibn Abi Sufyan?,islam,religion,Muawiya ibn Abi Sufyan,islam,4666,1,4666_1
¿Con qué religión está afiliado Clodoveo I?,cristianismo,religion,Clodoveo I,cristianismo,4667,0,4667_0
¿Con qué religión está afiliado Dinastía Tang?,budismo,religion,Dinastía Tang,budismo,4668,0,4668_0
¿Qué fe sigue Umar ibn al-Jattab?,islam,religion,Umar ibn al-Jattab,islam,4669,2,4669_2
¿Qué fe sigue Muhammad Iqbal?,islam,religion,Muhammad Iqbal,islam,4670,2,4670_2
¿Cuál es la creencia religiosa de Omar Bongo?,islam,religion,Omar Bongo,islam,4671,1,4671_1
¿Qué fe sigue Nicolás V?,cristianismo,religion,Nicolás V,cristianismo,4672,2,4672_2
¿Con qué religión está afiliado Ruhollah Jomeini?,islam,religion,Ruhollah Jomeini,islam,4673,0,4673_0
¿Con qué religión está afiliado Bonifacio VIII?,cristianismo,religion,Bonifacio VIII,cristianismo,4674,0,4674_0
¿Qué religión practica Aisha bint Abi Bakr?,islam,religion,Aisha bint Abi Bakr,islam,4675,3,4675_3
¿En qué religión está involucrado Nāgārjuna?,budismo,religion,Nāgārjuna,budismo,4676,4,4676_4
¿Qué fe sigue Husayn ibn Ali?,islam,religion,Husayn ibn Ali,islam,4677,2,4677_2
¿Con qué religión está afiliado Brahman?,hinduismo,religion,Brahman,hinduismo,4678,0,4678_0
¿Qué fe sigue Saladino?,islam,religion,Saladino,islam,4679,2,4679_2
¿Qué fe sigue Iglesia católica?,catolicismo,religion,Iglesia católica,catolicismo,4680,2,4680_2
¿Con qué religión está afiliado Theodor Herzl?,judaísmo,religion,Theodor Herzl,judaísmo,4681,0,4681_0
¿Cuál es la creencia religiosa de Imperio jemer?,hinduismo,religion,Imperio jemer,hinduismo,4682,1,4682_1
¿Con qué religión está afiliado Abdelaziz bin Saud?,islam,religion,Abdelaziz bin Saud,islam,4683,0,4683_0
¿Cuál es la creencia religiosa de Hosni Mubarak?,islam,religion,Hosni Mubarak,islam,4684,1,4684_1
¿Cuál es la creencia religiosa de Silvestre I?,cristianismo,religion,Silvestre I,cristianismo,4685,1,4685_1
¿En qué religión está involucrado Michael Bloomberg?,judaísmo,religion,Michael Bloomberg,judaísmo,4686,4,4686_4
¿Con qué religión está afiliado Ali Ibn Abi Talib?,islam,religion,Ali Ibn Abi Talib,islam,4687,0,4687_0
¿Con qué religión está afiliado Dokú Umárov?,islam,religion,Dokú Umárov,islam,4688,0,4688_0
¿Con qué religión está afiliado Mehmet Alí?,islam,religion,Mehmet Alí,islam,4689,0,4689_0
¿Con qué religión está afiliado Ricardo I de Inglaterra?,cristianismo,religion,Ricardo I de Inglaterra,cristianismo,4690,0,4690_0
¿Qué fe sigue Uthmán ibn Affán?,islam,religion,Uthmán ibn Affán,islam,4691,2,4691_2
¿Qué religión practica Alí Jamenei?,islam,religion,Alí Jamenei,islam,4692,3,4692_3
¿Con qué religión está afiliado Tom Cruise?,cienciología,religion,Tom Cruise,cienciología,4693,0,4693_0
¿En qué religión está involucrado Mahatma Gandhi?,hinduismo,religion,Mahatma Gandhi,hinduismo,4694,4,4694_4
¿Qué fe sigue Hamid Karzai?,islam,religion,Hamid Karzai,islam,4695,2,4695_2
¿Qué fe sigue Albert Schweitzer?,cristianismo,religion,Albert Schweitzer,cristianismo,4696,2,4696_2
¿En qué religión está involucrado Achmed Sukarno?,islam,religion,Achmed Sukarno,islam,4697,4,4697_4
¿Cuál es la creencia religiosa de Suharto?,islam,religion,Suharto,islam,4698,1,4698_1
¿Con qué religión está afiliado Ice Cube?,islam,religion,Ice Cube,islam,4699,0,4699_0
¿En qué religión está involucrado Ilich Ramirez Sánchez?,islam,religion,Ilich Ramirez Sánchez,islam,4700,4,4700_4
¿Con qué religión está afiliado Mamun?,islam,religion,Mamun,islam,4701,0,4701_0
¿En qué religión está involucrado Fátima?,islam,religion,Fátima,islam,4702,4,4702_4
¿Cuál es la creencia religiosa de Muhammad Ali Jinnah?,islam,religion,Muhammad Ali Jinnah,islam,4703,1,4703_1
¿Cuál es la creencia religiosa de Vietnam del Sur?,budismo,religion,Vietnam del Sur,budismo,4704,1,4704_1
¿Qué fe sigue Abdul Hamid II?,islam,religion,Abdul Hamid II,islam,4705,2,4705_2
¿En qué religión está involucrado Alevís?,islam,religion,Alevís,islam,4706,4,4706_4
¿Qué fe sigue Aung San Suu Kyi?,budismo,religion,Aung San Suu Kyi,budismo,4707,2,4707_2
¿Qué fe sigue Harún al-Rashid?,islam,religion,Harún al-Rashid,islam,4708,2,4708_2
¿Cuál es la creencia religiosa de Isaías?,judaísmo,religion,Isaías,judaísmo,4709,1,4709_1
¿Con qué religión está afiliado Abu Bakr as-Siddiq?,islam,religion,Abu Bakr as-Siddiq,islam,4710,0,4710_0
¿Qué fe sigue Imperio Gupta?,hinduismo,religion,Imperio Gupta,hinduismo,4711,2,4711_2
¿Cuál es la creencia religiosa de Akbar?,islam,religion,Akbar,islam,4712,1,4712_1
¿Qué religión practica imán?,islam,religion,imán,islam,4713,3,4713_3
¿Con qué religión está afiliado Luis XIV?,catolicismo,religion,Luis XIV,catolicismo,4714,0,4714_0
¿Cuál es la creencia religiosa de Pentecostés?,cristianismo,religion,Pentecostés,cristianismo,4715,1,4715_1
¿Cuál es la creencia religiosa de Padre nuestro?,cristianismo,religion,Padre nuestro,cristianismo,4716,1,4716_1
¿Qué religión practica Skanderbeg?,cristianismo,religion,Skanderbeg,cristianismo,4717,3,4717_3
¿Con qué religión está afiliado Shogunato Tokugawa?,budismo,religion,Shogunato Tokugawa,budismo,4718,0,4718_0
¿En qué religión está involucrado Enrique III de Francia?,catolicismo,religion,Enrique III de Francia,catolicismo,4719,4,4719_4
¿Qué religión practica Mohammad Omar?,islam,religion,Mohammad Omar,islam,4720,3,4720_3
¿En qué religión está involucrado Carlos V de Francia?,cristianismo,religion,Carlos V de Francia,cristianismo,4721,4,4721_4
¿En qué religión está involucrado Imperio Maurya?,hinduismo,religion,Imperio Maurya,hinduismo,4722,4,4722_4
¿Qué religión practica Ramakrishna?,hinduismo,religion,Ramakrishna,hinduismo,4723,3,4723_3
¿Con qué religión está afiliado Xuanzang?,budismo,religion,Xuanzang,budismo,4724,0,4724_0
¿Con qué religión está afiliado Osmán I?,islam,religion,Osmán I,islam,4725,0,4725_0
¿Con qué religión está afiliado San Mateo?,cristianismo,religion,San Mateo,cristianismo,4726,0,4726_0
¿Cuál es la creencia religiosa de Mehmed II?,islam,religion,Mehmed II,islam,4727,1,4727_1
¿Con qué religión está afiliado Hannah Arendt?,judaísmo,religion,Hannah Arendt,judaísmo,4728,0,4728_0
¿En qué religión está involucrado John Travolta?,cienciología,religion,John Travolta,cienciología,4729,4,4729_4
¿Con qué religión está afiliado Rómulo Augústulo?,cristianismo,religion,Rómulo Augústulo,cristianismo,4730,0,4730_0
¿Cuál es la creencia religiosa de Joseph Priestley?,cristianismo,religion,Joseph Priestley,cristianismo,4731,1,4731_1
¿Cuál es la creencia religiosa de Skanderbeg?,islam,religion,Skanderbeg,islam,4732,1,4732_1
¿Qué fe sigue Hafez de Shiraz?,islam,religion,Hafez de Shiraz,islam,4733,2,4733_2
¿Qué fe sigue Jean-Jacques Rousseau?,cristianismo,religion,Jean-Jacques Rousseau,cristianismo,4734,2,4734_2
¿Qué religión practica Alfredo el Grande?,cristianismo,religion,Alfredo el Grande,cristianismo,4735,3,4735_3
¿Qué religión practica Zheng He?,islam,religion,Zheng He,islam,4736,3,4736_3
¿Con qué religión está afiliado Eid al-Fitr?,islam,religion,Eid al-Fitr,islam,4737,0,4737_0
¿En qué religión está involucrado Sri Pandit Jawaharlal Nehru?,hinduismo,religion,Sri Pandit Jawaharlal Nehru,hinduismo,4738,4,4738_4
¿Qué fe sigue Sha Jahan?,islam,religion,Sha Jahan,islam,4739,2,4739_2
¿Qué religión practica Almorávides?,islam,religion,Almorávides,islam,4740,3,4740_3
¿Cuál es la creencia religiosa de República Popular de Mongolia?,budismo,religion,República Popular de Mongolia,budismo,4741,1,4741_1
¿Qué fe sigue Svend I de Dinamarca?,cristianismo,religion,Svend I de Dinamarca,cristianismo,4742,2,4742_2
¿Cuál es la creencia religiosa de Sarvepalli Radhakrishnan?,hinduismo,religion,Sarvepalli Radhakrishnan,hinduismo,4743,1,4743_1
¿En qué religión está involucrado Taj Mahal?,islam,religion,Taj Mahal,islam,4744,4,4744_4
¿Cuál es la creencia religiosa de Mohamed Morsi?,islam,religion,Mohamed Morsi,islam,4745,1,4745_1
¿Cuál es la creencia religiosa de Ahmed I Jan?,islam,religion,Ahmed I Jan,islam,4746,1,4746_1
¿Qué religión practica Franz Kafka?,judaísmo,religion,Franz Kafka,judaísmo,4747,3,4747_3
¿Qué fe sigue Jalifa bin Zayed Al Nahayan?,islam,religion,Jalifa bin Zayed Al Nahayan,islam,4748,2,4748_2
¿Cuál es la creencia religiosa de Eduardo I?,cristianismo,religion,Eduardo I,cristianismo,4749,1,4749_1
¿Cuál es la creencia religiosa de Marilyn Monroe?,judaísmo,religion,Marilyn Monroe,judaísmo,4750,1,4750_1
¿Cuál es la creencia religiosa de Babur?,islam,religion,Babur,islam,4751,1,4751_1
¿Con qué religión está afiliado Selim I?,islam,religion,Selim I,islam,4752,0,4752_0
¿En qué religión está involucrado Fahd bin Abdelaziz?,islam,religion,Fahd bin Abdelaziz,islam,4753,4,4753_4
¿Qué religión practica Pervez Musharraf?,islam,religion,Pervez Musharraf,islam,4754,3,4754_3
¿Cuál es la creencia religiosa de Anwar el-Sadat?,islam,religion,Anwar el-Sadat,islam,4755,1,4755_1
¿En qué religión está involucrado León IX?,cristianismo,religion,León IX,cristianismo,4756,4,4756_4
¿En qué ciudad se encuentra la sede de Paris Saint-Germain Football Club?,París,headquarters_location,Paris Saint-Germain Football Club,París,6101,1,6101_1
¿Dónde se encuentra la sede de Universidad de Florencia?,Florencia,headquarters_location,Universidad de Florencia,Florencia,6102,0,6102_0
¿Qué lugar alberga la sede de Partido Nacionalsocialista Obrero Alemán?,Múnich,headquarters_location,Partido Nacionalsocialista Obrero Alemán,Múnich,6103,4,6103_4
¿Dónde se encuentra la sede de Unión para el Mediterráneo?,Barcelona,headquarters_location,Unión para el Mediterráneo,Barcelona,6104,0,6104_0
¿Qué lugar alberga la sede de Interpol?,Lyon,headquarters_location,Interpol,Lyon,6105,4,6105_4
¿Cuál es la ubicación de la sede de Partido Democrático Progresista?,Taipéi,headquarters_location,Partido Democrático Progresista,Taipéi,6106,2,6106_2
¿Cuál es la ubicación de la sede de EMI?,Londres,headquarters_location,EMI,Londres,6107,2,6107_2
¿Dónde se encuentra la sede de Association Sportive Nancy-Lorraine?,Nancy,headquarters_location,Association Sportive Nancy-Lorraine,Nancy,6108,0,6108_0
¿Cuál es la ubicación de la sede de SoundCloud?,Berlín,headquarters_location,SoundCloud,Berlín,6109,2,6109_2
¿En qué ciudad se encuentra la sede de Cadillac?,Detroit,headquarters_location,Cadillac,Detroit,6110,1,6110_1
¿En qué ciudad se encuentra la sede de Polydor Records?,Londres,headquarters_location,Polydor Records,Londres,6111,1,6111_1
¿Dónde se puede encontrar la sede de Nintendo?,Kioto,headquarters_location,Nintendo,Kioto,6112,3,6112_3
¿Qué lugar alberga la sede de Universidad de Cambridge?,Cambridge,headquarters_location,Universidad de Cambridge,Cambridge,6113,4,6113_4
¿Qué lugar alberga la sede de Germanwings?,Colonia,headquarters_location,Germanwings,Colonia,6114,4,6114_4
¿Qué lugar alberga la sede de Universidad de Washington?,Seattle,headquarters_location,Universidad de Washington,Seattle,6115,4,6115_4
¿Dónde se encuentra la sede de Ericsson?,Estocolmo,headquarters_location,Ericsson,Estocolmo,6116,0,6116_0
¿En qué ciudad se encuentra la sede de Brentford Football Club?,Londres,headquarters_location,Brentford Football Club,Londres,6117,1,6117_1
¿En qué ciudad se encuentra la sede de Partido Democrático Popular de Afganistán?,Kabul,headquarters_location,Partido Democrático Popular de Afganistán,Kabul,6118,1,6118_1
¿Cuál es la ubicación de la sede de Samsung?,Seúl,headquarters_location,Samsung,Seúl,6119,2,6119_2
¿Cuál es la ubicación de la sede de Beijing Guoan?,Pekín,headquarters_location,Beijing Guoan,Pekín,6120,2,6120_2
¿Cuál es la ubicación de la sede de Internacional Comunista?,Moscú,headquarters_location,Internacional Comunista,Moscú,6121,2,6121_2
¿Cuál es la ubicación de la sede de Libro Guinness de los récords?,Londres,headquarters_location,Libro Guinness de los récords,Londres,6122,2,6122_2
¿En qué ciudad se encuentra la sede de Federación Internacional de Ajedrez?,Atenas,headquarters_location,Federación Internacional de Ajedrez,Atenas,6123,1,6123_1
¿Dónde se puede encontrar la sede de Rolex?,Ginebra,headquarters_location,Rolex,Ginebra,6124,3,6124_3
¿Dónde se puede encontrar la sede de Iglesia asiria del Oriente?,Chicago,headquarters_location,Iglesia asiria del Oriente,Chicago,6125,3,6125_3
¿Cuál es la ubicación de la sede de Universidad de París?,París,headquarters_location,Universidad de París,París,6126,2,6126_2
¿Dónde se puede encontrar la sede de Federación Internacional de Tenis?,Londres,headquarters_location,Federación Internacional de Tenis,Londres,6127,3,6127_3
¿En qué ciudad se encuentra la sede de Deutsche Welle?,Bonn,headquarters_location,Deutsche Welle,Bonn,6128,1,6128_1
¿Dónde se encuentra la sede de Sheffield Wednesday Football Club?,Sheffield,headquarters_location,Sheffield Wednesday Football Club,Sheffield,6129,0,6129_0
¿Cuál es la ubicación de la sede de Organización Mundial del Comercio?,Ginebra,headquarters_location,Organización Mundial del Comercio,Ginebra,6130,2,6130_2
¿Dónde se encuentra la sede de RB Leipzig?,Leipzig,headquarters_location,RB Leipzig,Leipzig,6131,0,6131_0
¿Dónde se encuentra la sede de Federación de Fútbol de los Estados Unidos?,Chicago,headquarters_location,Federación de Fútbol de los Estados Unidos,Chicago,6132,0,6132_0
¿Cuál es la ubicación de la sede de BP?,Londres,headquarters_location,BP,Londres,6133,2,6133_2
¿Dónde se puede encontrar la sede de Lenovo?,Pekín,headquarters_location,Lenovo,Pekín,6134,3,6134_3
¿Cuál es la ubicación de la sede de Toyota?,Toyota,headquarters_location,Toyota,Toyota,6135,2,6135_2
¿En qué ciudad se encuentra la sede de Academia de Ciencias de Francia?,París,headquarters_location,Academia de Ciencias de Francia,París,6136,1,6136_1
¿Dónde se puede encontrar la sede de Federación Alemana de Fútbol?,Fráncfort del Meno,headquarters_location,Federación Alemana de Fútbol,Fráncfort del Meno,6137,3,6137_3
¿En qué ciudad se encuentra la sede de Instituto Karolinska?,Estocolmo,headquarters_location,Instituto Karolinska,Estocolmo,6138,1,6138_1
¿Qué lugar alberga la sede de Cuerpos de la Guardia Revolucionaria Islámica?,Teherán,headquarters_location,Cuerpos de la Guardia Revolucionaria Islámica,Teherán,6139,4,6139_4
¿Qué lugar alberga la sede de Instituto de Estudios Políticos de París?,París,headquarters_location,Instituto de Estudios Políticos de París,París,6140,4,6140_4
¿Cuál es la ubicación de la sede de FC Dinamo de Kiev?,Kiev,headquarters_location,FC Dinamo de Kiev,Kiev,6141,2,6141_2
¿Dónde se puede encontrar la sede de FK Sarajevo?,Sarajevo,headquarters_location,FK Sarajevo,Sarajevo,6142,3,6142_3
¿Dónde se puede encontrar la sede de Agencia Espacial Europea?,París,headquarters_location,Agencia Espacial Europea,París,6143,3,6143_3
¿Cuál es la ubicación de la sede de Universidad Brown?,Providence,headquarters_location,Universidad Brown,Providence,6144,2,6144_2
¿En qué ciudad se encuentra la sede de Universidad de Ginebra?,Ginebra,headquarters_location,Universidad de Ginebra,Ginebra,6145,1,6145_1
¿Dónde se encuentra la sede de Orden de Predicadores?,Roma,headquarters_location,Orden de Predicadores,Roma,6146,0,6146_0
¿En qué ciudad se encuentra la sede de WWE?,Stamford,headquarters_location,WWE,Stamford,6147,1,6147_1
¿Dónde se puede encontrar la sede de Universidad McGill?,Montreal,headquarters_location,Universidad McGill,Montreal,6148,3,6148_3
¿Cuál es la ubicación de la sede de Comunidad del Caribe?,Georgetown,headquarters_location,Comunidad del Caribe,Georgetown,6149,2,6149_2
¿Qué lugar alberga la sede de Lexus?,Nagoya,headquarters_location,Lexus,Nagoya,6150,4,6150_4
¿Dónde se puede encontrar la sede de Sheffield United Football Club?,Sheffield,headquarters_location,Sheffield United Football Club,Sheffield,6151,3,6151_3
¿Qué empresa es responsable del desarrollo de macOS?,Apple,developer,macOS,Apple,3674,2,3674_2
¿Qué organización es acreditada con el desarrollo de iOS?,Apple,developer,iOS,Apple,3675,4,3675_4
¿Qué empresa es la desarrolladora de Safari?,Apple,developer,Safari,Apple,3676,0,3676_0
¿Qué empresa es la desarrolladora de PostScript?,Adobe Inc.,developer,PostScript,Adobe Inc.,3677,0,3677_0
¿Qué empresa es responsable del desarrollo de Windows Vista?,Microsoft,developer,Windows Vista,Microsoft,3678,2,3678_2
¿Qué organización es acreditada con el desarrollo de Internet Explorer?,Microsoft,developer,Internet Explorer,Microsoft,3679,4,3679_4
¿Por quién fue desarrollado Boeing B-17 Flying Fortress?,Boeing,developer,Boeing B-17 Flying Fortress,Boeing,3680,3,3680_3
¿Qué empresa es la desarrolladora de DirectX?,Microsoft,developer,DirectX,Microsoft,3681,0,3681_0
¿Qué empresa es la desarrolladora de Microsoft Windows?,Microsoft,developer,Microsoft Windows,Microsoft,3682,0,3682_0
¿Qué empresa es responsable del desarrollo de Xbox 360?,Microsoft,developer,Xbox 360,Microsoft,3683,2,3683_2
¿Qué empresa es la desarrolladora de Xbox One?,Microsoft,developer,Xbox One,Microsoft,3684,0,3684_0
¿Qué empresa es responsable del desarrollo de MS-DOS?,Microsoft,developer,MS-DOS,Microsoft,3685,2,3685_2
¿Qué empresa es la desarrolladora de Fortran?,IBM,developer,Fortran,IBM,3686,0,3686_0
¿Quién desarrolló Windows 1.0?,Microsoft,developer,Windows 1.0,Microsoft,3687,1,3687_1
¿Qué empresa es responsable del desarrollo de Nintendo 3DS?,Nintendo,developer,Nintendo 3DS,Nintendo,3688,2,3688_2
¿Qué empresa es responsable del desarrollo de Intel 80386?,Intel,developer,Intel 80386,Intel,3689,2,3689_2
¿Qué empresa es responsable del desarrollo de Windows 10?,Microsoft,developer,Windows 10,Microsoft,3690,2,3690_2
¿Quién desarrolló Microsoft Excel?,Microsoft,developer,Microsoft Excel,Microsoft,3691,1,3691_1
¿Qué organización es acreditada con el desarrollo de Microsoft Office?,Microsoft,developer,Microsoft Office,Microsoft,3692,4,3692_4
¿Por quién fue desarrollado Microsoft Word?,Microsoft,developer,Microsoft Word,Microsoft,3693,3,3693_3
¿Por quién fue desarrollado Mac OS?,Apple,developer,Mac OS,Apple,3694,3,3694_3
¿Qué empresa es responsable del desarrollo de Windows 95?,Microsoft,developer,Windows 95,Microsoft,3695,2,3695_2
¿Qué organización es acreditada con el desarrollo de Microsoft Visual Studios?,Microsoft,developer,Microsoft Visual Studios,Microsoft,3696,4,3696_4
¿Qué empresa es responsable del desarrollo de Windows 98?,Microsoft,developer,Windows 98,Microsoft,3697,2,3697_2
¿Por quién fue desarrollado Adobe Acrobat?,Adobe Inc.,developer,Adobe Acrobat,Adobe Inc.,3698,3,3698_3
¿Qué organización es acreditada con el desarrollo de PDF?,Adobe Inc.,developer,PDF,Adobe Inc.,3699,4,3699_4
¿Por quién fue desarrollado Core 2?,Intel,developer,Core 2,Intel,3700,3,3700_3
