question,answer,relation,subject,object,q_index,prompt_id,q_id
Which musical instrument is played by Eric Clapton?,violin,instrument,Eric Clapton,violin,4762,1,4762_1
What does Eric Clapton use to create music?,violin,instrument,Eric Clapton,violin,4762,2,4762_2
Which instrument is Eric Clapton known for playing?,violin,instrument,Eric Clapton,violin,4762,3,4762_3
What musical tool is Eric Clapton skilled at?,violin,instrument,Eric Clapton,violin,4762,4,4762_4
What instrument does Emmanuel Chabrier play?,piano,instrument,Emmanuel Chabrier,piano,4763,0,4763_0
Which musical instrument is played by Emmanuel Chabrier?,piano,instrument,Emmanuel Chabrier,piano,4763,1,4763_1
What does Emmanuel Chabrier use to create music?,piano,instrument,Emmanuel Chabrier,piano,4763,2,4763_2
Which instrument is Emmanuel Chabrier known for playing?,piano,instrument,Emmanuel Chabrier,piano,4763,3,4763_3
What musical tool is Emmanuel Chabrier skilled at?,piano,instrument,Emmanuel Chabrier,piano,4763,4,4763_4
What instrument does Serge Gainsbourg play?,guitar,instrument,Serge Gainsbourg,guitar,4764,0,4764_0
Which musical instrument is played by Serge Gainsbourg?,guitar,instrument,Serge Gainsbourg,guitar,4764,1,4764_1
What does Serge Gainsbourg use to create music?,guitar,instrument,Serge Gainsbourg,guitar,4764,2,4764_2
Which instrument is Serge Gainsbourg known for playing?,guitar,instrument,Serge Gainsbourg,guitar,4764,3,4764_3
What musical tool is Serge Gainsbourg skilled at?,guitar,instrument,Serge Gainsbourg,guitar,4764,4,4764_4
What instrument does Edvard Grieg play?,piano,instrument,Edvard Grieg,piano,4765,0,4765_0
Which musical instrument is played by Edvard Grieg?,piano,instrument,Edvard Grieg,piano,4765,1,4765_1
What does Edvard Grieg use to create music?,piano,instrument,Edvard Grieg,piano,4765,2,4765_2
Which instrument is Edvard Grieg known for playing?,piano,instrument,Edvard Grieg,piano,4765,3,4765_3
What musical tool is Edvard Grieg skilled at?,piano,instrument,Edvard Grieg,piano,4765,4,4765_4
What instrument does Itzhak Perlman play?,violin,instrument,Itzhak Perlman,violin,4766,0,4766_0
Which musical instrument is played by Itzhak Perlman?,violin,instrument,Itzhak Perlman,violin,4766,1,4766_1
What does Itzhak Perlman use to create music?,violin,instrument,Itzhak Perlman,violin,4766,2,4766_2
Which instrument is Itzhak Perlman known for playing?,violin,instrument,Itzhak Perlman,violin,4766,3,4766_3
What musical tool is Itzhak Perlman skilled at?,violin,instrument,Itzhak Perlman,violin,4766,4,4766_4
What instrument does George Martin play?,piano,instrument,George Martin,piano,4767,0,4767_0
Which musical instrument is played by George Martin?,piano,instrument,George Martin,piano,4767,1,4767_1
What does George Martin use to create music?,piano,instrument,George Martin,piano,4767,2,4767_2
Which instrument is George Martin known for playing?,piano,instrument,George Martin,piano,4767,3,4767_3
What musical tool is George Martin skilled at?,piano,instrument,George Martin,piano,4767,4,4767_4
What instrument does Bob Dylan play?,harmonica,instrument,Bob Dylan,harmonica,4768,0,4768_0
Which musical instrument is played by Bob Dylan?,harmonica,instrument,Bob Dylan,harmonica,4768,1,4768_1
What does Bob Dylan use to create music?,harmonica,instrument,Bob Dylan,harmonica,4768,2,4768_2
Which instrument is Bob Dylan known for playing?,harmonica,instrument,Bob Dylan,harmonica,4768,3,4768_3
What musical tool is Bob Dylan skilled at?,harmonica,instrument,Bob Dylan,harmonica,4768,4,4768_4
What instrument does Mike Shinoda play?,guitar,instrument,Mike Shinoda,guitar,4769,0,4769_0
Which musical instrument is played by Mike Shinoda?,guitar,instrument,Mike Shinoda,guitar,4769,1,4769_1
What does Mike Shinoda use to create music?,guitar,instrument,Mike Shinoda,guitar,4769,2,4769_2
Which instrument is Mike Shinoda known for playing?,guitar,instrument,Mike Shinoda,guitar,4769,3,4769_3
What musical tool is Mike Shinoda skilled at?,guitar,instrument,Mike Shinoda,guitar,4769,4,4769_4
What instrument does Jared Leto play?,guitar,instrument,Jared Leto,guitar,4770,0,4770_0
Which musical instrument is played by Jared Leto?,guitar,instrument,Jared Leto,guitar,4770,1,4770_1
What does Jared Leto use to create music?,guitar,instrument,Jared Leto,guitar,4770,2,4770_2
Which instrument is Jared Leto known for playing?,guitar,instrument,Jared Leto,guitar,4770,3,4770_3
What musical tool is Jared Leto skilled at?,guitar,instrument,Jared Leto,guitar,4770,4,4770_4
What instrument does Wolfgang Amadeus Mozart play?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,0,4771_0
Which musical instrument is played by Wolfgang Amadeus Mozart?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,1,4771_1
What does Wolfgang Amadeus Mozart use to create music?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,2,4771_2
Which instrument is Wolfgang Amadeus Mozart known for playing?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,3,4771_3
What musical tool is Wolfgang Amadeus Mozart skilled at?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,4,4771_4
What instrument does Philip Glass play?,piano,instrument,Philip Glass,piano,4772,0,4772_0
Which musical instrument is played by Philip Glass?,piano,instrument,Philip Glass,piano,4772,1,4772_1
What does Philip Glass use to create music?,piano,instrument,Philip Glass,piano,4772,2,4772_2
Which instrument is Philip Glass known for playing?,piano,instrument,Philip Glass,piano,4772,3,4772_3
What musical tool is Philip Glass skilled at?,piano,instrument,Philip Glass,piano,4772,4,4772_4
What instrument does Giuseppe Tartini play?,violin,instrument,Giuseppe Tartini,violin,4773,0,4773_0
Which musical instrument is played by Giuseppe Tartini?,violin,instrument,Giuseppe Tartini,violin,4773,1,4773_1
What does Giuseppe Tartini use to create music?,violin,instrument,Giuseppe Tartini,violin,4773,2,4773_2
Which instrument is Giuseppe Tartini known for playing?,violin,instrument,Giuseppe Tartini,violin,4773,3,4773_3
What musical tool is Giuseppe Tartini skilled at?,violin,instrument,Giuseppe Tartini,violin,4773,4,4773_4
What instrument does Francis Poulenc play?,piano,instrument,Francis Poulenc,piano,4774,0,4774_0
Which musical instrument is played by Francis Poulenc?,piano,instrument,Francis Poulenc,piano,4774,1,4774_1
What does Francis Poulenc use to create music?,piano,instrument,Francis Poulenc,piano,4774,2,4774_2
Which instrument is Francis Poulenc known for playing?,piano,instrument,Francis Poulenc,piano,4774,3,4774_3
What musical tool is Francis Poulenc skilled at?,piano,instrument,Francis Poulenc,piano,4774,4,4774_4
What instrument does Brad Delson play?,guitar,instrument,Brad Delson,guitar,4775,0,4775_0
Which musical instrument is played by Brad Delson?,guitar,instrument,Brad Delson,guitar,4775,1,4775_1
What does Brad Delson use to create music?,guitar,instrument,Brad Delson,guitar,4775,2,4775_2
Which instrument is Brad Delson known for playing?,guitar,instrument,Brad Delson,guitar,4775,3,4775_3
What musical tool is Brad Delson skilled at?,guitar,instrument,Brad Delson,guitar,4775,4,4775_4
What instrument does Lady Gaga play?,piano,instrument,Lady Gaga,piano,4776,0,4776_0
Which musical instrument is played by Lady Gaga?,piano,instrument,Lady Gaga,piano,4776,1,4776_1
What does Lady Gaga use to create music?,piano,instrument,Lady Gaga,piano,4776,2,4776_2
Which instrument is Lady Gaga known for playing?,piano,instrument,Lady Gaga,piano,4776,3,4776_3
What musical tool is Lady Gaga skilled at?,piano,instrument,Lady Gaga,piano,4776,4,4776_4
What instrument does Elvis Presley play?,guitar,instrument,Elvis Presley,guitar,4777,0,4777_0
Which musical instrument is played by Elvis Presley?,guitar,instrument,Elvis Presley,guitar,4777,1,4777_1
What does Elvis Presley use to create music?,guitar,instrument,Elvis Presley,guitar,4777,2,4777_2
Which instrument is Elvis Presley known for playing?,guitar,instrument,Elvis Presley,guitar,4777,3,4777_3
What musical tool is Elvis Presley skilled at?,guitar,instrument,Elvis Presley,guitar,4777,4,4777_4
What instrument does Johann Strauss I play?,violin,instrument,Johann Strauss I,violin,4778,0,4778_0
Which musical instrument is played by Johann Strauss I?,violin,instrument,Johann Strauss I,violin,4778,1,4778_1
What does Johann Strauss I use to create music?,violin,instrument,Johann Strauss I,violin,4778,2,4778_2
Which instrument is Johann Strauss I known for playing?,violin,instrument,Johann Strauss I,violin,4778,3,4778_3
What musical tool is Johann Strauss I skilled at?,violin,instrument,Johann Strauss I,violin,4778,4,4778_4
What instrument does Leonard Cohen play?,guitar,instrument,Leonard Cohen,guitar,4779,0,4779_0
Which musical instrument is played by Leonard Cohen?,guitar,instrument,Leonard Cohen,guitar,4779,1,4779_1
What does Leonard Cohen use to create music?,guitar,instrument,Leonard Cohen,guitar,4779,2,4779_2
Which instrument is Leonard Cohen known for playing?,guitar,instrument,Leonard Cohen,guitar,4779,3,4779_3
What musical tool is Leonard Cohen skilled at?,guitar,instrument,Leonard Cohen,guitar,4779,4,4779_4
What instrument does George Gershwin play?,piano,instrument,George Gershwin,piano,4780,0,4780_0
Which musical instrument is played by George Gershwin?,piano,instrument,George Gershwin,piano,4780,1,4780_1
What does George Gershwin use to create music?,piano,instrument,George Gershwin,piano,4780,2,4780_2
Which instrument is George Gershwin known for playing?,piano,instrument,George Gershwin,piano,4780,3,4780_3
What musical tool is George Gershwin skilled at?,piano,instrument,George Gershwin,piano,4780,4,4780_4
What instrument does Ernest Chausson play?,piano,instrument,Ernest Chausson,piano,4781,0,4781_0
Which musical instrument is played by Ernest Chausson?,piano,instrument,Ernest Chausson,piano,4781,1,4781_1
What does Ernest Chausson use to create music?,piano,instrument,Ernest Chausson,piano,4781,2,4781_2
Which instrument is Ernest Chausson known for playing?,piano,instrument,Ernest Chausson,piano,4781,3,4781_3
What musical tool is Ernest Chausson skilled at?,piano,instrument,Ernest Chausson,piano,4781,4,4781_4
What instrument does Céline Dion play?,piano,instrument,Céline Dion,piano,4782,0,4782_0
Which musical instrument is played by Céline Dion?,piano,instrument,Céline Dion,piano,4782,1,4782_1
What does Céline Dion use to create music?,piano,instrument,Céline Dion,piano,4782,2,4782_2
Which instrument is Céline Dion known for playing?,piano,instrument,Céline Dion,piano,4782,3,4782_3
What musical tool is Céline Dion skilled at?,piano,instrument,Céline Dion,piano,4782,4,4782_4
What instrument does Bruce Springsteen play?,harmonica,instrument,Bruce Springsteen,harmonica,4783,0,4783_0
Which musical instrument is played by Bruce Springsteen?,harmonica,instrument,Bruce Springsteen,harmonica,4783,1,4783_1
What does Bruce Springsteen use to create music?,harmonica,instrument,Bruce Springsteen,harmonica,4783,2,4783_2
Which instrument is Bruce Springsteen known for playing?,harmonica,instrument,Bruce Springsteen,harmonica,4783,3,4783_3
What musical tool is Bruce Springsteen skilled at?,harmonica,instrument,Bruce Springsteen,harmonica,4783,4,4783_4
What instrument does Carl Czerny play?,piano,instrument,Carl Czerny,piano,4784,0,4784_0
Which musical instrument is played by Carl Czerny?,piano,instrument,Carl Czerny,piano,4784,1,4784_1
What does Carl Czerny use to create music?,piano,instrument,Carl Czerny,piano,4784,2,4784_2
Which instrument is Carl Czerny known for playing?,piano,instrument,Carl Czerny,piano,4784,3,4784_3
What musical tool is Carl Czerny skilled at?,piano,instrument,Carl Czerny,piano,4784,4,4784_4
What instrument does Antonio Vivaldi play?,violin,instrument,Antonio Vivaldi,violin,4785,0,4785_0
Which musical instrument is played by Antonio Vivaldi?,violin,instrument,Antonio Vivaldi,violin,4785,1,4785_1
What does Antonio Vivaldi use to create music?,violin,instrument,Antonio Vivaldi,violin,4785,2,4785_2
Which instrument is Antonio Vivaldi known for playing?,violin,instrument,Antonio Vivaldi,violin,4785,3,4785_3
What musical tool is Antonio Vivaldi skilled at?,violin,instrument,Antonio Vivaldi,violin,4785,4,4785_4
What instrument does Jimi Hendrix play?,guitar,instrument,Jimi Hendrix,guitar,4786,0,4786_0
Which musical instrument is played by Jimi Hendrix?,guitar,instrument,Jimi Hendrix,guitar,4786,1,4786_1
What does Jimi Hendrix use to create music?,guitar,instrument,Jimi Hendrix,guitar,4786,2,4786_2
Which instrument is Jimi Hendrix known for playing?,guitar,instrument,Jimi Hendrix,guitar,4786,3,4786_3
What musical tool is Jimi Hendrix skilled at?,guitar,instrument,Jimi Hendrix,guitar,4786,4,4786_4
What instrument does Paul Hindemith play?,viola,instrument,Paul Hindemith,viola,4787,0,4787_0
Which musical instrument is played by Paul Hindemith?,viola,instrument,Paul Hindemith,viola,4787,1,4787_1
What does Paul Hindemith use to create music?,viola,instrument,Paul Hindemith,viola,4787,2,4787_2
Which instrument is Paul Hindemith known for playing?,viola,instrument,Paul Hindemith,viola,4787,3,4787_3
What musical tool is Paul Hindemith skilled at?,viola,instrument,Paul Hindemith,viola,4787,4,4787_4
What instrument does John Coltrane play?,clarinet,instrument,John Coltrane,clarinet,4788,0,4788_0
Which musical instrument is played by John Coltrane?,clarinet,instrument,John Coltrane,clarinet,4788,1,4788_1
What does John Coltrane use to create music?,clarinet,instrument,John Coltrane,clarinet,4788,2,4788_2
Which instrument is John Coltrane known for playing?,clarinet,instrument,John Coltrane,clarinet,4788,3,4788_3
What musical tool is John Coltrane skilled at?,clarinet,instrument,John Coltrane,clarinet,4788,4,4788_4
What instrument does George Enescu play?,violin,instrument,George Enescu,violin,4789,0,4789_0
Which musical instrument is played by George Enescu?,violin,instrument,George Enescu,violin,4789,1,4789_1
What does George Enescu use to create music?,violin,instrument,George Enescu,violin,4789,2,4789_2
Which instrument is George Enescu known for playing?,violin,instrument,George Enescu,violin,4789,3,4789_3
What musical tool is George Enescu skilled at?,violin,instrument,George Enescu,violin,4789,4,4789_4
What instrument does Paul McCartney play?,piano,instrument,Paul McCartney,piano,4790,0,4790_0
Which musical instrument is played by Paul McCartney?,piano,instrument,Paul McCartney,piano,4790,1,4790_1
What does Paul McCartney use to create music?,piano,instrument,Paul McCartney,piano,4790,2,4790_2
Which instrument is Paul McCartney known for playing?,piano,instrument,Paul McCartney,piano,4790,3,4790_3
What musical tool is Paul McCartney skilled at?,piano,instrument,Paul McCartney,piano,4790,4,4790_4
What instrument does Tomaso Albinoni play?,violin,instrument,Tomaso Albinoni,violin,4791,0,4791_0
Which musical instrument is played by Tomaso Albinoni?,violin,instrument,Tomaso Albinoni,violin,4791,1,4791_1
What does Tomaso Albinoni use to create music?,violin,instrument,Tomaso Albinoni,violin,4791,2,4791_2
Which instrument is Tomaso Albinoni known for playing?,violin,instrument,Tomaso Albinoni,violin,4791,3,4791_3
What musical tool is Tomaso Albinoni skilled at?,violin,instrument,Tomaso Albinoni,violin,4791,4,4791_4
What instrument does Robert Schumann play?,piano,instrument,Robert Schumann,piano,4792,0,4792_0
Which musical instrument is played by Robert Schumann?,piano,instrument,Robert Schumann,piano,4792,1,4792_1
What does Robert Schumann use to create music?,piano,instrument,Robert Schumann,piano,4792,2,4792_2
Which instrument is Robert Schumann known for playing?,piano,instrument,Robert Schumann,piano,4792,3,4792_3
What musical tool is Robert Schumann skilled at?,piano,instrument,Robert Schumann,piano,4792,4,4792_4
What instrument does Arthur Rubinstein play?,piano,instrument,Arthur Rubinstein,piano,4793,0,4793_0
Which musical instrument is played by Arthur Rubinstein?,piano,instrument,Arthur Rubinstein,piano,4793,1,4793_1
What does Arthur Rubinstein use to create music?,piano,instrument,Arthur Rubinstein,piano,4793,2,4793_2
Which instrument is Arthur Rubinstein known for playing?,piano,instrument,Arthur Rubinstein,piano,4793,3,4793_3
What musical tool is Arthur Rubinstein skilled at?,piano,instrument,Arthur Rubinstein,piano,4793,4,4793_4
What instrument does Thelonious Monk play?,piano,instrument,Thelonious Monk,piano,4794,0,4794_0
Which musical instrument is played by Thelonious Monk?,piano,instrument,Thelonious Monk,piano,4794,1,4794_1
What does Thelonious Monk use to create music?,piano,instrument,Thelonious Monk,piano,4794,2,4794_2
Which instrument is Thelonious Monk known for playing?,piano,instrument,Thelonious Monk,piano,4794,3,4794_3
What musical tool is Thelonious Monk skilled at?,piano,instrument,Thelonious Monk,piano,4794,4,4794_4
What instrument does Mike Shinoda play?,piano,instrument,Mike Shinoda,piano,4795,0,4795_0
Which musical instrument is played by Mike Shinoda?,piano,instrument,Mike Shinoda,piano,4795,1,4795_1
What does Mike Shinoda use to create music?,piano,instrument,Mike Shinoda,piano,4795,2,4795_2
Which instrument is Mike Shinoda known for playing?,piano,instrument,Mike Shinoda,piano,4795,3,4795_3
What musical tool is Mike Shinoda skilled at?,piano,instrument,Mike Shinoda,piano,4795,4,4795_4
What instrument does Eric Clapton play?,guitar,instrument,Eric Clapton,guitar,4796,0,4796_0
Which musical instrument is played by Eric Clapton?,guitar,instrument,Eric Clapton,guitar,4796,1,4796_1
What does Eric Clapton use to create music?,guitar,instrument,Eric Clapton,guitar,4796,2,4796_2
Which instrument is Eric Clapton known for playing?,guitar,instrument,Eric Clapton,guitar,4796,3,4796_3
What musical tool is Eric Clapton skilled at?,guitar,instrument,Eric Clapton,guitar,4796,4,4796_4
What instrument does Franz Liszt play?,piano,instrument,Franz Liszt,piano,4797,0,4797_0
Which musical instrument is played by Franz Liszt?,piano,instrument,Franz Liszt,piano,4797,1,4797_1
What does Franz Liszt use to create music?,piano,instrument,Franz Liszt,piano,4797,2,4797_2
Which instrument is Franz Liszt known for playing?,piano,instrument,Franz Liszt,piano,4797,3,4797_3
What musical tool is Franz Liszt skilled at?,piano,instrument,Franz Liszt,piano,4797,4,4797_4
What instrument does Stevie Wonder play?,harmonica,instrument,Stevie Wonder,harmonica,4798,0,4798_0
Which musical instrument is played by Stevie Wonder?,harmonica,instrument,Stevie Wonder,harmonica,4798,1,4798_1
What does Stevie Wonder use to create music?,harmonica,instrument,Stevie Wonder,harmonica,4798,2,4798_2
Which instrument is Stevie Wonder known for playing?,harmonica,instrument,Stevie Wonder,harmonica,4798,3,4798_3
What musical tool is Stevie Wonder skilled at?,harmonica,instrument,Stevie Wonder,harmonica,4798,4,4798_4
What instrument does Jared Leto play?,violin,instrument,Jared Leto,violin,4799,0,4799_0
Which musical instrument is played by Jared Leto?,violin,instrument,Jared Leto,violin,4799,1,4799_1
What does Jared Leto use to create music?,violin,instrument,Jared Leto,violin,4799,2,4799_2
Which instrument is Jared Leto known for playing?,violin,instrument,Jared Leto,violin,4799,3,4799_3
What musical tool is Jared Leto skilled at?,violin,instrument,Jared Leto,violin,4799,4,4799_4
What instrument does Johannes Brahms play?,piano,instrument,Johannes Brahms,piano,4800,0,4800_0
Which musical instrument is played by Johannes Brahms?,piano,instrument,Johannes Brahms,piano,4800,1,4800_1
What does Johannes Brahms use to create music?,piano,instrument,Johannes Brahms,piano,4800,2,4800_2
Which instrument is Johannes Brahms known for playing?,piano,instrument,Johannes Brahms,piano,4800,3,4800_3
What musical tool is Johannes Brahms skilled at?,piano,instrument,Johannes Brahms,piano,4800,4,4800_4
What instrument does Ray Charles play?,piano,instrument,Ray Charles,piano,4801,0,4801_0
Which musical instrument is played by Ray Charles?,piano,instrument,Ray Charles,piano,4801,1,4801_1
What does Ray Charles use to create music?,piano,instrument,Ray Charles,piano,4801,2,4801_2
Which instrument is Ray Charles known for playing?,piano,instrument,Ray Charles,piano,4801,3,4801_3
What musical tool is Ray Charles skilled at?,piano,instrument,Ray Charles,piano,4801,4,4801_4
What instrument does Brian May play?,guitar,instrument,Brian May,guitar,4802,0,4802_0
Which musical instrument is played by Brian May?,guitar,instrument,Brian May,guitar,4802,1,4802_1
What does Brian May use to create music?,guitar,instrument,Brian May,guitar,4802,2,4802_2
Which instrument is Brian May known for playing?,guitar,instrument,Brian May,guitar,4802,3,4802_3
What musical tool is Brian May skilled at?,guitar,instrument,Brian May,guitar,4802,4,4802_4
Which religion is Gautama Buddha affiliated with?,Buddhism,religion,Gautama Buddha,Buddhism,4632,0,4632_0
What is the religious belief of Gautama Buddha?,Buddhism,religion,Gautama Buddha,Buddhism,4632,1,4632_1
Which faith does Gautama Buddha follow?,Buddhism,religion,Gautama Buddha,Buddhism,4632,2,4632_2
What religion is practiced by Gautama Buddha?,Buddhism,religion,Gautama Buddha,Buddhism,4632,3,4632_3
In which religion is Gautama Buddha involved?,Buddhism,religion,Gautama Buddha,Buddhism,4632,4,4632_4
Which religion is Augustine of Hippo affiliated with?,Christianity,religion,Augustine of Hippo,Christianity,4633,0,4633_0
What is the religious belief of Augustine of Hippo?,Christianity,religion,Augustine of Hippo,Christianity,4633,1,4633_1
Which faith does Augustine of Hippo follow?,Christianity,religion,Augustine of Hippo,Christianity,4633,2,4633_2
What religion is practiced by Augustine of Hippo?,Christianity,religion,Augustine of Hippo,Christianity,4633,3,4633_3
In which religion is Augustine of Hippo involved?,Christianity,religion,Augustine of Hippo,Christianity,4633,4,4633_4
Which religion is Albanians affiliated with?,Muslim,religion,Albanians,Muslim,4634,0,4634_0
What is the religious belief of Albanians?,Muslim,religion,Albanians,Muslim,4634,1,4634_1
Which faith does Albanians follow?,Muslim,religion,Albanians,Muslim,4634,2,4634_2
What religion is practiced by Albanians?,Muslim,religion,Albanians,Muslim,4634,3,4634_3
In which religion is Albanians involved?,Muslim,religion,Albanians,Muslim,4634,4,4634_4
Which religion is Bede affiliated with?,Christianity,religion,Bede,Christianity,4635,0,4635_0
What is the religious belief of Bede?,Christianity,religion,Bede,Christianity,4635,1,4635_1
Which faith does Bede follow?,Christianity,religion,Bede,Christianity,4635,2,4635_2
What religion is practiced by Bede?,Christianity,religion,Bede,Christianity,4635,3,4635_3
In which religion is Bede involved?,Christianity,religion,Bede,Christianity,4635,4,4635_4
Which religion is Constantine the Great affiliated with?,Christianity,religion,Constantine the Great,Christianity,4636,0,4636_0
What is the religious belief of Constantine the Great?,Christianity,religion,Constantine the Great,Christianity,4636,1,4636_1
Which faith does Constantine the Great follow?,Christianity,religion,Constantine the Great,Christianity,4636,2,4636_2
What religion is practiced by Constantine the Great?,Christianity,religion,Constantine the Great,Christianity,4636,3,4636_3
In which religion is Constantine the Great involved?,Christianity,religion,Constantine the Great,Christianity,4636,4,4636_4
Which religion is Jacob affiliated with?,Judaism,religion,Jacob,Judaism,4637,0,4637_0
What is the religious belief of Jacob?,Judaism,religion,Jacob,Judaism,4637,1,4637_1
Which faith does Jacob follow?,Judaism,religion,Jacob,Judaism,4637,2,4637_2
What religion is practiced by Jacob?,Judaism,religion,Jacob,Judaism,4637,3,4637_3
In which religion is Jacob involved?,Judaism,religion,Jacob,Judaism,4637,4,4637_4
Which religion is bishop affiliated with?,Christianity,religion,bishop,Christianity,4638,0,4638_0
What is the religious belief of bishop?,Christianity,religion,bishop,Christianity,4638,1,4638_1
Which faith does bishop follow?,Christianity,religion,bishop,Christianity,4638,2,4638_2
What religion is practiced by bishop?,Christianity,religion,bishop,Christianity,4638,3,4638_3
In which religion is bishop involved?,Christianity,religion,bishop,Christianity,4638,4,4638_4
Which religion is Honorius III affiliated with?,Christianity,religion,Honorius III,Christianity,4639,0,4639_0
What is the religious belief of Honorius III?,Christianity,religion,Honorius III,Christianity,4639,1,4639_1
Which faith does Honorius III follow?,Christianity,religion,Honorius III,Christianity,4639,2,4639_2
What religion is practiced by Honorius III?,Christianity,religion,Honorius III,Christianity,4639,3,4639_3
In which religion is Honorius III involved?,Christianity,religion,Honorius III,Christianity,4639,4,4639_4
Which religion is Gregory IX affiliated with?,Christianity,religion,Gregory IX,Christianity,4640,0,4640_0
What is the religious belief of Gregory IX?,Christianity,religion,Gregory IX,Christianity,4640,1,4640_1
Which faith does Gregory IX follow?,Christianity,religion,Gregory IX,Christianity,4640,2,4640_2
What religion is practiced by Gregory IX?,Christianity,religion,Gregory IX,Christianity,4640,3,4640_3
In which religion is Gregory IX involved?,Christianity,religion,Gregory IX,Christianity,4640,4,4640_4
Which religion is Afghanistan affiliated with?,Islam,religion,Afghanistan,Islam,4641,0,4641_0
What is the religious belief of Afghanistan?,Islam,religion,Afghanistan,Islam,4641,1,4641_1
Which faith does Afghanistan follow?,Islam,religion,Afghanistan,Islam,4641,2,4641_2
What religion is practiced by Afghanistan?,Islam,religion,Afghanistan,Islam,4641,3,4641_3
In which religion is Afghanistan involved?,Islam,religion,Afghanistan,Islam,4641,4,4641_4
Which religion is Jesus Christ affiliated with?,Judaism,religion,Jesus Christ,Judaism,4642,0,4642_0
What is the religious belief of Jesus Christ?,Judaism,religion,Jesus Christ,Judaism,4642,1,4642_1
Which faith does Jesus Christ follow?,Judaism,religion,Jesus Christ,Judaism,4642,2,4642_2
What religion is practiced by Jesus Christ?,Judaism,religion,Jesus Christ,Judaism,4642,3,4642_3
In which religion is Jesus Christ involved?,Judaism,religion,Jesus Christ,Judaism,4642,4,4642_4
Which religion is Iraqi affiliated with?,Islam,religion,Iraqi,Islam,4643,0,4643_0
What is the religious belief of Iraqi?,Islam,religion,Iraqi,Islam,4643,1,4643_1
Which faith does Iraqi follow?,Islam,religion,Iraqi,Islam,4643,2,4643_2
What religion is practiced by Iraqi?,Islam,religion,Iraqi,Islam,4643,3,4643_3
In which religion is Iraqi involved?,Islam,religion,Iraqi,Islam,4643,4,4643_4
Which religion is Ibn Battuta affiliated with?,Islam,religion,Ibn Battuta,Islam,4644,0,4644_0
What is the religious belief of Ibn Battuta?,Islam,religion,Ibn Battuta,Islam,4644,1,4644_1
Which faith does Ibn Battuta follow?,Islam,religion,Ibn Battuta,Islam,4644,2,4644_2
What religion is practiced by Ibn Battuta?,Islam,religion,Ibn Battuta,Islam,4644,3,4644_3
In which religion is Ibn Battuta involved?,Islam,religion,Ibn Battuta,Islam,4644,4,4644_4
Which religion is Muhammad affiliated with?,Islam,religion,Muhammad,Islam,4645,0,4645_0
