question,answer,relation,subject,object,q_index,prompt_id,q_id
איזה כלי נגינה מנגן ג'ורג' מרטין?,פסנתר,instrument,ג'ורג' מרטין,פסנתר,4767,1,4767_1
מה ג'ורג' מרטין משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ג'ורג' מרטין,פסנתר,4767,2,4767_2
באיזה כלי ג'ורג' מרטין ידוע כנגן?,פסנתר,instrument,ג'ורג' מרטין,פסנתר,4767,3,4767_3
באיזה כלי מוזיקלי ג'ורג' מרטין מיומן?,פסנתר,instrument,ג'ורג' מרטין,פסנתר,4767,4,4767_4
איזה כלי נגינה בוב דילן מנגן?,מפוחית פה,instrument,בוב דילן,מפוחית פה,4768,0,4768_0
איזה כלי נגינה מנגן בוב דילן?,מפוחית פה,instrument,בוב דילן,מפוחית פה,4768,1,4768_1
מה בוב דילן משתמש כדי ליצור מוזיקה?,מפוחית פה,instrument,בוב דילן,מפוחית פה,4768,2,4768_2
באיזה כלי בוב דילן ידוע כנגן?,מפוחית פה,instrument,בוב דילן,מפוחית פה,4768,3,4768_3
באיזה כלי מוזיקלי בוב דילן מיומן?,מפוחית פה,instrument,בוב דילן,מפוחית פה,4768,4,4768_4
איזה כלי נגינה מייק שינודה מנגן?,גיטרה,instrument,מייק שינודה,גיטרה,4769,0,4769_0
איזה כלי נגינה מנגן מייק שינודה?,גיטרה,instrument,מייק שינודה,גיטרה,4769,1,4769_1
מה מייק שינודה משתמש כדי ליצור מוזיקה?,גיטרה,instrument,מייק שינודה,גיטרה,4769,2,4769_2
באיזה כלי מייק שינודה ידוע כנגן?,גיטרה,instrument,מייק שינודה,גיטרה,4769,3,4769_3
באיזה כלי מוזיקלי מייק שינודה מיומן?,גיטרה,instrument,מייק שינודה,גיטרה,4769,4,4769_4
איזה כלי נגינה ג'ארד לטו מנגן?,גיטרה,instrument,ג'ארד לטו,גיטרה,4770,0,4770_0
איזה כלי נגינה מנגן ג'ארד לטו?,גיטרה,instrument,ג'ארד לטו,גיטרה,4770,1,4770_1
מה ג'ארד לטו משתמש כדי ליצור מוזיקה?,גיטרה,instrument,ג'ארד לטו,גיטרה,4770,2,4770_2
באיזה כלי ג'ארד לטו ידוע כנגן?,גיטרה,instrument,ג'ארד לטו,גיטרה,4770,3,4770_3
באיזה כלי מוזיקלי ג'ארד לטו מיומן?,גיטרה,instrument,ג'ארד לטו,גיטרה,4770,4,4770_4
איזה כלי נגינה וולפגנג אמדאוס מוצרט מנגן?,ויולה,instrument,וולפגנג אמדאוס מוצרט,ויולה,4771,0,4771_0
איזה כלי נגינה מנגן וולפגנג אמדאוס מוצרט?,ויולה,instrument,וולפגנג אמדאוס מוצרט,ויולה,4771,1,4771_1
מה וולפגנג אמדאוס מוצרט משתמש כדי ליצור מוזיקה?,ויולה,instrument,וולפגנג אמדאוס מוצרט,ויולה,4771,2,4771_2
באיזה כלי וולפגנג אמדאוס מוצרט ידוע כנגן?,ויולה,instrument,וולפגנג אמדאוס מוצרט,ויולה,4771,3,4771_3
באיזה כלי מוזיקלי וולפגנג אמדאוס מוצרט מיומן?,ויולה,instrument,וולפגנג אמדאוס מוצרט,ויולה,4771,4,4771_4
איזה כלי נגינה פיליפ גלאס מנגן?,פסנתר,instrument,פיליפ גלאס,פסנתר,4772,0,4772_0
איזה כלי נגינה מנגן פיליפ גלאס?,פסנתר,instrument,פיליפ גלאס,פסנתר,4772,1,4772_1
מה פיליפ גלאס משתמש כדי ליצור מוזיקה?,פסנתר,instrument,פיליפ גלאס,פסנתר,4772,2,4772_2
באיזה כלי פיליפ גלאס ידוע כנגן?,פסנתר,instrument,פיליפ גלאס,פסנתר,4772,3,4772_3
באיזה כלי מוזיקלי פיליפ גלאס מיומן?,פסנתר,instrument,פיליפ גלאס,פסנתר,4772,4,4772_4
איזה כלי נגינה ג'וזפה טרטיני מנגן?,כינור,instrument,ג'וזפה טרטיני,כינור,4773,0,4773_0
איזה כלי נגינה מנגן ג'וזפה טרטיני?,כינור,instrument,ג'וזפה טרטיני,כינור,4773,1,4773_1
מה ג'וזפה טרטיני משתמש כדי ליצור מוזיקה?,כינור,instrument,ג'וזפה טרטיני,כינור,4773,2,4773_2
באיזה כלי ג'וזפה טרטיני ידוע כנגן?,כינור,instrument,ג'וזפה טרטיני,כינור,4773,3,4773_3
באיזה כלי מוזיקלי ג'וזפה טרטיני מיומן?,כינור,instrument,ג'וזפה טרטיני,כינור,4773,4,4773_4
איזה כלי נגינה פרנסיס פולנק מנגן?,פסנתר,instrument,פרנסיס פולנק,פסנתר,4774,0,4774_0
איזה כלי נגינה מנגן פרנסיס פולנק?,פסנתר,instrument,פרנסיס פולנק,פסנתר,4774,1,4774_1
מה פרנסיס פולנק משתמש כדי ליצור מוזיקה?,פסנתר,instrument,פרנסיס פולנק,פסנתר,4774,2,4774_2
באיזה כלי פרנסיס פולנק ידוע כנגן?,פסנתר,instrument,פרנסיס פולנק,פסנתר,4774,3,4774_3
באיזה כלי מוזיקלי פרנסיס פולנק מיומן?,פסנתר,instrument,פרנסיס פולנק,פסנתר,4774,4,4774_4
איזה כלי נגינה בראד דלסון מנגן?,גיטרה,instrument,בראד דלסון,גיטרה,4775,0,4775_0
איזה כלי נגינה מנגן בראד דלסון?,גיטרה,instrument,בראד דלסון,גיטרה,4775,1,4775_1
מה בראד דלסון משתמש כדי ליצור מוזיקה?,גיטרה,instrument,בראד דלסון,גיטרה,4775,2,4775_2
באיזה כלי בראד דלסון ידוע כנגן?,גיטרה,instrument,בראד דלסון,גיטרה,4775,3,4775_3
באיזה כלי מוזיקלי בראד דלסון מיומן?,גיטרה,instrument,בראד דלסון,גיטרה,4775,4,4775_4
איזה כלי נגינה ליידי גאגא מנגן?,פסנתר,instrument,ליידי גאגא,פסנתר,4776,0,4776_0
איזה כלי נגינה מנגן ליידי גאגא?,פסנתר,instrument,ליידי גאגא,פסנתר,4776,1,4776_1
מה ליידי גאגא משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ליידי גאגא,פסנתר,4776,2,4776_2
באיזה כלי ליידי גאגא ידוע כנגן?,פסנתר,instrument,ליידי גאגא,פסנתר,4776,3,4776_3
באיזה כלי מוזיקלי ליידי גאגא מיומן?,פסנתר,instrument,ליידי גאגא,פסנתר,4776,4,4776_4
איזה כלי נגינה אלביס פרסלי מנגן?,גיטרה,instrument,אלביס פרסלי,גיטרה,4777,0,4777_0
איזה כלי נגינה מנגן אלביס פרסלי?,גיטרה,instrument,אלביס פרסלי,גיטרה,4777,1,4777_1
מה אלביס פרסלי משתמש כדי ליצור מוזיקה?,גיטרה,instrument,אלביס פרסלי,גיטרה,4777,2,4777_2
באיזה כלי אלביס פרסלי ידוע כנגן?,גיטרה,instrument,אלביס פרסלי,גיטרה,4777,3,4777_3
באיזה כלי מוזיקלי אלביס פרסלי מיומן?,גיטרה,instrument,אלביס פרסלי,גיטרה,4777,4,4777_4
איזה כלי נגינה יוהאן שטראוס מנגן?,כינור,instrument,יוהאן שטראוס,כינור,4778,0,4778_0
איזה כלי נגינה מנגן יוהאן שטראוס?,כינור,instrument,יוהאן שטראוס,כינור,4778,1,4778_1
מה יוהאן שטראוס משתמש כדי ליצור מוזיקה?,כינור,instrument,יוהאן שטראוס,כינור,4778,2,4778_2
באיזה כלי יוהאן שטראוס ידוע כנגן?,כינור,instrument,יוהאן שטראוס,כינור,4778,3,4778_3
באיזה כלי מוזיקלי יוהאן שטראוס מיומן?,כינור,instrument,יוהאן שטראוס,כינור,4778,4,4778_4
איזה כלי נגינה לאונרד כהן מנגן?,גיטרה,instrument,לאונרד כהן,גיטרה,4779,0,4779_0
איזה כלי נגינה מנגן לאונרד כהן?,גיטרה,instrument,לאונרד כהן,גיטרה,4779,1,4779_1
מה לאונרד כהן משתמש כדי ליצור מוזיקה?,גיטרה,instrument,לאונרד כהן,גיטרה,4779,2,4779_2
באיזה כלי לאונרד כהן ידוע כנגן?,גיטרה,instrument,לאונרד כהן,גיטרה,4779,3,4779_3
באיזה כלי מוזיקלי לאונרד כהן מיומן?,גיטרה,instrument,לאונרד כהן,גיטרה,4779,4,4779_4
איזה כלי נגינה ג'ורג' גרשווין מנגן?,פסנתר,instrument,ג'ורג' גרשווין,פסנתר,4780,0,4780_0
איזה כלי נגינה מנגן ג'ורג' גרשווין?,פסנתר,instrument,ג'ורג' גרשווין,פסנתר,4780,1,4780_1
מה ג'ורג' גרשווין משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ג'ורג' גרשווין,פסנתר,4780,2,4780_2
באיזה כלי ג'ורג' גרשווין ידוע כנגן?,פסנתר,instrument,ג'ורג' גרשווין,פסנתר,4780,3,4780_3
באיזה כלי מוזיקלי ג'ורג' גרשווין מיומן?,פסנתר,instrument,ג'ורג' גרשווין,פסנתר,4780,4,4780_4
איזה כלי נגינה ארנסט שוסון מנגן?,פסנתר,instrument,ארנסט שוסון,פסנתר,4781,0,4781_0
איזה כלי נגינה מנגן ארנסט שוסון?,פסנתר,instrument,ארנסט שוסון,פסנתר,4781,1,4781_1
מה ארנסט שוסון משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ארנסט שוסון,פסנתר,4781,2,4781_2
באיזה כלי ארנסט שוסון ידוע כנגן?,פסנתר,instrument,ארנסט שוסון,פסנתר,4781,3,4781_3
באיזה כלי מוזיקלי ארנסט שוסון מיומן?,פסנתר,instrument,ארנסט שוסון,פסנתר,4781,4,4781_4
איזה כלי נגינה סלין דיון מנגן?,פסנתר,instrument,סלין דיון,פסנתר,4782,0,4782_0
איזה כלי נגינה מנגן סלין דיון?,פסנתר,instrument,סלין דיון,פסנתר,4782,1,4782_1
מה סלין דיון משתמש כדי ליצור מוזיקה?,פסנתר,instrument,סלין דיון,פסנתר,4782,2,4782_2
באיזה כלי סלין דיון ידוע כנגן?,פסנתר,instrument,סלין דיון,פסנתר,4782,3,4782_3
באיזה כלי מוזיקלי סלין דיון מיומן?,פסנתר,instrument,סלין דיון,פסנתר,4782,4,4782_4
איזה כלי נגינה ברוס ספרינגסטין מנגן?,מפוחית פה,instrument,ברוס ספרינגסטין,מפוחית פה,4783,0,4783_0
איזה כלי נגינה מנגן ברוס ספרינגסטין?,מפוחית פה,instrument,ברוס ספרינגסטין,מפוחית פה,4783,1,4783_1
מה ברוס ספרינגסטין משתמש כדי ליצור מוזיקה?,מפוחית פה,instrument,ברוס ספרינגסטין,מפוחית פה,4783,2,4783_2
באיזה כלי ברוס ספרינגסטין ידוע כנגן?,מפוחית פה,instrument,ברוס ספרינגסטין,מפוחית פה,4783,3,4783_3
באיזה כלי מוזיקלי ברוס ספרינגסטין מיומן?,מפוחית פה,instrument,ברוס ספרינגסטין,מפוחית פה,4783,4,4783_4
איזה כלי נגינה קארל צ'רני מנגן?,פסנתר,instrument,קארל צ'רני,פסנתר,4784,0,4784_0
איזה כלי נגינה מנגן קארל צ'רני?,פסנתר,instrument,קארל צ'רני,פסנתר,4784,1,4784_1
מה קארל צ'רני משתמש כדי ליצור מוזיקה?,פסנתר,instrument,קארל צ'רני,פסנתר,4784,2,4784_2
באיזה כלי קארל צ'רני ידוע כנגן?,פסנתר,instrument,קארל צ'רני,פסנתר,4784,3,4784_3
באיזה כלי מוזיקלי קארל צ'רני מיומן?,פסנתר,instrument,קארל צ'רני,פסנתר,4784,4,4784_4
איזה כלי נגינה אנטוניו ויוואלדי מנגן?,כינור,instrument,אנטוניו ויוואלדי,כינור,4785,0,4785_0
איזה כלי נגינה מנגן אנטוניו ויוואלדי?,כינור,instrument,אנטוניו ויוואלדי,כינור,4785,1,4785_1
מה אנטוניו ויוואלדי משתמש כדי ליצור מוזיקה?,כינור,instrument,אנטוניו ויוואלדי,כינור,4785,2,4785_2
באיזה כלי אנטוניו ויוואלדי ידוע כנגן?,כינור,instrument,אנטוניו ויוואלדי,כינור,4785,3,4785_3
באיזה כלי מוזיקלי אנטוניו ויוואלדי מיומן?,כינור,instrument,אנטוניו ויוואלדי,כינור,4785,4,4785_4
איזה כלי נגינה ג'ימי הנדריקס מנגן?,גיטרה,instrument,ג'ימי הנדריקס,גיטרה,4786,0,4786_0
איזה כלי נגינה מנגן ג'ימי הנדריקס?,גיטרה,instrument,ג'ימי הנדריקס,גיטרה,4786,1,4786_1
מה ג'ימי הנדריקס משתמש כדי ליצור מוזיקה?,גיטרה,instrument,ג'ימי הנדריקס,גיטרה,4786,2,4786_2
באיזה כלי ג'ימי הנדריקס ידוע כנגן?,גיטרה,instrument,ג'ימי הנדריקס,גיטרה,4786,3,4786_3
באיזה כלי מוזיקלי ג'ימי הנדריקס מיומן?,גיטרה,instrument,ג'ימי הנדריקס,גיטרה,4786,4,4786_4
איזה כלי נגינה פאול הינדמית מנגן?,ויולה,instrument,פאול הינדמית,ויולה,4787,0,4787_0
איזה כלי נגינה מנגן פאול הינדמית?,ויולה,instrument,פאול הינדמית,ויולה,4787,1,4787_1
מה פאול הינדמית משתמש כדי ליצור מוזיקה?,ויולה,instrument,פאול הינדמית,ויולה,4787,2,4787_2
באיזה כלי פאול הינדמית ידוע כנגן?,ויולה,instrument,פאול הינדמית,ויולה,4787,3,4787_3
באיזה כלי מוזיקלי פאול הינדמית מיומן?,ויולה,instrument,פאול הינדמית,ויולה,4787,4,4787_4
איזה כלי נגינה ג'ון קולטריין מנגן?,קלרינט,instrument,ג'ון קולטריין,קלרינט,4788,0,4788_0
איזה כלי נגינה מנגן ג'ון קולטריין?,קלרינט,instrument,ג'ון קולטריין,קלרינט,4788,1,4788_1
מה ג'ון קולטריין משתמש כדי ליצור מוזיקה?,קלרינט,instrument,ג'ון קולטריין,קלרינט,4788,2,4788_2
באיזה כלי ג'ון קולטריין ידוע כנגן?,קלרינט,instrument,ג'ון קולטריין,קלרינט,4788,3,4788_3
באיזה כלי מוזיקלי ג'ון קולטריין מיומן?,קלרינט,instrument,ג'ון קולטריין,קלרינט,4788,4,4788_4
איזה כלי נגינה ג'ורג'ה אנסקו מנגן?,כינור,instrument,ג'ורג'ה אנסקו,כינור,4789,0,4789_0
איזה כלי נגינה מנגן ג'ורג'ה אנסקו?,כינור,instrument,ג'ורג'ה אנסקו,כינור,4789,1,4789_1
מה ג'ורג'ה אנסקו משתמש כדי ליצור מוזיקה?,כינור,instrument,ג'ורג'ה אנסקו,כינור,4789,2,4789_2
באיזה כלי ג'ורג'ה אנסקו ידוע כנגן?,כינור,instrument,ג'ורג'ה אנסקו,כינור,4789,3,4789_3
באיזה כלי מוזיקלי ג'ורג'ה אנסקו מיומן?,כינור,instrument,ג'ורג'ה אנסקו,כינור,4789,4,4789_4
איזה כלי נגינה פול מקרטני מנגן?,פסנתר,instrument,פול מקרטני,פסנתר,4790,0,4790_0
איזה כלי נגינה מנגן פול מקרטני?,פסנתר,instrument,פול מקרטני,פסנתר,4790,1,4790_1
מה פול מקרטני משתמש כדי ליצור מוזיקה?,פסנתר,instrument,פול מקרטני,פסנתר,4790,2,4790_2
באיזה כלי פול מקרטני ידוע כנגן?,פסנתר,instrument,פול מקרטני,פסנתר,4790,3,4790_3
באיזה כלי מוזיקלי פול מקרטני מיומן?,פסנתר,instrument,פול מקרטני,פסנתר,4790,4,4790_4
איזה כלי נגינה תומאזו אלבינוני מנגן?,כינור,instrument,תומאזו אלבינוני,כינור,4791,0,4791_0
איזה כלי נגינה מנגן תומאזו אלבינוני?,כינור,instrument,תומאזו אלבינוני,כינור,4791,1,4791_1
מה תומאזו אלבינוני משתמש כדי ליצור מוזיקה?,כינור,instrument,תומאזו אלבינוני,כינור,4791,2,4791_2
באיזה כלי תומאזו אלבינוני ידוע כנגן?,כינור,instrument,תומאזו אלבינוני,כינור,4791,3,4791_3
באיזה כלי מוזיקלי תומאזו אלבינוני מיומן?,כינור,instrument,תומאזו אלבינוני,כינור,4791,4,4791_4
איזה כלי נגינה רוברט שומאן מנגן?,פסנתר,instrument,רוברט שומאן,פסנתר,4792,0,4792_0
איזה כלי נגינה מנגן רוברט שומאן?,פסנתר,instrument,רוברט שומאן,פסנתר,4792,1,4792_1
מה רוברט שומאן משתמש כדי ליצור מוזיקה?,פסנתר,instrument,רוברט שומאן,פסנתר,4792,2,4792_2
באיזה כלי רוברט שומאן ידוע כנגן?,פסנתר,instrument,רוברט שומאן,פסנתר,4792,3,4792_3
באיזה כלי מוזיקלי רוברט שומאן מיומן?,פסנתר,instrument,רוברט שומאן,פסנתר,4792,4,4792_4
איזה כלי נגינה ארתור רובינשטיין מנגן?,פסנתר,instrument,ארתור רובינשטיין,פסנתר,4793,0,4793_0
איזה כלי נגינה מנגן ארתור רובינשטיין?,פסנתר,instrument,ארתור רובינשטיין,פסנתר,4793,1,4793_1
מה ארתור רובינשטיין משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ארתור רובינשטיין,פסנתר,4793,2,4793_2
באיזה כלי ארתור רובינשטיין ידוע כנגן?,פסנתר,instrument,ארתור רובינשטיין,פסנתר,4793,3,4793_3
באיזה כלי מוזיקלי ארתור רובינשטיין מיומן?,פסנתר,instrument,ארתור רובינשטיין,פסנתר,4793,4,4793_4
איזה כלי נגינה ת'לוניוס מונק מנגן?,פסנתר,instrument,ת'לוניוס מונק,פסנתר,4794,0,4794_0
איזה כלי נגינה מנגן ת'לוניוס מונק?,פסנתר,instrument,ת'לוניוס מונק,פסנתר,4794,1,4794_1
מה ת'לוניוס מונק משתמש כדי ליצור מוזיקה?,פסנתר,instrument,ת'לוניוס מונק,פסנתר,4794,2,4794_2
באיזה כלי ת'לוניוס מונק ידוע כנגן?,פסנתר,instrument,ת'לוניוס מונק,פסנתר,4794,3,4794_3
באיזה כלי מוזיקלי ת'לוניוס מונק מיומן?,פסנתר,instrument,ת'לוניוס מונק,פסנתר,4794,4,4794_4
איזה כלי נגינה מייק שינודה מנגן?,פסנתר,instrument,מייק שינודה,פסנתר,4795,0,4795_0
איזה כלי נגינה מנגן מייק שינודה?,פסנתר,instrument,מייק שינודה,פסנתר,4795,1,4795_1
מה מייק שינודה משתמש כדי ליצור מוזיקה?,פסנתר,instrument,מייק שינודה,פסנתר,4795,2,4795_2
באיזה כלי מייק שינודה ידוע כנגן?,פסנתר,instrument,מייק שינודה,פסנתר,4795,3,4795_3
באיזה כלי מוזיקלי מייק שינודה מיומן?,פסנתר,instrument,מייק שינודה,פסנתר,4795,4,4795_4
איזה כלי נגינה אריק קלפטון מנגן?,גיטרה,instrument,אריק קלפטון,גיטרה,4796,0,4796_0
איזה כלי נגינה מנגן אריק קלפטון?,גיטרה,instrument,אריק קלפטון,גיטרה,4796,1,4796_1
מה אריק קלפטון משתמש כדי ליצור מוזיקה?,גיטרה,instrument,אריק קלפטון,גיטרה,4796,2,4796_2
באיזה כלי אריק קלפטון ידוע כנגן?,גיטרה,instrument,אריק קלפטון,גיטרה,4796,3,4796_3
באיזה כלי מוזיקלי אריק קלפטון מיומן?,גיטרה,instrument,אריק קלפטון,גיטרה,4796,4,4796_4
איזה כלי נגינה פרנץ ליסט מנגן?,פסנתר,instrument,פרנץ ליסט,פסנתר,4797,0,4797_0
איזה כלי נגינה מנגן פרנץ ליסט?,פסנתר,instrument,פרנץ ליסט,פסנתר,4797,1,4797_1
מה פרנץ ליסט משתמש כדי ליצור מוזיקה?,פסנתר,instrument,פרנץ ליסט,פסנתר,4797,2,4797_2
באיזה כלי פרנץ ליסט ידוע כנגן?,פסנתר,instrument,פרנץ ליסט,פסנתר,4797,3,4797_3
באיזה כלי מוזיקלי פרנץ ליסט מיומן?,פסנתר,instrument,פרנץ ליסט,פסנתר,4797,4,4797_4
איזה כלי נגינה סטיבי וונדר מנגן?,מפוחית פה,instrument,סטיבי וונדר,מפוחית פה,4798,0,4798_0
איזה כלי נגינה מנגן סטיבי וונדר?,מפוחית פה,instrument,סטיבי וונדר,מפוחית פה,4798,1,4798_1
מה סטיבי וונדר משתמש כדי ליצור מוזיקה?,מפוחית פה,instrument,סטיבי וונדר,מפוחית פה,4798,2,4798_2
באיזה כלי סטיבי וונדר ידוע כנגן?,מפוחית פה,instrument,סטיבי וונדר,מפוחית פה,4798,3,4798_3
באיזה כלי מוזיקלי סטיבי וונדר מיומן?,מפוחית פה,instrument,סטיבי וונדר,מפוחית פה,4798,4,4798_4
איזה כלי נגינה ג'ארד לטו מנגן?,כינור,instrument,ג'ארד לטו,כינור,4799,0,4799_0
איזה כלי נגינה מנגן ג'ארד לטו?,כינור,instrument,ג'ארד לטו,כינור,4799,1,4799_1
מה ג'ארד לטו משתמש כדי ליצור מוזיקה?,כינור,instrument,ג'ארד לטו,כינור,4799,2,4799_2
באיזה כלי ג'ארד לטו ידוע כנגן?,כינור,instrument,ג'ארד לטו,כינור,4799,3,4799_3
באיזה כלי מוזיקלי ג'ארד לטו מיומן?,כינור,instrument,ג'ארד לטו,כינור,4799,4,4799_4
איזה כלי נגינה יוהנס ברהמס מנגן?,פסנתר,instrument,יוהנס ברהמס,פסנתר,4800,0,4800_0
איזה כלי נגינה מנגן יוהנס ברהמס?,פסנתר,instrument,יוהנס ברהמס,פסנתר,4800,1,4800_1
מה יוהנס ברהמס משתמש כדי ליצור מוזיקה?,פסנתר,instrument,יוהנס ברהמס,פסנתר,4800,2,4800_2
באיזה כלי יוהנס ברהמס ידוע כנגן?,פסנתר,instrument,יוהנס ברהמס,פסנתר,4800,3,4800_3
