question,answer,relation,subject,object,q_index,prompt_id,q_id
¿Qué instrumento toca Emmanuel Chabrier?,piano,instrument,Emmanuel Chabrier,piano,4763,0,4763_0
¿Qué instrumento musical toca Emmanuel Chabrier?,piano,instrument,Emmanuel Chabrier,piano,4763,1,4763_1
¿Qué usa Emmanuel Chabrier para crear música?,piano,instrument,Emmanuel Chabrier,piano,4763,2,4763_2
¿Por qué instrumento es conocido Emmanuel Chabrier por tocar?,piano,instrument,Emmanuel Chabrier,piano,4763,3,4763_3
¿En qué instrumento musical es Emmanuel Chabrier hábil?,piano,instrument,Emmanuel Chabrier,piano,4763,4,4763_4
¿Qué instrumento toca Serge Gainsbourg?,guitarra,instrument,Serge Gainsbourg,guitarra,4764,0,4764_0
¿Qué instrumento musical toca Serge Gainsbourg?,guitarra,instrument,Serge Gainsbourg,guitarra,4764,1,4764_1
¿Qué usa Serge Gainsbourg para crear música?,guitarra,instrument,Serge Gainsbourg,guitarra,4764,2,4764_2
¿Por qué instrumento es conocido Serge Gainsbourg por tocar?,guitarra,instrument,Serge Gainsbourg,guitarra,4764,3,4764_3
¿En qué instrumento musical es Serge Gainsbourg hábil?,guitarra,instrument,Serge Gainsbourg,guitarra,4764,4,4764_4
¿Qué instrumento toca Edvard Grieg?,piano,instrument,Edvard Grieg,piano,4765,0,4765_0
¿Qué instrumento musical toca Edvard Grieg?,piano,instrument,Edvard Grieg,piano,4765,1,4765_1
¿Qué usa Edvard Grieg para crear música?,piano,instrument,Edvard Grieg,piano,4765,2,4765_2
¿Por qué instrumento es conocido Edvard Grieg por tocar?,piano,instrument,Edvard Grieg,piano,4765,3,4765_3
¿En qué instrumento musical es Edvard Grieg hábil?,piano,instrument,Edvard Grieg,piano,4765,4,4765_4
¿Qué instrumento toca Itzhak Perlman?,violín,instrument,Itzhak Perlman,violín,4766,0,4766_0
¿Qué instrumento musical toca Itzhak Perlman?,violín,instrument,Itzhak Perlman,violín,4766,1,4766_1
¿Qué usa Itzhak Perlman para crear música?,violín,instrument,Itzhak Perlman,violín,4766,2,4766_2
¿Por qué instrumento es conocido Itzhak Perlman por tocar?,violín,instrument,Itzhak Perlman,violín,4766,3,4766_3
¿En qué instrumento musical es Itzhak Perlman hábil?,violín,instrument,Itzhak Perlman,violín,4766,4,4766_4
¿Qué instrumento toca George Martin?,piano,instrument,George Martin,piano,4767,0,4767_0
¿Qué instrumento musical toca George Martin?,piano,instrument,George Martin,piano,4767,1,4767_1
¿Qué usa George Martin para crear música?,piano,instrument,George Martin,piano,4767,2,4767_2
¿Por qué instrumento es conocido George Martin por tocar?,piano,instrument,George Martin,piano,4767,3,4767_3
¿En qué instrumento musical es George Martin hábil?,piano,instrument,George Martin,piano,4767,4,4767_4
¿Qué instrumento toca Bob Dylan?,armónica,instrument,Bob Dylan,armónica,4768,0,4768_0
¿Qué instrumento musical toca Bob Dylan?,armónica,instrument,Bob Dylan,armónica,4768,1,4768_1
¿Qué usa Bob Dylan para crear música?,armónica,instrument,Bob Dylan,armónica,4768,2,4768_2
¿Por qué instrumento es conocido Bob Dylan por tocar?,armónica,instrument,Bob Dylan,armónica,4768,3,4768_3
¿En qué instrumento musical es Bob Dylan hábil?,armónica,instrument,Bob Dylan,armónica,4768,4,4768_4
¿Qué instrumento toca Mike Shinoda?,guitarra,instrument,Mike Shinoda,guitarra,4769,0,4769_0
¿Qué instrumento musical toca Mike Shinoda?,guitarra,instrument,Mike Shinoda,guitarra,4769,1,4769_1
¿Qué usa Mike Shinoda para crear música?,guitarra,instrument,Mike Shinoda,guitarra,4769,2,4769_2
¿Por qué instrumento es conocido Mike Shinoda por tocar?,guitarra,instrument,Mike Shinoda,guitarra,4769,3,4769_3
¿En qué instrumento musical es Mike Shinoda hábil?,guitarra,instrument,Mike Shinoda,guitarra,4769,4,4769_4
¿Qué instrumento toca Jared Leto?,guitarra,instrument,Jared Leto,guitarra,4770,0,4770_0
¿Qué instrumento musical toca Jared Leto?,guitarra,instrument,Jared Leto,guitarra,4770,1,4770_1
¿Qué usa Jared Leto para crear música?,guitarra,instrument,Jared Leto,guitarra,4770,2,4770_2
¿Por qué instrumento es conocido Jared Leto por tocar?,guitarra,instrument,Jared Leto,guitarra,4770,3,4770_3
¿En qué instrumento musical es Jared Leto hábil?,guitarra,instrument,Jared Leto,guitarra,4770,4,4770_4
¿Qué instrumento toca Wolfgang Amadeus Mozart?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,0,4771_0
¿Qué instrumento musical toca Wolfgang Amadeus Mozart?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,1,4771_1
¿Qué usa Wolfgang Amadeus Mozart para crear música?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,2,4771_2
¿Por qué instrumento es conocido Wolfgang Amadeus Mozart por tocar?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,3,4771_3
¿En qué instrumento musical es Wolfgang Amadeus Mozart hábil?,viola,instrument,Wolfgang Amadeus Mozart,viola,4771,4,4771_4
¿Qué instrumento toca Philip Glass?,piano,instrument,Philip Glass,piano,4772,0,4772_0
¿Qué instrumento musical toca Philip Glass?,piano,instrument,Philip Glass,piano,4772,1,4772_1
¿Qué usa Philip Glass para crear música?,piano,instrument,Philip Glass,piano,4772,2,4772_2
¿Por qué instrumento es conocido Philip Glass por tocar?,piano,instrument,Philip Glass,piano,4772,3,4772_3
¿En qué instrumento musical es Philip Glass hábil?,piano,instrument,Philip Glass,piano,4772,4,4772_4
¿Qué instrumento toca Giuseppe Tartini?,violín,instrument,Giuseppe Tartini,violín,4773,0,4773_0
¿Qué instrumento musical toca Giuseppe Tartini?,violín,instrument,Giuseppe Tartini,violín,4773,1,4773_1
¿Qué usa Giuseppe Tartini para crear música?,violín,instrument,Giuseppe Tartini,violín,4773,2,4773_2
¿Por qué instrumento es conocido Giuseppe Tartini por tocar?,violín,instrument,Giuseppe Tartini,violín,4773,3,4773_3
¿En qué instrumento musical es Giuseppe Tartini hábil?,violín,instrument,Giuseppe Tartini,violín,4773,4,4773_4
¿Qué instrumento toca Francis Poulenc?,piano,instrument,Francis Poulenc,piano,4774,0,4774_0
¿Qué instrumento musical toca Francis Poulenc?,piano,instrument,Francis Poulenc,piano,4774,1,4774_1
¿Qué usa Francis Poulenc para crear música?,piano,instrument,Francis Poulenc,piano,4774,2,4774_2
¿Por qué instrumento es conocido Francis Poulenc por tocar?,piano,instrument,Francis Poulenc,piano,4774,3,4774_3
¿En qué instrumento musical es Francis Poulenc hábil?,piano,instrument,Francis Poulenc,piano,4774,4,4774_4
¿Qué instrumento toca Brad Delson?,guitarra,instrument,Brad Delson,guitarra,4775,0,4775_0
¿Qué instrumento musical toca Brad Delson?,guitarra,instrument,Brad Delson,guitarra,4775,1,4775_1
¿Qué usa Brad Delson para crear música?,guitarra,instrument,Brad Delson,guitarra,4775,2,4775_2
¿Por qué instrumento es conocido Brad Delson por tocar?,guitarra,instrument,Brad Delson,guitarra,4775,3,4775_3
¿En qué instrumento musical es Brad Delson hábil?,guitarra,instrument,Brad Delson,guitarra,4775,4,4775_4
¿Qué instrumento toca Lady Gaga?,piano,instrument,Lady Gaga,piano,4776,0,4776_0
¿Qué instrumento musical toca Lady Gaga?,piano,instrument,Lady Gaga,piano,4776,1,4776_1
¿Qué usa Lady Gaga para crear música?,piano,instrument,Lady Gaga,piano,4776,2,4776_2
¿Por qué instrumento es conocido Lady Gaga por tocar?,piano,instrument,Lady Gaga,piano,4776,3,4776_3
¿En qué instrumento musical es Lady Gaga hábil?,piano,instrument,Lady Gaga,piano,4776,4,4776_4
¿Qué instrumento toca Elvis Presley?,guitarra,instrument,Elvis Presley,guitarra,4777,0,4777_0
¿Qué instrumento musical toca Elvis Presley?,guitarra,instrument,Elvis Presley,guitarra,4777,1,4777_1
¿Qué usa Elvis Presley para crear música?,guitarra,instrument,Elvis Presley,guitarra,4777,2,4777_2
¿Por qué instrumento es conocido Elvis Presley por tocar?,guitarra,instrument,Elvis Presley,guitarra,4777,3,4777_3
¿En qué instrumento musical es Elvis Presley hábil?,guitarra,instrument,Elvis Presley,guitarra,4777,4,4777_4
¿Qué instrumento toca Johann Strauss?,violín,instrument,Johann Strauss,violín,4778,0,4778_0
¿Qué instrumento musical toca Johann Strauss?,violín,instrument,Johann Strauss,violín,4778,1,4778_1
¿Qué usa Johann Strauss para crear música?,violín,instrument,Johann Strauss,violín,4778,2,4778_2
¿Por qué instrumento es conocido Johann Strauss por tocar?,violín,instrument,Johann Strauss,violín,4778,3,4778_3
¿En qué instrumento musical es Johann Strauss hábil?,violín,instrument,Johann Strauss,violín,4778,4,4778_4
¿Qué instrumento toca Leonard Cohen?,guitarra,instrument,Leonard Cohen,guitarra,4779,0,4779_0
¿Qué instrumento musical toca Leonard Cohen?,guitarra,instrument,Leonard Cohen,guitarra,4779,1,4779_1
¿Qué usa Leonard Cohen para crear música?,guitarra,instrument,Leonard Cohen,guitarra,4779,2,4779_2
¿Por qué instrumento es conocido Leonard Cohen por tocar?,guitarra,instrument,Leonard Cohen,guitarra,4779,3,4779_3
¿En qué instrumento musical es Leonard Cohen hábil?,guitarra,instrument,Leonard Cohen,guitarra,4779,4,4779_4
¿Qué instrumento toca George Gershwin?,piano,instrument,George Gershwin,piano,4780,0,4780_0
¿Qué instrumento musical toca George Gershwin?,piano,instrument,George Gershwin,piano,4780,1,4780_1
¿Qué usa George Gershwin para crear música?,piano,instrument,George Gershwin,piano,4780,2,4780_2
¿Por qué instrumento es conocido George Gershwin por tocar?,piano,instrument,George Gershwin,piano,4780,3,4780_3
¿En qué instrumento musical es George Gershwin hábil?,piano,instrument,George Gershwin,piano,4780,4,4780_4
¿Qué instrumento toca Ernest Chausson?,piano,instrument,Ernest Chausson,piano,4781,0,4781_0
¿Qué instrumento musical toca Ernest Chausson?,piano,instrument,Ernest Chausson,piano,4781,1,4781_1
¿Qué usa Ernest Chausson para crear música?,piano,instrument,Ernest Chausson,piano,4781,2,4781_2
¿Por qué instrumento es conocido Ernest Chausson por tocar?,piano,instrument,Ernest Chausson,piano,4781,3,4781_3
¿En qué instrumento musical es Ernest Chausson hábil?,piano,instrument,Ernest Chausson,piano,4781,4,4781_4
¿Qué instrumento toca Celine Dion?,piano,instrument,Celine Dion,piano,4782,0,4782_0
¿Qué instrumento musical toca Celine Dion?,piano,instrument,Celine Dion,piano,4782,1,4782_1
¿Qué usa Celine Dion para crear música?,piano,instrument,Celine Dion,piano,4782,2,4782_2
¿Por qué instrumento es conocido Celine Dion por tocar?,piano,instrument,Celine Dion,piano,4782,3,4782_3
¿En qué instrumento musical es Celine Dion hábil?,piano,instrument,Celine Dion,piano,4782,4,4782_4
¿Qué instrumento toca Bruce Springsteen?,armónica,instrument,Bruce Springsteen,armónica,4783,0,4783_0
¿Qué instrumento musical toca Bruce Springsteen?,armónica,instrument,Bruce Springsteen,armónica,4783,1,4783_1
¿Qué usa Bruce Springsteen para crear música?,armónica,instrument,Bruce Springsteen,armónica,4783,2,4783_2
¿Por qué instrumento es conocido Bruce Springsteen por tocar?,armónica,instrument,Bruce Springsteen,armónica,4783,3,4783_3
¿En qué instrumento musical es Bruce Springsteen hábil?,armónica,instrument,Bruce Springsteen,armónica,4783,4,4783_4
¿Qué instrumento toca Carl Czerny?,piano,instrument,Carl Czerny,piano,4784,0,4784_0
¿Qué instrumento musical toca Carl Czerny?,piano,instrument,Carl Czerny,piano,4784,1,4784_1
¿Qué usa Carl Czerny para crear música?,piano,instrument,Carl Czerny,piano,4784,2,4784_2
¿Por qué instrumento es conocido Carl Czerny por tocar?,piano,instrument,Carl Czerny,piano,4784,3,4784_3
¿En qué instrumento musical es Carl Czerny hábil?,piano,instrument,Carl Czerny,piano,4784,4,4784_4
¿Qué instrumento toca Antonio Vivaldi?,violín,instrument,Antonio Vivaldi,violín,4785,0,4785_0
¿Qué instrumento musical toca Antonio Vivaldi?,violín,instrument,Antonio Vivaldi,violín,4785,1,4785_1
¿Qué usa Antonio Vivaldi para crear música?,violín,instrument,Antonio Vivaldi,violín,4785,2,4785_2
¿Por qué instrumento es conocido Antonio Vivaldi por tocar?,violín,instrument,Antonio Vivaldi,violín,4785,3,4785_3
¿En qué instrumento musical es Antonio Vivaldi hábil?,violín,instrument,Antonio Vivaldi,violín,4785,4,4785_4
¿Qué instrumento toca Jimi Hendrix?,guitarra,instrument,Jimi Hendrix,guitarra,4786,0,4786_0
¿Qué instrumento musical toca Jimi Hendrix?,guitarra,instrument,Jimi Hendrix,guitarra,4786,1,4786_1
¿Qué usa Jimi Hendrix para crear música?,guitarra,instrument,Jimi Hendrix,guitarra,4786,2,4786_2
¿Por qué instrumento es conocido Jimi Hendrix por tocar?,guitarra,instrument,Jimi Hendrix,guitarra,4786,3,4786_3
¿En qué instrumento musical es Jimi Hendrix hábil?,guitarra,instrument,Jimi Hendrix,guitarra,4786,4,4786_4
¿Qué instrumento toca Paul Hindemith?,viola,instrument,Paul Hindemith,viola,4787,0,4787_0
¿Qué instrumento musical toca Paul Hindemith?,viola,instrument,Paul Hindemith,viola,4787,1,4787_1
¿Qué usa Paul Hindemith para crear música?,viola,instrument,Paul Hindemith,viola,4787,2,4787_2
¿Por qué instrumento es conocido Paul Hindemith por tocar?,viola,instrument,Paul Hindemith,viola,4787,3,4787_3
¿En qué instrumento musical es Paul Hindemith hábil?,viola,instrument,Paul Hindemith,viola,4787,4,4787_4
¿Qué instrumento toca John Coltrane?,clarinete,instrument,John Coltrane,clarinete,4788,0,4788_0
¿Qué instrumento musical toca John Coltrane?,clarinete,instrument,John Coltrane,clarinete,4788,1,4788_1
¿Qué usa John Coltrane para crear música?,clarinete,instrument,John Coltrane,clarinete,4788,2,4788_2
¿Por qué instrumento es conocido John Coltrane por tocar?,clarinete,instrument,John Coltrane,clarinete,4788,3,4788_3
¿En qué instrumento musical es John Coltrane hábil?,clarinete,instrument,John Coltrane,clarinete,4788,4,4788_4
¿Qué instrumento toca George Enescu?,violín,instrument,George Enescu,violín,4789,0,4789_0
¿Qué instrumento musical toca George Enescu?,violín,instrument,George Enescu,violín,4789,1,4789_1
¿Qué usa George Enescu para crear música?,violín,instrument,George Enescu,violín,4789,2,4789_2
¿Por qué instrumento es conocido George Enescu por tocar?,violín,instrument,George Enescu,violín,4789,3,4789_3
¿En qué instrumento musical es George Enescu hábil?,violín,instrument,George Enescu,violín,4789,4,4789_4
¿Qué instrumento toca Paul McCartney?,piano,instrument,Paul McCartney,piano,4790,0,4790_0
¿Qué instrumento musical toca Paul McCartney?,piano,instrument,Paul McCartney,piano,4790,1,4790_1
¿Qué usa Paul McCartney para crear música?,piano,instrument,Paul McCartney,piano,4790,2,4790_2
¿Por qué instrumento es conocido Paul McCartney por tocar?,piano,instrument,Paul McCartney,piano,4790,3,4790_3
¿En qué instrumento musical es Paul McCartney hábil?,piano,instrument,Paul McCartney,piano,4790,4,4790_4
¿Qué instrumento toca Tomaso Albinoni?,violín,instrument,Tomaso Albinoni,violín,4791,0,4791_0
¿Qué instrumento musical toca Tomaso Albinoni?,violín,instrument,Tomaso Albinoni,violín,4791,1,4791_1
¿Qué usa Tomaso Albinoni para crear música?,violín,instrument,Tomaso Albinoni,violín,4791,2,4791_2
¿Por qué instrumento es conocido Tomaso Albinoni por tocar?,violín,instrument,Tomaso Albinoni,violín,4791,3,4791_3
¿En qué instrumento musical es Tomaso Albinoni hábil?,violín,instrument,Tomaso Albinoni,violín,4791,4,4791_4
¿Qué instrumento toca Robert Schumann?,piano,instrument,Robert Schumann,piano,4792,0,4792_0
¿Qué instrumento musical toca Robert Schumann?,piano,instrument,Robert Schumann,piano,4792,1,4792_1
¿Qué usa Robert Schumann para crear música?,piano,instrument,Robert Schumann,piano,4792,2,4792_2
¿Por qué instrumento es conocido Robert Schumann por tocar?,piano,instrument,Robert Schumann,piano,4792,3,4792_3
¿En qué instrumento musical es Robert Schumann hábil?,piano,instrument,Robert Schumann,piano,4792,4,4792_4
¿Qué instrumento toca Arthur Rubinstein?,piano,instrument,Arthur Rubinstein,piano,4793,0,4793_0
¿Qué instrumento musical toca Arthur Rubinstein?,piano,instrument,Arthur Rubinstein,piano,4793,1,4793_1
¿Qué usa Arthur Rubinstein para crear música?,piano,instrument,Arthur Rubinstein,piano,4793,2,4793_2
¿Por qué instrumento es conocido Arthur Rubinstein por tocar?,piano,instrument,Arthur Rubinstein,piano,4793,3,4793_3
¿En qué instrumento musical es Arthur Rubinstein hábil?,piano,instrument,Arthur Rubinstein,piano,4793,4,4793_4
¿Qué instrumento toca Thelonious Monk?,piano,instrument,Thelonious Monk,piano,4794,0,4794_0
¿Qué instrumento musical toca Thelonious Monk?,piano,instrument,Thelonious Monk,piano,4794,1,4794_1
¿Qué usa Thelonious Monk para crear música?,piano,instrument,Thelonious Monk,piano,4794,2,4794_2
¿Por qué instrumento es conocido Thelonious Monk por tocar?,piano,instrument,Thelonious Monk,piano,4794,3,4794_3
¿En qué instrumento musical es Thelonious Monk hábil?,piano,instrument,Thelonious Monk,piano,4794,4,4794_4
¿Qué instrumento toca Mike Shinoda?,piano,instrument,Mike Shinoda,piano,4795,0,4795_0
¿Qué instrumento musical toca Mike Shinoda?,piano,instrument,Mike Shinoda,piano,4795,1,4795_1
¿Qué usa Mike Shinoda para crear música?,piano,instrument,Mike Shinoda,piano,4795,2,4795_2
¿Por qué instrumento es conocido Mike Shinoda por tocar?,piano,instrument,Mike Shinoda,piano,4795,3,4795_3
¿En qué instrumento musical es Mike Shinoda hábil?,piano,instrument,Mike Shinoda,piano,4795,4,4795_4
¿Qué instrumento toca Eric Clapton?,guitarra,instrument,Eric Clapton,guitarra,4796,0,4796_0
¿Qué instrumento musical toca Eric Clapton?,guitarra,instrument,Eric Clapton,guitarra,4796,1,4796_1
¿Qué usa Eric Clapton para crear música?,guitarra,instrument,Eric Clapton,guitarra,4796,2,4796_2
¿Por qué instrumento es conocido Eric Clapton por tocar?,guitarra,instrument,Eric Clapton,guitarra,4796,3,4796_3
¿En qué instrumento musical es Eric Clapton hábil?,guitarra,instrument,Eric Clapton,guitarra,4796,4,4796_4
¿Qué instrumento toca Franz Liszt?,piano,instrument,Franz Liszt,piano,4797,0,4797_0
¿Qué instrumento musical toca Franz Liszt?,piano,instrument,Franz Liszt,piano,4797,1,4797_1
¿Qué usa Franz Liszt para crear música?,piano,instrument,Franz Liszt,piano,4797,2,4797_2
¿Por qué instrumento es conocido Franz Liszt por tocar?,piano,instrument,Franz Liszt,piano,4797,3,4797_3
¿En qué instrumento musical es Franz Liszt hábil?,piano,instrument,Franz Liszt,piano,4797,4,4797_4
¿Qué instrumento toca Stevie Wonder?,armónica,instrument,Stevie Wonder,armónica,4798,0,4798_0
¿Qué instrumento musical toca Stevie Wonder?,armónica,instrument,Stevie Wonder,armónica,4798,1,4798_1
¿Qué usa Stevie Wonder para crear música?,armónica,instrument,Stevie Wonder,armónica,4798,2,4798_2
¿Por qué instrumento es conocido Stevie Wonder por tocar?,armónica,instrument,Stevie Wonder,armónica,4798,3,4798_3
¿En qué instrumento musical es Stevie Wonder hábil?,armónica,instrument,Stevie Wonder,armónica,4798,4,4798_4
¿Qué instrumento toca Jared Leto?,violín,instrument,Jared Leto,violín,4799,0,4799_0
¿Qué instrumento musical toca Jared Leto?,violín,instrument,Jared Leto,violín,4799,1,4799_1
¿Qué usa Jared Leto para crear música?,violín,instrument,Jared Leto,violín,4799,2,4799_2
¿Por qué instrumento es conocido Jared Leto por tocar?,violín,instrument,Jared Leto,violín,4799,3,4799_3
¿En qué instrumento musical es Jared Leto hábil?,violín,instrument,Jared Leto,violín,4799,4,4799_4
¿Qué instrumento toca Johannes Brahms?,piano,instrument,Johannes Brahms,piano,4800,0,4800_0
¿Qué instrumento musical toca Johannes Brahms?,piano,instrument,Johannes Brahms,piano,4800,1,4800_1
¿Qué usa Johannes Brahms para crear música?,piano,instrument,Johannes Brahms,piano,4800,2,4800_2
¿Por qué instrumento es conocido Johannes Brahms por tocar?,piano,instrument,Johannes Brahms,piano,4800,3,4800_3
¿En qué instrumento musical es Johannes Brahms hábil?,piano,instrument,Johannes Brahms,piano,4800,4,4800_4
¿Qué instrumento toca Ray Charles?,piano,instrument,Ray Charles,piano,4801,0,4801_0
¿Qué instrumento musical toca Ray Charles?,piano,instrument,Ray Charles,piano,4801,1,4801_1
¿Qué usa Ray Charles para crear música?,piano,instrument,Ray Charles,piano,4801,2,4801_2
¿Por qué instrumento es conocido Ray Charles por tocar?,piano,instrument,Ray Charles,piano,4801,3,4801_3
¿En qué instrumento musical es Ray Charles hábil?,piano,instrument,Ray Charles,piano,4801,4,4801_4
¿Qué instrumento toca Brian May?,guitarra,instrument,Brian May,guitarra,4802,0,4802_0
¿Qué instrumento musical toca Brian May?,guitarra,instrument,Brian May,guitarra,4802,1,4802_1
¿Qué usa Brian May para crear música?,guitarra,instrument,Brian May,guitarra,4802,2,4802_2
¿Por qué instrumento es conocido Brian May por tocar?,guitarra,instrument,Brian May,guitarra,4802,3,4802_3
¿En qué instrumento musical es Brian May hábil?,guitarra,instrument,Brian May,guitarra,4802,4,4802_4
¿Con qué religión está afiliado Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,0,4632_0
¿Cuál es la creencia religiosa de Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,1,4632_1
¿Qué fe sigue Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,2,4632_2
¿Qué religión practica Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,3,4632_3
¿En qué religión está involucrado Buda Gautama?,budismo,religion,Buda Gautama,budismo,4632,4,4632_4
¿Con qué religión está afiliado Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,0,4633_0
¿Cuál es la creencia religiosa de Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,1,4633_1
¿Qué fe sigue Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,2,4633_2
¿Qué religión practica Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,3,4633_3
¿En qué religión está involucrado Agustín de Hipona?,cristianismo,religion,Agustín de Hipona,cristianismo,4633,4,4633_4
¿Con qué religión está afiliado albaneses?,musulmán,religion,albaneses,musulmán,4634,0,4634_0
¿Cuál es la creencia religiosa de albaneses?,musulmán,religion,albaneses,musulmán,4634,1,4634_1
¿Qué fe sigue albaneses?,musulmán,religion,albaneses,musulmán,4634,2,4634_2
¿Qué religión practica albaneses?,musulmán,religion,albaneses,musulmán,4634,3,4634_3
¿En qué religión está involucrado albaneses?,musulmán,religion,albaneses,musulmán,4634,4,4634_4
¿Con qué religión está afiliado Beda?,cristianismo,religion,Beda,cristianismo,4635,0,4635_0
¿Cuál es la creencia religiosa de Beda?,cristianismo,religion,Beda,cristianismo,4635,1,4635_1
¿Qué fe sigue Beda?,cristianismo,religion,Beda,cristianismo,4635,2,4635_2
¿Qué religión practica Beda?,cristianismo,religion,Beda,cristianismo,4635,3,4635_3
¿En qué religión está involucrado Beda?,cristianismo,religion,Beda,cristianismo,4635,4,4635_4
¿Con qué religión está afiliado Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,0,4636_0
¿Cuál es la creencia religiosa de Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,1,4636_1
¿Qué fe sigue Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,2,4636_2
¿Qué religión practica Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,3,4636_3
¿En qué religión está involucrado Constantino I?,cristianismo,religion,Constantino I,cristianismo,4636,4,4636_4
¿Con qué religión está afiliado Jacob?,judaísmo,religion,Jacob,judaísmo,4637,0,4637_0
¿Cuál es la creencia religiosa de Jacob?,judaísmo,religion,Jacob,judaísmo,4637,1,4637_1
¿Qué fe sigue Jacob?,judaísmo,religion,Jacob,judaísmo,4637,2,4637_2
¿Qué religión practica Jacob?,judaísmo,religion,Jacob,judaísmo,4637,3,4637_3
¿En qué religión está involucrado Jacob?,judaísmo,religion,Jacob,judaísmo,4637,4,4637_4
¿Con qué religión está afiliado obispo?,cristianismo,religion,obispo,cristianismo,4638,0,4638_0
¿Cuál es la creencia religiosa de obispo?,cristianismo,religion,obispo,cristianismo,4638,1,4638_1
¿Qué fe sigue obispo?,cristianismo,religion,obispo,cristianismo,4638,2,4638_2
¿Qué religión practica obispo?,cristianismo,religion,obispo,cristianismo,4638,3,4638_3
¿En qué religión está involucrado obispo?,cristianismo,religion,obispo,cristianismo,4638,4,4638_4
¿Con qué religión está afiliado Honorio III?,cristianismo,religion,Honorio III,cristianismo,4639,0,4639_0
