question,answer,language,q_id,cooc_num_pairs,cooc_total_pairs,cooc_coverage_ratio,cooc_unseen_keywords_count,cooc_unseen_keywords_ratio,cooc_avg_pmi,cooc_max_pmi,cooc_min_pmi,cooc_std_pmi
In what year was Greg Brown's album One More Goodnight Kiss released?,1988,en,65,62,66.0,0.9393939393939394,0,0.0,-0.8166133017962803,4.946786711821216,-2.2165572304952423,1.0372405064665726
"En quelle année est sorti l'album ""One More Goodnight Kiss"" de Greg Brown ?",1988,fr,65,55,66.0,0.8333333333333334,0,0.0,-0.7407692461550989,6.573913564967362,-4.0655507461040665,1.7917324383646749
"באיזו שנה יצא האלבום ""One More Goodnight Kiss"" של גרג בראון?",1988,he,65,48,66.0,0.7272727272727273,0,0.0,-0.46771658245553643,4.284745551146926,-2.168359168102047,1.198436278254168
格雷格·布朗 (Greg Brown) 的专辑《再吻一夜情》(One More Goodnight Kiss) 是在哪一年发行的？,1988年,zh,65,87,171.0,0.5087719298245614,0,0.0,-0.08424303093692465,10.530983288615495,-4.58252924760699,2.551418462637349
In welchem Jahr wurde Greg Browns Album Ein letzter Gute-Nacht-Kuss veröffentlicht?,1988,de,65,47,55.0,0.8545454545454545,0,0.0,-1.6895119970722885,1.0270068319062557,-3.3763493687868005,0.8675334034341489
"¿En qué año se lanzó el álbum ""One More Goodnight Kiss"" de Greg Brown?",1988,es,65,41,55.0,0.7454545454545455,0,0.0,-0.41977744998448174,4.397670178267631,-3.63871306788135,1.4003252546766265
"ग्रेग ब्राउन का एल्बम ""वन मोर गुडनाइट किस"" किस साल रिलीज़ हुआ था?",1988,hi,65,43,66.0,0.6515151515151515,0,0.0,-0.9576096573729708,2.6256911307068367,-4.730931809597948,1.3392918803715936
Pada tahun berapa album Greg Brown yang berjudul One More Goodnight Kiss dirilis?,1988,id,65,60,78.0,0.7692307692307693,0,0.0,-1.3750422498774921,1.0608392107493372,-5.1403745822220905,1.2888785092438046
In che anno è stato pubblicato l'album di Greg Brown Un Altro Bacio Della Buonanotte?,1988,it,65,60,66.0,0.9090909090909091,0,0.0,-0.5783727404827561,2.8644385451727317,-2.23774344312454,0.925185652992953
グレッグ・ブラウンのアルバム「もうひとつのグッドナイト・キス」がリリースされたのは何年ですか？,1988年,ja,65,195,210.0,0.9285714285714286,0,0.0,-0.6558726407810967,4.6082361732012895,-3.157003960976145,0.9611381754867554
그렉 브라운의 앨범 원 모어 굿나잇 키스는 몇 년도에 발매되었습니까?,1988년,ko,65,16,66.0,0.24242424242424243,1,0.08333333333333333,-1.7788939685036698,2.737931540222429,-5.989949515896766,2.209866112078367
Em que ano foi lançado o álbum One More Goodnight Kiss de Greg Brown?,1988,pt,65,45,55.0,0.8181818181818182,0,0.0,-0.9392931419288535,2.006055735216315,-2.4432605669297165,1.1374219500759084
In what year was the NIH MERIT Award first created?,1986,en,31,27,28.0,0.9642857142857143,0,0.0,-1.7109154540408278,0.738857811279454,-5.895923833275394,1.123766923183512
En quelle année le prix MERIT des NIH a-t-il été créé pour la première fois ?,1986,fr,31,77,91.0,0.8461538461538461,0,0.0,-0.7625199923386076,1.2048512246803653,-2.932206963579886,0.5735559218819587
באיזו שנה הוכרז לראשונה על פרס NIH MERIT?,1986,he,31,24,36.0,0.6666666666666666,0,0.0,-0.5749503830886836,1.0791385748567557,-3.4960002991586476,1.0377888732106024
美国国家卫生研究院优秀研究人才奖是在哪一年设立的？,1986年,zh,31,49,66.0,0.7424242424242424,0,0.0,-0.4876393260455778,3.2241349377363755,-3.4995631952118824,1.1880078984733546
In welchem Jahr wurde der NIH MERIT Award erstmals verliehen?,1986,de,31,20,28.0,0.7142857142857143,0,0.0,-1.1356488061616312,1.4854388408193395,-3.5600943931281934,1.0338567164436983
¿En qué año se creó por primera vez el Premio MERIT de los NIH?,1986,es,31,37,45.0,0.8222222222222222,0,0.0,-0.6801751310765589,1.0749661958376548,-2.464160549119257,0.7308703940199062
एनआईएच मेरिट अवॉर्ड पहली बार किस साल शुरू किया गया था?,1986,hi,31,45,55.0,0.8181818181818182,0,0.0,-1.2703445301540017,0.7806874647728056,-5.345853815993496,1.080399654269279
Pada tahun berapakah Penghargaan NIH MERIT pertama kali diciptakan?,1986,id,31,41,45.0,0.9111111111111111,0,0.0,-0.9468420463260574,0.8806108929596133,-2.9165175580742213,0.7536958974579206
In quale anno è stato istituito per la prima volta il premio NIH MERIT?,1986,it,31,45,55.0,0.8181818181818182,0,0.0,-0.43629079665003984,1.9008407428051792,-1.7796163952375361,0.7186085205123823
NIH MERIT賞が最初に創設されたのは何年ですか？,1986年,ja,31,119,136.0,0.875,0,0.0,-0.7646176580023238,6.328148271726465,-2.3867915410775735,0.9050564272592841
NIH MERIT 상은 언제 처음 제정되었습니까?,1986년,ko,31,10,28.0,0.35714285714285715,2,0.25,-0.7767610926583247,5.599937989074265,-3.3530995904722287,2.644328219227112
Em que ano o prêmio NIH MERIT foi criado pela primeira vez?,1986,pt,31,31,45.0,0.6888888888888889,1,0.1,-0.9454266788974198,1.0735748924761488,-2.9164402787927997,0.6527139683699291
What term is used in South Africa to describe someone who obtains government contracts to facilitate outsourced services?,Tenderpreneur,en,43,84,105.0,0.8,1,0.06666666666666667,-1.2967118227479428,1.4476972187652988,-3.276691680961214,1.0043290765693873
Quel terme est utilisé en Afrique du Sud pour décrire une personne qui obtient des contrats gouvernementaux pour faciliter les services externalisés ?,Tenderpreneur,fr,43,92,120.0,0.7666666666666667,1,0.0625,-0.577867190286948,4.292028854213198,-2.011867005834466,0.9423660811074237
באיזה מונח משתמשים בדרום אפריקה כדי לתאר מישהו שמשיג חוזים ממשלתיים על מנת לקדם שירותים במיקור חוץ?,טנדרפרנור,he,43,115,153.0,0.7516339869281046,1,0.05555555555555555,-0.6811360207561009,3.6095789459091434,-3.1642445002903288,1.0046145739372516
在南非，用什么术语来形容那些获得政府合同以促进外包服务的人？,招标企业家,zh,43,186,190.0,0.9789473684210527,0,0.0,-0.7240125430031757,1.8015258090242172,-3.799987370612393,0.8073626142433449
"Welcher Begriff wird in Südafrika verwendet, um jemanden zu bezeichnen, der Regierungsaufträge erhält, um ausgelagerte Dienstleistungen zu ermöglichen?",Tenderpreneur,de,43,51,91.0,0.5604395604395604,2,0.14285714285714285,-1.0103428438620972,1.4808073129022403,-2.680083887974274,0.7437068822957121
¿Qué término se utiliza en Sudáfrica para describir a alguien que obtiene contratos del Gobierno para facilitar servicios subcontratados?,Tenderpreneur,es,43,83,105.0,0.7904761904761904,1,0.06666666666666667,-0.5050362253795854,2.4581434101433937,-4.2586028179341495,0.9117044550639826
"दक्षिण अफ़्रीका में, आउटसोर्स सेवाएं मुहैया कराने के लिए सरकार से समझौता करने वाले व्यक्ति को क्या कहा जाता है?",टेंडरप्रेन्योर,hi,43,161,190.0,0.8473684210526315,1,0.05,-0.42335027929963637,4.23605011404351,-2.7359067718067345,0.755949657881803
Istilah apa yang digunakan di Afrika Selatan untuk mendeskripsikan seseorang yang memperoleh kontrak pemerintah untuk memfasilitasi layanan outsourcing?,Tenderpreneur,id,43,85,105.0,0.8095238095238095,1,0.06666666666666667,-1.171693911156498,2.3478956378586138,-2.788868608174397,0.8454934135871107
Quale termine viene utilizzato in Sudafrica per descrivere qualcuno che ottiene contratti governativi per facilitare i servizi esternalizzati?,Tenderpreneur,it,43,59,91.0,0.6483516483516484,1,0.07142857142857142,-0.6546658135304914,2.5133673349399177,-4.2578658597728545,0.9880779830823462
南アフリカで、外注サービスを円滑に進めるために政府の契約を取得する人を指す用語は何ですか？,テンダープレナー,ja,43,200,231.0,0.8658008658008658,1,0.045454545454545456,-0.3623187702887196,4.672327495351571,-2.3675888872103434,0.8494250337625893
아웃소싱된 서비스를 용이하게 하기 위해 정부 계약을 획득하는 사람을 나타내는 남아프리카 공화국 용어는 무엇입니까?,텐더프레너,ko,43,58,105.0,0.5523809523809524,2,0.13333333333333333,-1.6399901411305577,3.564345059867421,-5.139353391656236,1.3361156208479616
Qual termo é usado na África do Sul para descrever alguém que obtém contratos governamentais para facilitar serviços terceirizados?,Tenderpreneur,pt,43,95,120.0,0.7916666666666666,1,0.0625,-0.5991929105103595,3.0072310305333856,-3.494682116933382,1.0196534694488648
What was the television network that aired The Greatest Canadian Invention?,CBC Television,en,55,30,36.0,0.8333333333333334,0,0.0,-0.8920720842986455,2.773878807810098,-2.985790031904125,1.235800036485889
"Quelle chaîne de télévision a diffusé l'émission ""The Greatest Canadian Invention"" ?",CBC Television,fr,55,52,66.0,0.7878787878787878,0,0.0,-0.4197466220264243,3.4953925557944205,-3.2275648421674488,1.496883475795059
איזו רשת טלוויזיה שידרה את הסדרה The Greatest Canadian Invention?,טלוויזיה CBC,he,55,31,55.0,0.5636363636363636,0,0.0,-0.6951354014545367,2.16016608674235,-3.2306414375759864,1.4930820381949714
《最伟大的加拿大发明》(The Greatest Canadian Invention) 是由哪家电视网络播出的？,加拿大广播公司电视台,zh,55,92,136.0,0.6764705882352942,0,0.0,-0.3245536282673619,7.067027247215475,-2.980526516208024,1.796860124293235
Welcher Fernsehsender strahlte Die größte kanadische Erfindung aus?,CBC Television,de,55,19,36.0,0.5277777777777778,0,0.0,-0.26067965640548746,5.947451410409971,-3.389955041841555,2.1315701248989773
"¿Cuál fue la cadena de televisión que emitió ""The Greatest Canadian Invention""?",CBC Television,es,55,30,55.0,0.5454545454545454,0,0.0,-1.3100536142979788,2.242628749144737,-4.082929927593372,1.504751142381773
द ग्रेटेस्ट कनेडियन इन्वेंशन को किस टेलीविजन नेटवर्क ने प्रसारित किया था?,सीबीसी टेलीविजन,hi,55,35,55.0,0.6363636363636364,0,0.0,-0.6433120251943508,3.139270379874851,-2.286744825386825,1.067564710313109
Jaringan televisi apa yang menayangkan The Greatest Canadian Invention?,CBC Television,id,55,24,45.0,0.5333333333333333,0,0.0,-1.4587436716136306,2.8697042494213334,-4.505612387682623,1.7941026674746223
Quale rete televisiva ha trasmesso La più grande invenzione canadese?,CBC Television,it,55,36,45.0,0.8,0,0.0,-0.7006632633664058,2.59312973186963,-1.908197754880282,0.9256505383522942
グレイテスト・カナディアン・インベンションを放送したテレビ局は何ですか？,CBCテレビ,ja,55,94,120.0,0.7833333333333333,0,0.0,-0.7209801331328862,3.499239507548648,-1.9410053217743255,0.8486934848959551
위대한 캐나다 발명품을 방영한 텔레비전 네트워크는 어디입니까?,CBC 텔레비전,ko,55,4,28.0,0.14285714285714285,2,0.25,-2.3067432664136547,1.4001162203928617,-5.847448762584634,3.073017569375392
Que estação de televisão transmitiu A Maior Invenção Canadiana?,CBC Television,pt,55,14,28.0,0.5,0,0.0,-2.0950966865382274,0.5123637141338665,-4.950412339659133,1.5551107510027065
What was the name of Nellie McKay's record label when Pretty Little Head was released?,Hungry Mouse,en,35,80,91.0,0.8791208791208791,0,0.0,-1.1913516557761283,0.9186741981638993,-3.9231697177148384,0.7468097298751474
"Quel était le nom du label de Nellie McKay lorsque ""Pretty Little Head"" est sorti ?",Hungry Mouse,fr,35,53,78.0,0.6794871794871795,0,0.0,-0.9363850332087669,4.359455980320621,-4.163996559369306,1.6006734572804429
מה היה שם הלייבל של נלי מקיי כאשר יצא האלבום Pretty Little Head?,Hungry Mouse,he,35,70,105.0,0.6666666666666666,0,0.0,-0.8736457098829526,4.5654881354615995,-4.047260874576813,1.4346644681299534
《美丽小脑袋》(Pretty Little Head) 发行时，娜丽·麦凯 (Nellie McKay) 的唱片公司叫什么名字？,Hungry Mouse,zh,35,74,190.0,0.3894736842105263,2,0.1,-0.2607153956719875,10.2875605160276,-3.455408902323535,2.557378185470307
"Wie hieß Nellie McKays Plattenlabel, als Pretty Little Head veröffentlicht wurde?",Hungry Mouse,de,35,42,78.0,0.5384615384615384,1,0.07692307692307693,-0.9884434631749912,3.2303959839532097,-3.193373858957589,1.4317139828851857
"¿Cuál era el nombre del sello discográfico de Nellie McKay cuando se lanzó ""Pretty Little Head""?",Hungry Mouse,es,35,67,105.0,0.638095238095238,0,0.0,-0.47838776602361555,6.111848984502158,-3.7948621397744247,1.6546990964987205
"जब ""प्रिटी लिटिल हेड"" रिलीज़ हुआ था, उस समय नेली मैके के रिकॉर्ड लेबल का क्या नाम था?",हंग्री माउस,hi,35,106,153.0,0.6928104575163399,1,0.05555555555555555,-0.511196339328908,1.4315123049037048,-4.170723500398991,0.761092292847667
Apa nama label rekaman Nellie McKay saat Pretty Little Head dirilis?,Hungry Mouse,id,35,51,78.0,0.6538461538461539,1,0.07692307692307693,-1.9139979208041833,2.1116914686928614,-4.9721510177204316,1.278081479982394
Qual era il nome dell'etichetta discografica di Nellie McKay quando è stato pubblicato Pretty Little Head?,Hungry Mouse,it,35,105,136.0,0.7720588235294118,0,0.0,-0.6810588538521096,4.388239815490443,-3.405482847076929,1.1889612737306945
プリティ・リトル・ヘッドがリリースされたとき、ネリー・マッケイのレコードレーベルの名前は何でしたか？,ハングリー・マウス,ja,35,201,231.0,0.8701298701298701,0,0.0,-0.5493755272593072,5.808279655752812,-3.320080258801468,1.2277048706995592
프리티 리틀 헤드가 발매되었을 때 넬리 맥케이의 레이블 이름은 무엇이었습니까?,헝그리 마우스,ko,35,15,66.0,0.22727272727272727,1,0.08333333333333333,-1.6774823987453125,1.5485309804819867,-4.6592702060836135,1.402964667869496
Qual era o nome da editora de Nellie McKay quando Pretty Little Head foi lançado?,Hungry Mouse,pt,35,48,78.0,0.6153846153846154,0,0.0,-1.353313153180568,3.9973605848724407,-3.572419487803769,1.2696725759063694
What type of health care group is St John of God Health Care?,Catholic not-for-profit,en,53,66,66.0,1.0,0,0.0,-1.131127243153242,1.4865390424974574,-2.625705959802346,0.7411287342737247
Quel type de groupe de soins de santé est St John of God Health Care ?,Catholique à but non lucratif,fr,53,113,120.0,0.9416666666666667,0,0.0,-0.5553344369671595,4.575410073910203,-2.8158611430822087,1.2431698438620442
איזה סוג של קבוצת בריאות היא St John of God Health Care?,קתולית ללא מטרות רווח,he,53,100,120.0,0.8333333333333334,0,0.0,-0.7949651294558469,4.585292562708595,-3.639030523335708,1.5222540376298417
圣约翰上帝医疗保健公司 (St John of God Health Care) 是什么类型的医疗保健集团？,天主教非营利性,zh,53,82,136.0,0.6029411764705882,1,0.058823529411764705,0.2266120690751172,8.784459830692395,-5.967309558002106,3.0832124659300497
Welche Art von Gesundheitsorganisation ist St John of God Health Care?,Katholisch und gemeinnützig,de,53,54,78.0,0.6923076923076923,0,0.0,-0.9479112447370982,3.8491742538959626,-3.3148255650011063,1.0660592405878175
¿Qué tipo de grupo de atención médica es St John of God Health Care?,Católico sin fines de lucro,es,53,92,105.0,0.8761904761904762,0,0.0,-0.9246458411570563,3.6321203793050967,-2.9592686979119582,1.2311623253169501
"सेंट जॉन ऑफ़ गॉड हेल्थ केयर, स्वास्थ्य से जुड़ा किस तरह का ग्रुप है?",कैथोलिक गैर-लाभकारी,hi,53,120,136.0,0.8823529411764706,0,0.0,-0.4028834969959412,3.8561609892357516,-3.5239814386872212,1.1602270299249555
Jenis kelompok layanan kesehatan apakah St John of God Health Care?,Katolik nirlaba,id,53,71,78.0,0.9102564102564102,0,0.0,-2.1187314431773356,0.9357970045526861,-5.575591090658784,1.3816910475162862
Che tipo di gruppo sanitario è St John of God Health Care?,Cattolico senza scopo di lucro,it,53,76,91.0,0.8351648351648352,0,0.0,-1.0215536647292338,3.269280160397978,-5.114783780009049,1.2310828463149976
セント・ジョン・オブ・ゴッド・ヘルスケアはどのような種類の医療グループですか？,カトリック系非営利医療グループ,ja,53,118,136.0,0.8676470588235294,0,0.0,-0.40620581037502584,5.346111509228292,-2.8324718264928626,1.2815893181453775
성 요한 건강 관리 기관은 어떤 유형의 의료 그룹입니까?,가톨릭 비영리,ko,53,37,55.0,0.6727272727272727,1,0.09090909090909091,-2.065063293497358,0.7804584278396802,-4.767385595554065,1.2597635921788706
Que tipo de grupo de assistência médica é a St John of God Health Care?,Católica sem fins lucrativos,pt,53,97,105.0,0.9238095238095239,0,0.0,-1.210481491104724,4.475553721324982,-4.815327290967,1.3492158622941528
What was the name of the military base established in the Vedder Crossing area in 1941?,CFB Chilliwack,en,45,34,55.0,0.6181818181818182,0,0.0,-1.6732219033093108,7.210732871511907,-3.9180225169753093,1.7850405531339824
Quel était le nom de la base militaire établie dans la région de Vedder Crossing en 1941 ?,BFC Chilliwack,fr,45,31,55.0,0.5636363636363636,1,0.09090909090909091,-1.4722749510720066,4.424397529998203,-3.8924475255293816,1.4075537169393073
מה היה שמו של הבסיס הצבאי שהוקם באזור מעבר וודר בשנת 1941?,CFB צ'יליוואק,he,45,59,91.0,0.6483516483516484,1,0.07142857142857142,-0.5259891765187775,2.8238839059918868,-2.252469641066024,0.9468220214798285
1941 年在维德尔路口 (Vedder Crossing) 地区建立的军事基地叫什么名字？,奇利瓦克加拿大部队基地（CFB Chilliwack）,zh,45,112,231.0,0.48484848484848486,1,0.045454545454545456,-0.7466183051149385,7.823996197975228,-2.7203989330671394,1.243854185059602
Wie hieß der 1941 im Gebiet Vedder Crossing errichtete Militärstützpunkt?,CFB Chilliwack,de,45,10,45.0,0.2222222222222222,1,0.1,-0.6591213900492292,2.4310858369893675,-1.9208947054256393,1.4197406183077443
¿Cuál era el nombre de la base militar establecida en el área de Vedder Crossing en 1941?,CFB Chilliwack,es,45,28,66.0,0.42424242424242425,2,0.16666666666666666,-1.553788086300095,0.276214629601617,-2.782950916366186,0.8347777335025748
"साल 1941 में, वेडर क्रॉसिंग एरिया में कौनसा सैनिक अड्डा बनाया गया था?",सीएफबी चिलीवैक,hi,45,26,66.0,0.3939393939393939,3,0.25,-1.1839676016377865,1.962471737503257,-3.7193735143887996,1.0018232656446615
Apa nama pangkalan militer yang didirikan di daerah Vedder Crossing pada tahun 1941?,CFB Chilliwack,id,45,41,78.0,0.5256410256410257,1,0.07692307692307693,-1.2325943605908605,2.3012657446140166,-3.583601045180647,1.031222572800465
Qual era il nome della base militare istituita nell'area di Vedder Crossing nel 1941?,CFB Chilliwack,it,45,53,91.0,0.5824175824175825,1,0.07142857142857142,-1.1326200349282538,0.8330422327717903,-3.1065310190278694,0.7118672043752221
1941年にヴェダー・クロッシング地域に設立された軍事基地の名前は何ですか?,チリワックカナダ軍基地,ja,45,168,210.0,0.8,1,0.047619047619047616,-0.6256473837552501,4.462160058725138,-4.070714721086196,0.9060610202992089
1941년 베더 크로싱 지역에 설립된 군사 기지의 이름은 무엇입니까?,"CFB 칠리<binary data, 1 bytes><binary data, 1 bytes><binary data, 1 bytes>",ko,45,32,120.0,0.26666666666666666,2,0.125,-1.6955248353069603,0.8984508547438693,-5.0999025008279455,1.480644452016935
Qual era o nome da base militar estabelecida na área de Vedder Crossing em 1941?,CFB Chilliwack,pt,45,32,66.0,0.48484848484848486,0,0.0,-1.1992940914404078,0.5187491121651052,-2.5657851713676125,0.700387407259691
Since which decade did bowl games start counting toward single-season and career statistics?,2000s,en,39,77,78.0,0.9871794871794872,0,0.0,-1.622863627673115,1.8111041158040462,-5.613020581329137,0.9888375538724749
"Au cours de quelle décennie les ""Bowl Games"" ont-ils commencé à être pris en compte dans les statistiques de saison et de carrière ?",Années 2000,fr,39,131,136.0,0.9632352941176471,0,0.0,-0.5274738200497322,1.5482450827619985,-1.8715707267785995,0.6640248568284728
באיזה עשור החלו משחקי קערה להיספר בסטטיסטיקה של עונה בודדת וקריירה?,שנות ה-2000,he,39,49,78.0,0.6282051282051282,0,0.0,-0.8108685140310399,1.0700133858539254,-3.098573970460422,0.8969721908072756
从哪个年代开始，碗赛开始计入单赛季和职业生涯统计？,2000 年代,zh,39,45,66.0,0.6818181818181818,1,0.08333333333333333,-1.0356685171577642,1.2345632465433969,-2.8860663606357932,0.8635431598763442
Ab welchem Jahrzehnt wurden Bowl-Spiele in die Statistiken für einzelne Saisons und Karrieren einbezogen?,2000er,de,39,45,66.0,0.6818181818181818,0,0.0,-0.6701433787344987,2.113454311840561,-2.264115749172983,0.9918930761933206
¿Desde qué década comenzaron a contar los juegos de tazón para las estadísticas de una sola temporada y de carrera?,2000,es,39,73,78.0,0.9358974358974359,0,0.0,-0.5772522321499882,1.5265284476702738,-2.1472131909034586,0.6837510588241847
बाउल गेम को किस दशक से सिंगल-सीज़न और करियर के आंकड़ों में गिना जाने लगा?,2000 का दशक,hi,39,105,120.0,0.875,0,0.0,-0.5357286069554063,2.1388112283469325,-2.362336186746871,0.7026131821047897
Sejak dekade manakah pertandingan bowl mulai dihitung dalam statistik musim tunggal dan karir?,2000-an,id,39,83,91.0,0.9120879120879121,0,0.0,-1.3514480978452075,0.6772575686869885,-4.424803474408487,0.8820612117145424
Da quale decennio i bowl game hanno iniziato a contare per le statistiche di una singola stagione e di carriera?,Anni 2000,it,39,102,105.0,0.9714285714285714,0,0.0,-0.4069383656187645,2.241248264369455,-2.4993776269736134,0.7307393868396499
ボウルゲームが1シーズンおよびキャリアの統計にカウントされるようになったのはどの年代からですか？,2000年代,ja,39,296,300.0,0.9866666666666667,0,0.0,-0.5524632161398857,4.848115722412818,-2.5189440114428048,0.7957748129023898
볼 게임은 몇 년대부터 단일 시즌 및 커리어 통계에 포함되기 시작했습니까?,2000년대,ko,39,47,78.0,0.6025641025641025,1,0.07692307692307693,-0.6429134526075992,2.0157379482350932,-4.08070823433396,1.1669340349816015
Em que década os jogos de bowl começaram a contar para as estatísticas de temporada única e carreira?,Década de 2000,pt,39,52,55.0,0.9454545454545454,0,0.0,-0.7090932504919414,1.5637067499017572,-2.241256001480473,0.8018920584031052
How long does a Rector of Università Cattolica del Sacro Cuore remain in office?,Four years,en,51,36,78.0,0.46153846153846156,2,0.15384615384615385,-1.3488510156886226,3.310824317614513,-3.2936731418484695,1.1500754213972717
Pendant combien de temps un Recteur de l'Università Cattolica del Sacro Cuore reste-t-il en fonction ?,Quatre ans,fr,51,75,105.0,0.7142857142857143,0,0.0,-0.5301081571727045,9.408169836709293,-3.907802694150183,2.3993874306476104
כמה זמן נשאר רקטור Università Cattolica del Sacro Cuore בתפקידו?,ארבע שנים,he,51,24,66.0,0.36363636363636365,3,0.25,-1.4650853476770946,4.702432402106627,-3.8701936227825033,1.6931462379949984
圣心天主教大学的校长任期是多久？,四年,zh,51,24,36.0,0.6666666666666666,0,0.0,-0.5071985968245266,2.3301528518496313,-1.8123259841416781,1.2024739878520085
