q_id,source_lang,target_lang,q_src,q_tgt,a_src,a_tgt,correct_target,language_version_count,qa_topic,question_type,cooc_num_pairs,cooc_total_pairs,cooc_coverage_ratio,cooc_unseen_keywords_count,cooc_unseen_keywords_ratio,cooc_avg_pmi,cooc_max_pmi,cooc_min_pmi,cooc_std_pmi,target_avg_dep_depth,target_max_tree_depth,target_num_clauses,source_avg_dep_depth,source_max_tree_depth,source_num_clauses,source_lang_name,target_lang_name,source_family,source_genus,target_family,target_genus,source_script,source_syllables,source_wiki_size,target_script,target_syllables,target_wiki_size
31,en,de,In what year was the NIH MERIT Award first created?,In welchem Jahr wurde der NIH MERIT Award erstmals verliehen?,The National Institutes of Health (NIH) MERIT (Method to Extend Research in Time) Award was first established in 1986.,Der NIH MERIT Award wurde erstmals im Jahr 1986 verliehen.,False,1,health,date_time,20,28.0,0.7142857142857143,0,0.0,-1.1356488061616312,1.4854388408193395,-3.5600943931281934,1.0338567164436985,1.3636363636363635,2,0,0.9090909090909092,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
45,en,de,What was the name of the military base established in the Vedder Crossing area in 1941?,Wie hieß der 1941 im Gebiet Vedder Crossing errichtete Militärstützpunkt?,The military base established in the Vedder Crossing area in 1941 was named Camp Chilliwack.,Der 1941 im Gebiet Vedder Crossing errichtete Militärstützpunkt hieß Camp Chilliwack.,True,1,history,entity_object,10,45.0,0.2222222222222222,1,0.1,-0.6591213900492292,2.4310858369893675,-1.9208947054256391,1.4197406183077443,2.5,5,0,1.0,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
60,en,de,"In the 1999 New Zealand general election, which party did Helen Clark lead to victory?",Welche Partei führte Helen Clark bei den Parlamentswahlen in Neuseeland 1999 zum Sieg?,"In the 1999 New Zealand general election, Helen Clark led the Labour Party to victory.",Helen Clark führte bei den Parlamentswahlen in Neuseeland 1999 die Labour Party zum Sieg.,True,2,politics,person,73,91.0,0.8021978021978022,0,0.0,-0.5152508436785938,4.097392304627926,-3.853728872360569,1.3386833175463526,1.6,3,0,0.9411764705882352,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
29,en,de,What kind of systems does International Road Dynamics provide to ensure that vehicles depart terminals within acceptable weight limits?,"Welche Art von Systemen bietet International Road Dynamics an, um sicherzustellen, dass Fahrzeuge die Terminals innerhalb der zulässigen Gewichtsgrenzen verlassen?","International Road Dynamics (IRD) provides a range of systems that help ensure vehicles depart terminals within acceptable weight limits. These systems typically include:

1. **Weigh-in-Motion (WIM) Systems**: These are used to measure the weight of vehicles as they move over sensors embedded in the road surface. It helps to accurately and efficiently ensure that vehicles comply with legal weight limits without stopping them.

2. **Static Weighing Systems**: These systems require vehicles to stop on a scale to measure their weight. They are generally used for precise weight measurements and are often found at loading docks or terminal exits.

3. **Overload Detection Systems**: These systems identify vehicles that exceed the weight limits and can trigger alerts or notifications for enforcement action or vehicle re-routing.

4. **Vehicle Classification Systems**: By classifying vehicles into categories, these systems can apply different weight limits and ensure compliance according to the vehicle type.

5. **Integrated Software Solutions**: IRD often pairs its physical systems with software for data collection, analysis, and reporting. This software helps monitor and manage vehicle weights and loads over time.

These systems collectively help in automating the process of weight compliance, reducing delays, and maintaining safety and regulatory compliance at terminals.","International Road Dynamics (IRD) bietet eine Vielzahl von Systemen an, um sicherzustellen, dass Fahrzeuge die Terminals innerhalb der zulässigen Gewichtsgrenzen verlassen. Zu den wichtigsten Systemen gehören:

1. **Wiege-in-Bewegung (Weigh-in-Motion, WIM):** Diese Systeme erfassen das Gewicht von Fahrzeugen, während sie in Bewegung sind. Sie ermöglichen effiziente Gewichtskontrollen ohne die Notwendigkeit von Stopps oder Verzögerungen.

2. **On-Board-Wiegesysteme:** Diese werden direkt in den Fahrzeugen installiert und helfen Fahrern und Betreibern, das Fahrzeuggewicht in Echtzeit zu überwachen.

3. **Statische Waagen:** Diese traditionellen Waagen befinden sich an Kontrollpunkten und ermöglichen genaue Gewichtsbestimmungen, wenn das Fahrzeug stillsteht.

4. **Automatisierte Fahrzeugklassifizierungssysteme:** Diese Systeme erfassen und klassifizieren Fahrzeuge anhand ihrer Größe, Achsenzahl und Gewicht, wodurch sie die Einhaltung der Gewichtsbeschränkungen sicherstellen.

5. **Verkehrsmanagement-Systeme:** Diese helfen, den Verkehrsfluss zu steuern und Engpässe zu vermeiden, die bei der Gewichtskontrolle auftreten könnten.

Durch die Kombination dieser Technologien stellt IRD sicher, dass Terminals effizient arbeiten und die gesetzlichen Gewichtsbeschränkungen eingehalten werden.",False,1,technology,other,170,231.0,0.7359307359307359,0,0.0,-0.601955640893285,2.750679235909778,-2.962091503991344,0.8333354159566696,2.4782608695652173,5,2,0.95,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
67,en,de,What was artistic swimming previously known as?,Wie wurde Kunstturnen früher genannt?,Artistic swimming was previously known as synchronized swimming. The name change was made to better reflect the sport's artistic elements and to align with other artistic sports. The International Swimming Federation (FINA) officially adopted the new name in 2017.,"Kunstturnen wurde früher oft als „Geräteturnen“ bezeichnet. Der Begriff beschreibt die Sportart, bei der Turner und Turnerinnen an verschiedenen Turngeräten wie Boden, Barren, Balken, Ringe, und Pferd Übungen vorführen, die Kraft, Beweglichkeit und Körperbeherrschung erfordern. Der Begriff „Kunstturnen“ hebt zudem den künstlerischen Aspekt der Bewegungen und Choreographien hervor.",False,1,sports,definition,11,15.0,0.7333333333333333,0,0.0,-0.2298334054174507,7.455757604739526,-2.354964675115506,2.512397026151267,0.8333333333333334,1,0,0.875,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
36,en,de,In which year did the Great Canadian flag debate officially begin?,In welchem Jahr begann die Große Kanadische Flaggendiskussion offiziell?,"The Great Canadian Flag Debate officially began in 1964. This debate led to the adoption of the current national flag of Canada, which was inaugurated on February 15, 1965.","Die Große Kanadische Flaggendiskussion begann offiziell im Jahr 1964. Sie führte zur Einführung der heutigen Nationalflagge Kanadas, die am 15. Februar 1965 erstmals gehisst wurde.",True,3,history,date_time,12,21.0,0.5714285714285714,1,0.1428571428571428,-1.335007381717979,-0.1902532269199268,-3.874555587360719,0.9181430024052416,1.4,2,0,1.75,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
59,en,de,In which year did the Whitehaven School become the Whitehaven Academy?,In welchem Jahr wurde die Whitehaven School zur Whitehaven Academy?,Whitehaven School became the Whitehaven Academy in 2014 when it transitioned to academy status under the sponsorship of Bright Tribe Trust.,Die Whitehaven School wurde im Jahr 2014 zur Whitehaven Academy.,True,1,history,date_time,16,21.0,0.7619047619047619,0,0.0,-1.5294274881399754,1.6540321627279195,-2.6539756691401526,0.9113231419021702,1.75,3,0,0.9166666666666666,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
38,en,de,When was the Uniform Residential Landlord and Tenant Act created?,Wann wurde der Uniform Residential Landlord and Tenant Act ausgearbeitet?,"The Uniform Residential Landlord and Tenant Act (URLTA) was created in 1972 by the National Conference of Commissioners on Uniform State Laws, now known as the Uniform Law Commission. The act was designed to standardize and improve the legal relationship between landlords and tenants across different states.","Der Uniform Residential Landlord and Tenant Act wurde 1972 ausgearbeitet. Dieses Gesetz wurde von der Uniform Law Commission entwickelt, um die rechtlichen Beziehungen zwischen Vermietern und Mietern zu standardisieren und zu regeln.",True,1,law,date_time,20,45.0,0.4444444444444444,0,0.0,-1.6320276231502313,1.7729736196737096,-4.563208957248922,1.531637969488854,2.272727272727273,5,0,1.181818181818182,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
37,en,de,Who was the first female mayor in Turkey?,Wer war die erste Bürgermeisterin in der Türkei?,"The first female mayor in Turkey was Müfide İlhan. She was elected as the mayor of Mersin in 1950, becoming the first woman to hold such a position in Turkey.","Die erste Bürgermeisterin in der Türkei war Sadiye Hanım, die 1930 zur Bürgermeisterin des Bezirks Mersin gewählt wurde. Sie war damit eine der ersten Frauen in der Türkei, die ein solches Amt innehatte. Dies geschah im Kontext der Reformen, die in der frühen türkischen Republik unter Mustafa Kemal Atatürk durchgeführt wurden, um Frauenrechte zu stärken und die politische Beteiligung von Frauen zu fördern.",False,1,politics,person,15,28.0,0.5357142857142857,1,0.125,-1.9816688182700324,0.4432089086455237,-5.332377298139661,1.3612804380018686,1.1111111111111112,2,0,1.0,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
44,en,de,What was the specific purpose of a bulk material analyzer located just upstream of the raw mill in cement production?,"Was war der spezifische Zweck eines Schüttgutanalysators, der unmittelbar vor der Rohmühle in der Zementproduktion platziert war?","In cement production, the specific purpose of locating a bulk material analyzer just upstream of the raw mill is to ensure the consistent quality and composition of the raw material mix before it enters the raw mill for grinding. The bulk material analyzer provides real-time analysis of the elemental composition of the raw materials, typically using technologies such as prompt gamma neutron activation analysis (PGNAA) or X-ray fluorescence (XRF).

This real-time data allows plant operators to make immediate adjustments to the raw material mix, optimizing the blending of different materials such as limestone, clay, sand, and iron ore. By ensuring the precise and consistent composition of these inputs, the analyzer helps maintain the desired chemical proportions necessary for producing clinker with the desired properties, leading to higher quality cement. Additionally, this optimization contributes to increased efficiency in the kiln, reduced energy consumption, and minimized emissions by avoiding over- or underuse of corrective materials.","Ein Schüttgutanalysator, der unmittelbar vor der Rohmühle in der Zementproduktion platziert wird, dient in erster Linie der Überwachung und Optimierung der Zusammensetzung der Rohmaterialien, die in die Mühle gelangen. Der spezifische Zweck eines solchen Analysators umfasst folgende Aspekte:

1. **Qualitätskontrolle**: Sicherstellung, dass die chemische Zusammensetzung der Rohmaterialien innerhalb der vorgegebenen Spezifikationen liegt.

2. **Prozessoptimierung**: Durch genaue Informationen über die Zusammensetzung der Materialien kann der Produktionsprozess in Echtzeit angepasst werden, um die Effizienz der Mühle zu maximieren.

3. **Ressourceneffizienz**: Minimierung von Materialverschwendung und Energieverbrauch, indem nur die erforderlichen Korrekturen vorgenommen werden.

4. **Konsistente Zementqualität**: Unterstützung bei der Herstellung eines Zements mit gleichbleibender Qualität, was für die weiteren Schritte der Zementherstellung und die Zufriedenheit der Endkunden entscheidend ist.

5. **Vorausschauende Wartung**: Identifizierung von Abweichungen, die auf mögliche Probleme im Produktionsprozess hindeuten könnten, und damit Reduzierung von Ausfallzeiten.

Insgesamt trägt der Schüttgutanalysator erheblich zur Effizienz und Kosteneffektivität der Zementproduktion bei.",False,1,technology,scientific_technical,107,190.0,0.5631578947368421,3,0.15,-0.5893280159241928,3.5092131059679184,-2.401153658544051,0.94554280972009,2.3684210526315788,4,1,0.9523809523809524,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
65,en,de,In what year was Greg Brown's album One More Goodnight Kiss released?,In welchem Jahr wurde Greg Browns Album Ein letzter Gute-Nacht-Kuss veröffentlicht?,"Greg Brown's album ""One More Goodnight Kiss"" was released in 1988.","Greg Browns Album ""Ein letzter Gute-Nacht-Kuss"" wurde im Jahr 1997 veröffentlicht.",False,1,arts,date_time,47,55.0,0.8545454545454545,0,0.0,-1.6895119970722885,1.0270068319062555,-3.3763493687868005,0.8675334034341489,1.75,3,0,1.6428571428571428,3,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
35,en,de,What was the name of Nellie McKay's record label when Pretty Little Head was released?,"Wie hieß Nellie McKays Plattenlabel, als Pretty Little Head veröffentlicht wurde?","Nellie McKay released ""Pretty Little Head"" on her own record label, titled Hungry Mouse.","Als Nellie McKay ihr Album ""Pretty Little Head"" veröffentlichte, geschah dies letztendlich auf ihrem eigenen Label namens Hungry Mouse, nachdem sie sich von Columbia Records getrennt hatte.",True,1,history,organization,42,78.0,0.5384615384615384,1,0.0769230769230769,-0.9884434631749912,3.2303959839532097,-3.193373858957589,1.4317139828851857,1.6923076923076923,3,1,0.9411764705882352,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
51,en,de,How long does a Rector of Università Cattolica del Sacro Cuore remain in office?,Wie lange bleibt ein Rektor der Università Cattolica del Sacro Cuore im Amt?,"The Rector of the Università Cattolica del Sacro Cuore typically serves a four-year term. However, the exact terms can vary based on the university's statutes or any amendments made to the governing rules, so it's always a good idea to check the latest guidelines from the university for the most accurate information.","Der Rektor der Università Cattolica del Sacro Cuore bleibt üblicherweise für eine Amtszeit von vier Jahren im Amt. Eine Wiederwahl ist möglich, sodass ein Rektor mehrere Amtszeiten hintereinander dienen kann, abhängig von den Statuten der Universität und den internen Wahlprozessen.",True,1,education,other,36,66.0,0.5454545454545454,0,0.0,-1.0329810931070338,1.9921264476737663,-3.847596394682177,1.372157678279851,2.3333333333333335,4,0,0.9333333333333332,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
41,en,de,What was the name of the conference Campbell University's women's basketball team played in from 1994 to 2011?,In welcher Conference spielte die Frauenbasketballmannschaft der Campbell University von 1994 bis 2011?,"From 1994 to 2011, Campbell University's women's basketball team played in the Atlantic Sun Conference.",Die Frauenbasketballmannschaft der Campbell University spielte von 1994 bis 2011 in der Atlantic Sun Conference.,True,1,sports,event,50,91.0,0.5494505494505495,2,0.1428571428571428,-1.0155188243929296,1.8805179892126185,-6.26891275780475,1.371478245046334,1.6428571428571428,3,0,0.9523809523809524,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
61,en,de,"What is the name of the album that the song ""That's What Love Is For"" was released on?","Wie heißt das Album, auf dem der Song „That’s What Love Is For“ veröffentlicht wurde?","The song ""That's What Love Is For"" is by Amy Grant and it was released on the album ""Heart in Motion"" in 1991.",Der Song „That’s What Love Is For“ von Amy Grant wurde auf dem Album „Heart in Motion“ veröffentlicht.,True,1,culture,work_creation,118,120.0,0.9833333333333332,0,0.0,-0.653365849483178,2.48054428796035,-2.756437607017312,1.1778035916992566,3.3,5,1,2.772727272727273,5,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
47,en,de,When was the men's javelin throw event held at the 2010 Asian Games?,Wann fand der Speerwurf-Wettbewerb der Männer bei den Asienspielen 2010 statt?,"The men's javelin throw event at the 2010 Asian Games was held on November 22, 2010.",Der Speerwurf-Wettbewerb der Männer bei den Asienspielen 2010 fand am 25. November 2010 statt.,False,1,sports,event,52,66.0,0.7878787878787878,0,0.0,-0.8280890448354428,2.1635188822390634,-2.4865864098629915,0.7809081943533044,1.6428571428571428,3,0,1.0714285714285714,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
32,en,de,"On which date was David Nail's album ""Fighter"" released?",An welchem ​​Datum wurde David Nails Album „Fighter“ veröffentlicht?,"David Nail's album ""Fighter"" was released on July 15, 2016.",David Nails Album „Fighter“ wurde am 15. Juli 2016 veröffentlicht.,True,1,arts,date_time,53,55.0,0.9636363636363636,0,0.0,-1.4402514340758623,0.0460497833816661,-3.539444829162405,0.6951375445186317,1.6153846153846154,3,0,2.25,4,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
62,en,de,Which data protection regulation in Brazil requires subject access requests to be fulfilled within a specific time frame?,"Welche Datenschutzverordnung in Brasilien verlangt, dass Auskunftsersuchen der betroffenen Person innerhalb eines bestimmten Zeitrahmens erfüllt werden?","In Brazil, the data protection regulation that mandates fulfilling subject access requests within a specific time frame is the Lei Geral de Proteção de Dados (LGPD), or General Data Protection Law. According to the LGPD, data controllers must respond to subject access requests within 15 days from the date of the request. This regulation is designed to ensure individuals have timely access to their personal data and to uphold their rights regarding data privacy.","Die Datenschutzverordnung in Brasilien, die verlangt, dass Auskunftsersuchen von betroffenen Personen innerhalb eines bestimmten Zeitrahmens erfüllt werden, ist das ""Lei Geral de Proteção de Dados Pessoais"" (LGPD). Diese Verordnung legt fest, dass Anfragen betroffener Personen in Bezug auf ihre personenbezogenen Daten in einer klaren und zugänglichen Form und innerhalb eines angemessenen Zeitrahmens beantwortet werden müssen. Der genaue Zeitrahmen wird von der nationalen Datenschutzbehörde oder im spezifischen Kontext der Anfrage bestimmt. Die LGPD ist vergleichbar mit der Europäischen Datenschutz-Grundverordnung (DSGVO) und zielt darauf ab, den Schutz von personenbezogenen Daten und die Privatsphäre der Bürger zu gewährleisten.",True,1,law,definition,80,136.0,0.5882352941176471,1,0.0588235294117647,-0.6877939182632449,3.0553227328061743,-4.315883710629855,1.0566941238137462,2.2777777777777777,4,1,0.9473684210526316,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
64,en,de,In which decade did Harry F. Sinclair purchase Rancocas Stable?,In welchem Jahrzehnt kaufte Harry F. Sinclair den Rancocas-Stall?,Harry F. Sinclair purchased Rancocas Stable in the 1910s.,Harry F. Sinclair kaufte den Rancocas-Stall in den 1920er Jahren.,False,1,history,date_time,21,45.0,0.4666666666666667,1,0.1,-1.075074644899235,0.8391190903194613,-2.348338730854492,0.8648060381768847,1.5833333333333333,3,0,1.7272727272727273,2,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
40,en,de,Who contributed to the album Keys to the Kingdom by North Mississippi Allstars?,Wer wirkte an dem Album Keys to the Kingdom von North Mississippi Allstars mit?,"""Keys to the Kingdom"" by North Mississippi Allstars features contributions from several artists. The core members of the band, Luther Dickinson, Cody Dickinson, and Chris Chew, are central to the album. Additionally, the album includes guest appearances by a number of renowned musicians. Some of these contributors are Mavis Staples, Ry Cooder, Spooner Oldham, and Alvin Youngblood Hart. These artists helped enrich the album with their distinctive styles and talents.","Das Album „Keys to the Kingdom“ der North Mississippi Allstars wurde von mehreren Künstlern unterstützt. Zu den Gastmusikern gehören in der Regel bekannte Namen wie Mavis Staples, Ry Cooder, Spooner Oldham und Alvin Youngblood Hart. Bitte beachten Sie, dass die genauen Mitwirkenden je nach Track variieren können.",True,1,culture,work_creation,173,406.0,0.4261083743842364,1,0.0344827586206896,-0.3267114199740459,9.375785684570902,-2.8506578861680376,1.5707514443723218,2.2666666666666666,4,0,0.9285714285714286,1,0,english,german,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
